global_time,global_dist,velocity,step_energy_wh,section,cum_energy_kwh
1.65,0.8293402777777779,0.8833333333333334,1.3721159069758981,布政-张家潭,17.30995606731903
1.7,0.8737037037037038,0.8833333333333334,1.3020439975073477,布政-张家潭,17.30995606731903
1.75,0.9183912037037038,0.9083333333333333,1.3534406523227918,布政-张家潭,17.30995606731903
1.8,0.9644444444444445,0.9277777777777778,1.3646729673301026,布政-张家潭,17.30995606731903
1.85,1.011493055555556,0.9555555555555556,1.5288478444782179,布政-张家潭,17.30995606731903
1.9,1.06,0.9833333333333334,1.541084818879494,布政-张家潭,17.30995606731903
1.95,1.109282407407407,0.9833333333333334,1.4293954833490203,布政-张家潭,17.30995606731903
2.0,1.158796296296297,1.011111111111111,1.560977787828762,布政-张家潭,17.30995606731903
2.05,1.210104166666667,1.041666666666667,1.8286132079928294,布政-张家潭,17.30995606731903
2.1,1.262916666666667,1.069444444444444,1.7788637657692228,布政-张家潭,17.30995606731903
2.15,1.31650462962963,1.069444444444444,1.5699026747416043,布政-张家潭,17.30995606731903
2.2,1.370462962962963,1.105555555555556,2.6360971020372084,布政-张家潭,17.30995606731903
2.25,1.426643518518519,1.141666666666667,2.6395223867706155,布政-张家潭,17.30995606731903
2.3,1.484583333333333,1.175,2.4033635495791437,布政-张家潭,17.30995606731903
2.35,1.543472222222222,1.175,1.8179140840461852,布政-张家潭,17.30995606731903
2.4,1.602731481481481,1.213888888888889,3.309501915393759,布政-张家潭,17.30995606731903
2.45,1.664513888888889,1.258333333333334,3.1910883739880527,布政-张家潭,17.30995606731903
2.5,1.728472222222222,1.297222222222222,3.5389867734189524,布政-张家潭,17.30995606731903
2.55,1.794305555555556,1.336111111111111,4.085481789047606,布政-张家潭,17.30995606731903
2.6,1.861435185185186,1.336111111111111,2.3050099006833626,布政-张家潭,17.30995606731903
2.65,1.928935185185185,1.369444444444444,2.77495506300996,布政-张家潭,17.30995606731903
2.7,1.998425925925926,1.405555555555555,3.667106435506132,布政-张家潭,17.30995606731903
2.75,2.069606481481482,1.441666666666667,4.1120243503653295,布政-张家潭,17.30995606731903
2.8,2.141990740740741,1.441666666666667,2.521457017407883,布政-张家潭,17.30995606731903
2.85,2.214884259259259,1.480555555555556,4.160201486146887,布政-张家潭,17.30995606731903
2.9,2.29,1.516666666666667,3.359804051759034,布政-张家潭,17.30995606731903
2.95,2.366793981481482,1.555555555555556,5.0434745105127,布政-张家潭,17.30995606731903
3.0,2.445555555555556,1.594444444444445,5.243872576800026,布政-张家潭,17.30995606731903
3.05,2.525439814814815,1.594444444444445,2.936959809371511,布政-张家潭,17.30995606731903
3.1,2.605648148148149,1.633333333333333,4.800888030538695,布政-张家潭,17.30995606731903
3.15,2.688402777777778,1.677777777777778,5.561102545063189,布政-张家潭,17.30995606731903
3.2,2.773287037037037,1.713888888888889,6.159340651862632,布政-张家潭,17.30995606731903
3.25,2.859131944444445,1.713888888888889,3.237875476860122,布政-张家潭,17.30995606731903
3.3,2.945231481481481,1.747222222222222,4.00914576912716,布政-张家潭,17.30995606731903
3.35,3.033599537037037,1.788888888888889,5.530555323277083,布政-张家潭,17.30995606731903
3.4,3.124027777777778,1.825,5.915078739071779,布政-张家潭,17.30995606731903
3.45,3.215428240740741,1.825,3.4605023802713317,布政-张家潭,17.30995606731903
3.5,3.307175925925926,1.863888888888889,5.592723118980596,布政-张家潭,17.30995606731903
3.55,3.401342592592592,1.902777777777778,4.869601701320379,布政-张家潭,17.30995606731903
3.6,3.497361111111112,1.936111111111111,4.938667816638024,布政-张家潭,17.30995606731903
3.65,3.595173611111111,1.977777777777778,6.1053471088504665,布政-张家潭,17.30995606731903
3.7,3.694444444444445,1.977777777777778,3.8601114417877453,布政-张家潭,17.30995606731903
3.75,3.794085648148148,2.013888888888889,5.615327008919325,布政-张家潭,17.30995606731903
3.8,3.895833333333333,2.05,6.253675163102554,布政-张家潭,17.30995606731903
3.85,3.999178240740741,2.083333333333333,5.947138388622997,布政-张家潭,17.30995606731903
3.9,4.103611111111111,2.083333333333333,4.005100634904012,布政-张家潭,17.30995606731903
3.95,4.208530092592594,2.119444444444444,5.45905050779042,布政-张家潭,17.30995606731903
4.0,4.315694444444444,2.163888888888889,6.09033544532657,布政-张家潭,17.30995606731903
4.05,4.424826388888889,2.2,6.838587751472683,布政-张家潭,17.30995606731903
4.1,4.535787037037037,2.241666666666667,7.65854470709553,布政-张家潭,17.30995606731903
4.15,4.648043981481482,2.241666666666667,4.461244255599456,布政-张家潭,17.30995606731903
4.2,4.760555555555556,2.277777777777778,6.270406643181119,布政-张家潭,17.30995606731903
4.25,4.875347222222222,2.313888888888889,6.872146606699209,布政-张家潭,17.30995606731903
4.3,4.992037037037037,2.355555555555556,7.36638319878503,布政-张家潭,17.30995606731903
4.35,5.109988425925926,2.355555555555556,4.674991177869481,布政-张家潭,17.30995606731903
4.4,5.228194444444446,2.391666666666667,6.545449814370692,布政-张家潭,17.30995606731903
4.45,5.348796296296297,2.433333333333334,7.439322526680604,布政-张家潭,17.30995606731903
4.5,5.471342592592594,2.463888888888889,6.311722025461613,布政-张家潭,17.30995606731903
4.55,5.595358796296297,2.497222222222222,6.120586097974401,布政-张家潭,17.30995606731903
4.6,5.720509259259259,2.497222222222222,4.922819772658156,布政-张家潭,17.30995606731903
4.65,5.846180555555557,2.536111111111111,6.692566728991585,布政-张家潭,17.30995606731903
4.7,5.974027777777779,2.569444444444445,7.162408275712272,布政-张家潭,17.30995606731903
4.75,6.103506944444446,2.611111111111111,7.94260062596026,布政-张家潭,17.30995606731903
4.8,6.234444444444444,2.611111111111111,5.144859082158831,布政-张家潭,17.30995606731903
4.85,6.365694444444443,2.644444444444444,7.121919943533127,布政-张家潭,17.30995606731903
4.9,6.49888888888889,2.677777777777778,7.450170622130331,布政-张家潭,17.30995606731903
4.95,6.633842592592593,2.722222222222222,8.993429740381416,布政-张家潭,17.30995606731903
5.0,6.77037037037037,2.722222222222222,5.3377847132347735,布政-张家潭,17.30995606731903
5.05,6.907175925925925,2.755555555555556,6.335981945791497,布政-张家潭,17.30995606731903
5.1,7.046111111111109,2.8,8.802489174765482,布政-张家潭,17.30995606731903
5.15,7.186990740740741,2.833333333333333,7.334938709940792,布政-张家潭,17.30995606731903
5.2,7.329490740740741,2.869444444444444,7.827388205996382,布政-张家潭,17.30995606731903
5.25,7.473113425925925,2.869444444444444,5.671558439394428,布政-张家潭,17.30995606731903
5.3,7.617129629629629,2.911111111111111,8.694098742424764,布政-张家潭,17.30995606731903
5.35,7.76361111111111,2.947222222222222,8.24839114395058,布政-张家潭,17.30995606731903
5.4,7.911851851851853,2.983333333333333,9.079120300851796,布政-张家潭,17.30995606731903
5.45,8.061168981481481,2.983333333333333,5.8849739838033495,布政-张家潭,17.30995606731903
5.5,8.210787037037036,3.019444444444444,7.915093375252757,布政-张家潭,17.30995606731903
5.55,8.362546296296296,3.05,6.021203415957109,布政-张家潭,17.30995606731903
5.6,8.516574074074072,3.127777777777778,19.656401386850654,布政-张家潭,17.30995606731903
5.65,8.674097222222223,3.166666666666667,10.534619984084742,布政-张家潭,17.30995606731903
5.7,8.832592592592592,3.166666666666667,6.586721853935902,布政-张家潭,17.30995606731903
5.75,8.991620370370368,3.2,9.238408738748415,布政-张家潭,17.30995606731903
5.8,9.15259259259259,3.233333333333334,9.58424995092916,布政-张家潭,17.30995606731903
5.85,9.315324074074072,3.277777777777778,14.501862897011383,布政-张家潭,17.30995606731903
5.9,9.47962962962963,3.277777777777778,6.741058503980735,布政-张家潭,17.30995606731903
5.95,9.644270833333332,3.313888888888889,10.197435133247422,布政-张家潭,17.30995606731903
6.0,9.811064814814813,3.352777777777778,10.281023250736135,布政-张家潭,17.30995606731903
6.05,9.979618055555553,3.388888888888889,7.844879110947196,布政-张家潭,17.30995606731903
6.1,10.14935185185185,3.388888888888889,5.998806376540297,布政-张家潭,17.30995606731903
6.15,10.31949074074074,3.422222222222222,6.828348485395725,布政-张家潭,17.30995606731903
6.2,10.49171296296296,3.463888888888889,8.20296921210303,布政-张家潭,17.30995606731903
6.25,10.66577546296296,3.497222222222222,7.040534863196755,布政-张家潭,17.30995606731903
6.3,10.84148148148148,3.533333333333334,7.6367570111104826,布政-张家潭,17.30995606731903
6.35,11.01829861111111,3.533333333333334,6.190628611899243,布政-张家潭,17.30995606731903
6.4,11.19541666666667,3.569444444444445,8.443707326043086,布政-张家潭,17.30995606731903
6.45,11.37450231481482,3.591666666666667,7.135221415745221,布政-张家潭,17.30995606731903
6.5,11.55513888888889,3.647222222222223,19.328792437352888,布政-张家潭,17.30995606731903
6.55,11.73773148148148,3.647222222222223,6.592619860423342,布政-张家潭,17.30995606731903
6.6,11.92037037037037,3.677777777777778,7.123388496515816,布政-张家潭,17.30995606731903
6.65,12.10496527777778,3.705555555555556,6.591684234235826,布政-张家潭,17.30995606731903
6.7,12.2912037037037,3.75,11.850902195491638,布政-张家潭,17.30995606731903
6.75,12.4796412037037,3.786111111111111,8.021195346812508,布政-张家潭,17.30995606731903
6.8,12.66921296296296,3.786111111111111,6.8917188566718695,布政-张家潭,17.30995606731903
6.85,12.85944444444444,3.830555555555555,14.532933501662745,布政-张家潭,17.30995606731903
6.9,13.05208333333334,3.863888888888889,8.869216228472682,布政-张家潭,17.30995606731903
6.95,13.24628472222222,3.905555555555556,14.996653332840197,布政-张家潭,17.30995606731903
7.0,13.44194444444445,3.905555555555556,6.800025751752347,布政-张家潭,17.30995606731903
7.05,13.63780092592593,3.933333333333334,7.231853867083036,布政-张家潭,17.30995606731903
7.1,13.83541666666667,3.969444444444445,9.928437106764882,布政-张家潭,17.30995606731903
7.15,14.03484953703704,4.008333333333334,11.349230152676775,布政-张家潭,17.30995606731903
7.2,14.2362037037037,4.044444444444445,11.486863812179122,布政-张家潭,17.30995606731903
7.25,14.43857638888889,4.044444444444445,8.013773723442789,布政-张家潭,17.30995606731903
7.3,14.64134259259259,4.086111111111111,9.778488993443341,布政-张家潭,17.30995606731903
7.35,14.84657407407407,4.122222222222223,9.926632167861559,布政-张家潭,17.30995606731903
7.4,15.05351851851852,4.155555555555556,9.695709178970686,布政-张家潭,17.30995606731903
7.45,15.26143518518519,4.155555555555556,7.970556059333777,布政-张家潭,17.30995606731903
7.5,15.46972222222222,4.194444444444445,10.384550138279385,布政-张家潭,17.30995606731903
7.55,15.68012731481481,4.219444444444444,7.581633707177707,布政-张家潭,17.30995606731903
7.6,15.89199074074074,4.263888888888889,11.676760673208687,布政-张家潭,17.30995606731903
7.65,16.10537037037037,4.263888888888889,7.515638294643232,布政-张家潭,17.30995606731903
7.7,16.31893518518519,4.297222222222222,8.32614826506852,布政-张家潭,17.30995606731903
7.75,16.5346875,4.333333333333333,9.519306128445063,布政-张家潭,17.30995606731903
7.8,16.75231481481481,4.372222222222223,11.611279276541172,布政-张家潭,17.30995606731903
7.85,16.97178240740741,4.405555555555556,10.58898574968085,布政-张家潭,17.30995606731903
7.9,17.19231481481481,4.405555555555556,7.608458539492644,布政-张家潭,17.30995606731903
7.95,17.41351851851852,4.45,13.893102890044633,布政-张家潭,17.30995606731903
8.0,17.63712962962963,4.483333333333333,12.065421782844538,布政-张家潭,17.30995606731903
8.05,17.86212962962964,4.516666666666667,12.47252516694896,布政-张家潭,17.30995606731903
8.1,18.08824074074074,4.516666666666667,8.10518004353008,布政-张家潭,17.30995606731903
8.15,18.31488425925926,4.555555555555555,12.035642003561392,布政-张家潭,17.30995606731903
8.2,18.5437037037037,4.588888888888889,10.902196044555753,布政-张家潭,17.30995606731903
8.25,18.77409722222222,4.627777777777778,12.925984043764142,布政-张家潭,17.30995606731903
8.3,19.00652777777778,4.669444444444444,13.33540008822296,布政-张家潭,17.30995606731903
8.35,19.24017361111111,4.669444444444444,8.418247324153857,布政-张家潭,17.30995606731903
8.4,19.47402777777778,4.702777777777778,11.082732994990778,布政-张家潭,17.30995606731903
8.45,19.71028935185185,4.750000000000001,17.789350971265442,布政-张家潭,17.30995606731903
8.5,19.9487962962963,4.783333333333333,13.413070467096375,布政-张家潭,17.30995606731903
8.55,20.18810185185186,4.783333333333333,8.41982008333411,布政-张家潭,17.30995606731903
8.6,20.42773148148148,4.819444444444445,12.897624216355737,布政-张家潭,17.30995606731903
8.65,20.66960648148148,4.855555555555556,12.65142448927525,布政-张家潭,17.30995606731903
8.7,20.91328703703703,4.891666666666667,13.18462221269168,布政-张家潭,17.30995606731903
8.75,21.15802083333333,4.891666666666667,8.709490706586998,布政-张家潭,17.30995606731903
8.8,21.40314814814815,4.933333333333334,12.62123882944946,布政-张家潭,17.30995606731903
8.85,21.65045138888889,4.955555555555556,9.443009083450495,布政-张家潭,17.30995606731903
8.9,21.89893518518519,4.991666666666666,13.599180291096259,布政-张家潭,17.30995606731903
8.95,22.14947916666667,5.030555555555556,14.228755876200005,布政-张家潭,17.30995606731903
9.0,22.4013425925926,5.030555555555556,8.284035970885437,布政-张家潭,17.30995606731903
9.05,22.65350694444446,5.061111111111111,10.105040138712443,布政-张家潭,17.30995606731903
9.1,22.90777777777778,5.111111111111111,20.67483592412647,布政-张家潭,17.30995606731903
9.15,23.16429398148149,5.147222222222223,13.983162306606122,布政-张家潭,17.30995606731903
9.2,23.42189814814815,5.147222222222223,8.259510897349356,布政-张家潭,17.30995606731903
9.25,23.67995370370371,5.180555555555555,13.568049582384226,布政-张家潭,17.30995606731903
9.3,23.93995370370371,5.213888888888889,12.995166923231405,布政-张家潭,17.30995606731903
9.35,24.20159722222223,5.252777777777778,15.074085702306547,布政-张家潭,17.30995606731903
9.4,24.46523148148149,5.291666666666667,14.164254651139002,布政-张家潭,17.30995606731903
9.45,24.72997685185185,5.291666666666667,9.250171134521029,布政-张家潭,17.30995606731903
9.5,24.99486111111112,5.319444444444445,12.159299964893583,布政-张家潭,17.30995606731903
9.55,25.26181712962964,5.361111111111112,14.73095360435012,布政-张家潭,17.30995606731903
9.6,25.53092592592592,5.4,14.844756895586059,布政-张家潭,17.30995606731903
9.65,25.80108796296296,5.4,7.741242001423954,布政-张家潭,17.30995606731903
9.7,26.07148148148148,5.433333333333334,12.551442931826518,布政-张家潭,17.30995606731903
9.75,26.34409722222222,5.472222222222222,13.860179704632337,布政-张家潭,17.30995606731903
9.8,26.61865740740741,5.508333333333333,14.533232957057894,布政-张家潭,17.30995606731903
9.85,26.89491898148148,5.541666666666667,14.187522181104814,布政-张家潭,17.30995606731903
9.9,27.17226851851852,5.541666666666667,7.772410844873946,布政-张家潭,17.30995606731903
9.95,27.44998842592592,5.572222222222222,12.096784763517798,布政-张家潭,17.30995606731903
10.0,27.72953703703704,5.605555555555556,13.876337010220393,布政-张家潭,17.30995606731903
10.05,28.01099537037037,5.655555555555556,21.759893667075225,布政-张家潭,17.30995606731903
10.1,28.29425925925926,5.655555555555556,8.300355064291466,布政-张家潭,17.30995606731903
10.15,28.57778935185185,5.691666666666666,15.020705543521235,布政-张家潭,17.30995606731903
10.2,28.86351851851851,5.733333333333333,18.890379089287933,布政-张家潭,17.30995606731903
10.25,29.15116898148148,5.772222222222223,15.101347310504615,布政-张家潭,17.30995606731903
10.3,29.4400925925926,5.772222222222223,8.009718268692446,布政-张家潭,17.30995606731903
10.35,29.72910879629629,5.791666666666667,10.223225888557202,布政-张家潭,17.30995606731903
10.4,30.01953703703704,5.827777777777778,13.382624701360134,布政-张家潭,17.30995606731903
10.45,30.31188657407407,5.866666666666667,15.143869458927728,布政-张家潭,17.30995606731903
10.5,30.60625,5.908333333333333,17.16897190702425,布政-张家潭,17.30995606731903
10.55,30.90184027777778,5.908333333333333,8.376506159184629,布政-张家潭,17.30995606731903
10.6,31.19782407407407,5.952777777777778,18.800181980413935,布政-张家潭,17.30995606731903
10.65,31.49622685185185,5.980555555555556,14.531791981473814,布政-张家潭,17.30995606731903
10.7,31.79611111111111,6.022222222222222,19.76120461079243,布政-张家潭,17.30995606731903
10.75,32.09739583333333,6.022222222222222,8.417994516292563,布政-张家潭,17.30995606731903
10.8,32.39875000000001,6.047222222222222,12.187389171539474,布政-张家潭,17.30995606731903
10.85,32.70208333333333,6.088888888888889,18.50448507820754,布政-张家潭,17.30995606731903
10.9,33.00759259259259,6.127777777777777,16.919979920298587,布政-张家潭,17.30995606731903
10.95,33.31483796296296,6.161111111111111,15.906792367893173,布政-张家潭,17.30995606731903
11.0,33.62314814814815,6.161111111111111,8.976828451523682,布政-张家潭,17.30995606731903
11.05,33.93212962962964,6.205555555555556,20.023423947105,布政-张家潭,17.30995606731903
11.1,34.24351851851851,6.23888888888889,16.11114460078404,布政-张家潭,17.30995606731903
11.15,34.55635416666667,6.275,15.163930216374577,布政-张家潭,17.30995606731903
11.2,34.87041666666666,6.275,7.883344753880396,布政-张家潭,17.30995606731903
11.25,35.1846875,6.3,11.712793369095824,布政-张家潭,17.30995606731903
11.3,35.50064814814815,6.338888888888889,16.935736314000643,布政-张家潭,17.30995606731903
11.35,35.81868055555555,6.383333333333334,23.19340449240641,布政-张家潭,17.30995606731903
11.4,36.13898148148148,6.427777777777778,23.415091290190436,布政-张家潭,17.30995606731903
11.45,36.46055555555554,6.427777777777778,9.267484215472049,布政-张家潭,17.30995606731903
11.5,36.78236111111111,6.463888888888889,16.120047014295146,布政-张家潭,17.30995606731903
11.55,37.10640046296297,6.497222222222223,17.054739126344693,布政-张家潭,17.30995606731903
11.6,37.43203703703703,6.527777777777778,15.96716438536639,布政-张家潭,17.30995606731903
11.65,37.75855324074075,6.527777777777778,7.966496234763214,布政-张家潭,17.30995606731903
11.7,38.08541666666666,6.563888888888889,15.751949551820022,布政-张家潭,17.30995606731903
11.75,38.41451388888888,6.600000000000001,16.82143890469336,布政-张家潭,17.30995606731903
11.8,38.74550925925926,6.641666666666667,19.81021410102892,布政-张家潭,17.30995606731903
11.85,39.0777662037037,6.641666666666667,7.93150249278013,布政-张家潭,17.30995606731903
11.9,39.41027777777778,6.677777777777778,16.94839198146865,布政-张家潭,17.30995606731903
11.95,39.74489583333332,6.705555555555556,14.76519265777597,布政-张家潭,17.30995606731903
12.0,40.08101851851852,6.744444444444445,19.838285940536117,布政-张家潭,17.30995606731903
12.05,40.41903935185186,6.775,16.154447217223247,布政-张家潭,17.30995606731903
12.1,40.75800925925926,6.775,8.849103025586942,布政-张家潭,17.30995606731903
12.15,41.09855324074075,6.861111111111112,28.81100846649374,布政-张家潭,17.30995606731903
12.2,41.44333333333334,6.9,19.504797056427982,布政-张家潭,17.30995606731903
12.25,41.78918981481482,6.933333333333334,15.7146860682113,布政-张家潭,17.30995606731903
12.3,42.13611111111112,6.933333333333334,8.77961329930824,布政-张家潭,17.30995606731903
12.35,42.48341435185186,6.963888888888889,14.094228901140074,布政-张家潭,17.30995606731903
12.4,42.8325925925926,7.0,15.43747447701317,布政-张家潭,17.30995606731903
12.45,43.18355324074074,7.038888888888889,19.203772019788964,布政-张家潭,17.30995606731903
12.5,43.5363425925926,7.069444444444445,14.982592672470824,布政-张家潭,17.30995606731903
12.55,43.88994212962964,7.069444444444445,7.679630529230897,布政-张家潭,17.30995606731903
12.6,44.24412037037037,7.119444444444444,27.9912533629082,布政-张家潭,17.30995606731903
12.65,44.60093750000001,7.149999999999999,15.070989098348532,布政-张家潭,17.30995606731903
12.7,44.95912037037037,7.180555555555556,14.880533445435766,布政-张家潭,17.30995606731903
12.75,45.31827546296297,7.180555555555556,7.344214977595934,布政-张家潭,17.30995606731903
12.8,45.67773148148149,7.213888888888889,14.475322778774427,布政-张家潭,17.30995606731903
12.85,46.03931712962963,7.250000000000001,16.27734539887515,布政-张家潭,17.30995606731903
12.9,46.40300925925926,7.302777777777778,30.04276450096619,布政-张家潭,17.30995606731903
12.95,46.76836805555555,7.302777777777778,6.783914628740678,布政-张家潭,17.30995606731903
13.0,47.13388888888888,7.338888888888889,22.197833554595917,布政-张家潭,17.30995606731903
13.05,47.50162037037037,7.369444444444445,17.97806538590807,布政-张家潭,17.30995606731903
13.1,47.87069444444444,7.391666666666667,13.602664166038707,布政-张家潭,17.30995606731903
13.15,48.24112268518518,7.427777777777778,19.52550390140611,布政-张家潭,17.30995606731903
13.2,48.61287037037036,7.427777777777778,8.007055212133412,布政-张家潭,17.30995606731903
13.25,48.98530092592592,7.477777777777779,29.05232972579213,布政-张家潭,17.30995606731903
13.3,49.36046296296296,7.516666666666667,22.013496940454452,布政-张家潭,17.30995606731903
13.35,49.73715277777777,7.55,18.29489817865242,布政-张家潭,17.30995606731903
13.4,50.11490740740741,7.55,7.408313202328273,布政-张家潭,17.30995606731903
13.45,50.4929861111111,7.577777777777778,16.921482701833018,布政-张家潭,17.30995606731903
13.5,50.87254629629629,7.597222222222223,11.44720699412882,布政-张家潭,17.30995606731903
13.55,51.25318287037037,7.630555555555556,20.322302203979163,布政-张家潭,17.30995606731903
13.6,51.63574074074074,7.672222222222222,27.095166899722546,布政-张家潭,17.30995606731903
13.65,52.01952546296297,7.672222222222222,6.904692307003742,布政-张家潭,17.30995606731903
13.7,52.4036574074074,7.713888888888889,23.260255690027932,布政-张家潭,17.30995606731903
13.75,52.79039351851852,7.755555555555556,26.420907187657093,布政-张家潭,17.30995606731903
13.8,53.17888888888889,7.777777777777779,15.439884908437623,布政-张家潭,17.30995606731903
13.85,53.56787037037036,7.777777777777779,7.976295516934928,布政-张家潭,17.30995606731903
13.9,53.95740740740741,7.822222222222223,27.582656908782013,布政-张家潭,17.30995606731903
13.95,54.34939814814814,7.855555555555556,19.509357873074787,布政-张家潭,17.30995606731903
14.0,54.74305555555556,7.894444444444446,23.946317025462964,布政-张家潭,17.30995606731903
14.05,55.13875000000001,7.933333333333334,25.258750527633268,布政-张家潭,17.30995606731903
14.1,55.53574074074074,7.933333333333334,8.518457685077484,布政-张家潭,17.30995606731903
14.15,55.93304398148149,7.963888888888889,18.262014342173863,布政-张家潭,17.30995606731903
14.2,56.33231481481481,8.005555555555556,28.055579773447068,布政-张家潭,17.30995606731903
14.25,56.73351851851852,8.041666666666666,22.133685434994298,布政-张家潭,17.30995606731903
14.3,57.13587962962964,8.041666666666666,8.515150487344293,布政-张家潭,17.30995606731903
14.35,57.53883101851852,8.083333333333334,27.845136022490543,布政-张家潭,17.30995606731903
14.4,57.94412037037037,8.119444444444445,19.491808219898267,布政-张家潭,17.30995606731903
14.45,58.35087962962962,8.15,18.58373898526696,布政-张家潭,17.30995606731903
14.5,58.75861111111111,8.15,7.751215565552185,布政-张家潭,17.30995606731903
14.55,59.16703703703704,8.194444444444445,28.978509825656772,布政-张家潭,17.30995606731903
14.6,59.57787037037036,8.227777777777778,20.133040846471037,布政-张家潭,17.30995606731903
14.65,59.99020833333333,8.266666666666667,26.965156907773753,布政-张家潭,17.30995606731903
14.7,60.40453703703703,8.305555555555555,27.52606974028408,布政-张家潭,17.30995606731903
14.75,60.81997685185185,8.305555555555555,8.238011162252247,布政-张家潭,17.30995606731903
14.8,61.23555555555556,8.333333333333334,18.401380247992694,布政-张家潭,17.30995606731903
14.85,61.65326388888889,8.377777777777778,29.569855187896188,布政-张家潭,17.30995606731903
14.9,62.07305555555556,8.405555555555557,20.318445655031724,布政-张家潭,17.30995606731903
14.95,62.49344907407406,8.405555555555557,7.922897829064308,布政-张家潭,17.30995606731903
15.0,62.91425925925925,8.444444444444445,26.367808811716053,布政-张家潭,17.30995606731903
15.05,63.3374537037037,8.483333333333334,27.01302773564293,布政-张家潭,17.30995606731903
15.1,63.76254629629629,8.519444444444446,21.7798884256862,布政-张家潭,17.30995606731903
15.15,64.18959490740741,8.563888888888888,30.602131035563694,布政-张家潭,17.30995606731903
15.2,64.61819444444444,8.563888888888888,8.441885236469398,布政-张家潭,17.30995606731903
15.25,65.0471412037037,8.600000000000001,22.879694927347607,布政-张家潭,17.30995606731903
15.3,65.47824074074074,8.63888888888889,27.27217161747045,布政-张家潭,17.30995606731903
15.35,65.9111574074074,8.677777777777777,25.769317884769425,布政-张家潭,17.30995606731903
15.4,66.34537037037038,8.677777777777777,7.527566942230701,布政-张家潭,17.30995606731903
15.45,66.77972222222222,8.700000000000001,16.902302498203095,布政-张家潭,17.30995606731903
15.5,67.21574074074074,8.744444444444445,30.330334183787272,布政-张家潭,17.30995606731903
15.55,67.65395833333334,8.783333333333333,25.95816907504347,布政-张家潭,17.30995606731903
15.6,68.09342592592591,8.783333333333333,9.559288211044274,布政-张家潭,17.30995606731903
15.65,68.5333449074074,8.819444444444445,23.682656273256455,布政-张家潭,17.30995606731903
15.7,68.97541666666666,8.858333333333334,28.103214082457928,布政-张家潭,17.30995606731903
15.75,69.41918981481481,8.891666666666666,21.602461319536506,布政-张家潭,17.30995606731903
15.8,69.86472222222223,8.933333333333334,30.319162536870877,布政-张家潭,17.30995606731903
