站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,116.2,116.2,30.0,146.2,1451.49,1428.0,44.97,65.89,44.95,2325,65.06,1034,65.56,65.81,13295.74,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,150.1,150.1,30.0,180.1,2053.33,2017.0,49.25,66.25,49.23,3003,64.48,1733,65.37,65.93,17286.61,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,110.1,110.1,30.0,140.1,1352.47,1332.0,44.22,67.0,44.2,2203,65.98,914,66.72,66.9,12057.71,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,83.75,83.75,30.0,113.75,840.99,827.0,36.15,71.37,36.13,1676,69.21,150,69.06,71.26,13170.02,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,130.95,130.95,30.0,160.95,1889.33,1860.0,51.94,78.04,51.92,2620,76.13,1146,76.7,77.68,21306.15,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,95.45,95.45,30.0,125.45,1104.16,1086.0,41.64,71.51,41.62,1910,68.78,560,69.23,71.31,12809.56,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,91.75,91.75,30.0,121.75,999.88,984.0,39.23,67.97,39.21,1836,65.01,570,65.28,67.83,10148.36,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,132.1,132.1,30.0,162.1,1839.35,1811.0,50.13,71.79,50.11,2643,70.76,1295,71.3,71.58,17644.41,217.22,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,100.5,100.5,30.0,130.5,1187.48,1155.0,42.54,70.57,42.52,2011,67.61,698,68.09,70.23,14391.32,217.52,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,115.6,115.6,30.0,145.6,1474.82,1452.0,45.93,70.81,45.91,2313,69.84,951,70.58,70.73,18766.9,216.72,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,106.05,106.05,30.0,136.05,1232.83,1214.0,41.85,64.62,41.83,2122,63.85,869,64.48,64.56,12358.97,216.74,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,91.25,91.25,30.0,121.25,972.79,957.0,38.38,64.12,38.36,1826,61.84,587,62.43,63.91,11322.23,216.94,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,133.8,133.8,30.0,163.8,1827.32,1798.0,49.17,79.1,49.15,2677,78.25,826,78.78,78.89,22928.92,216.84,4,1,1,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,105.85,105.85,30.0,135.85,1328.04,1307.0,45.17,77.01,45.15,2118,74.66,471,75.78,76.59,20983.63,216.64,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,90.0,90.0,30.0,120.0,996.23,980.0,39.85,67.7,39.83,1801,66.59,535,67.34,67.61,11359.42,216.64,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,55,54,07/0970954,70954,5012,UP,工作日低峰,0.0,83.95,83.95,30.0,113.95,878.57,865.0,37.68,74.39,37.65,1680,72.55,215,73.82,74.35,15867.37,219.32,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
