section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,46,47,07/0870846,0,2295,mps,45.52,67.38,997,0.92,68.37,68.27,68.09,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,46,47,07/0870846,0,3032,mps,48.78,63.74,1808,0.92,64.95,64.85,64.77,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,46,47,07/0870846,0,2106,mps,46.22,74.85,646,0.92,77.27,77.18,75.31,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,46,47,07/0870846,0,1590,mps,38.05,70.79,302,0.92,72.94,72.83,71.22,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,46,47,07/0870846,0,2680,mps,50.78,72.33,1285,0.92,73.74,73.61,72.83,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,46,47,07/0870846,0,1886,mps,42.15,74.71,433,0.92,78.67,78.55,75.77,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,46,47,07/0870846,0,1794,mps,40.12,71.14,392,0.92,75.78,75.48,72.03,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,46,47,07/0870846,0,2552,mps,51.9,76.93,1111,0.92,78.29,78.07,77.51,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,46,47,07/0870846,0,1940,mps,44.06,77.92,478,0.92,78.87,78.83,78.53,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,46,47,07/0870846,0,2225,mps,47.7,77.28,716,0.92,78.83,78.65,77.76,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,46,47,07/0870846,0,2061,mps,43.08,70.97,681,0.92,72.52,72.3,71.64,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,46,47,07/0870846,0,1814,mps,38.61,63.69,567,0.92,66.61,66.46,64.23,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,46,47,07/0870846,0,2687,mps,48.94,77.89,965,0.92,78.97,78.73,78.54,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,46,47,07/0870846,0,2136,mps,44.75,74.54,466,0.92,76.87,76.5,75.75,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,46,47,07/0870846,0,1785,mps,40.15,77.58,285,0.92,78.77,78.73,78.56,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,46,47,07/0870846,0,1679,mps,37.66,72.09,231,0.92,74.06,74,72.95,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,46,47,07/0870846,1,1545,mps,34.33,67.16,207,0.92,68.73,68.66,68.27,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,46,47,07/0870846,1,2305,mps,49.23,78.11,825,0.92,78.81,78.76,78.68,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,46,47,07/0870846,1,1810,mps,40.18,76.41,197,0.92,78.68,78.65,77.05,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,46,47,07/0870846,1,2809,mps,48.89,66.98,1507,0.92,68.71,68.48,67.34,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
