run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,81.4,82.95,1.230656,0.864958,0.981615,20.577778,18.025657,-2.552121
07/0850712|50712|5012|UP,81.5,82.95,1.331772,0.938592,0.97696,20.637178,18.025657,-2.611521
07/0850714|50714|5012|UP,81.25,82.95,1.296528,0.905721,0.979292,20.572222,18.025657,-2.546565
07/0951902|51902|5012|UP,81.1,82.95,1.30216,0.931402,0.979402,20.580086,18.025657,-2.554429
07/0951904|51904|5012|UP,81.3,82.95,1.328427,0.926158,0.97765,20.627778,18.025657,-2.602121
07/0951912|51912|5012|UP,81.35,82.95,1.470893,1.039295,0.970724,20.588889,18.025657,-2.563232
07/1050304|50304|5012|UP,81.25,82.95,1.276135,0.895401,0.98014,20.555556,18.025657,-2.529899
07/1053002|53002|5012|UP,81.75,82.95,1.217809,0.881154,0.980375,20.450607,18.025657,-2.42495
07/1251004|51004|5012|UP,81.55,82.95,1.377268,0.964763,0.975533,20.575085,18.025657,-2.549428
07/1251012|51012|5012|UP,81.35,82.95,1.327846,0.935662,0.977353,20.613889,18.025657,-2.588232
