trip_no,comparison,section_index,站间区间,区间载重(t),载重来源,全局趟次ID,历史segment,历史来源run_id,归一化区间里程(km),载重里程(t·km),规划OT区间里程(km),历史OT区间里程(km),规划OT区间机械能(kWh),历史OT区间机械能(kWh),规划单位能耗[kWh/(t·km)],历史单位能耗[kWh/(t·km)],区间节能率(%)
6,standard_dp,1,布政-张家潭,215.24,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,274.0,1.42845,307.459578,1.428,1.428,13.42766667,12.64133333,0.0436729496,0.0411154319,-6.220335
6,standard_dp,2,张家潭-同德路,215.24,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,275.0,2.02078,434.952687,2.017,2.017,16.61519444,16.28283333,0.0382000041,0.0374358725,-2.041175
6,standard_dp,3,同德路-石碶,215.24,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,276.0,1.33113,286.512421,1.331,1.331,12.97044444,13.95869444,0.0452700947,0.0487193344,7.079817
6,standard_dp,4,石碶-雅渡,216.44,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,277.0,0.82814,179.242622,0.827,0.827,10.29736111,12.10766667,0.0574492887,0.0675490381,14.951729
6,standard_dp,5,雅渡-庙堰,216.74,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,278.0,1.86047,403.238268,1.86,1.86,21.70661111,20.17191667,0.053830732,0.0500248074,-7.608074
6,standard_dp,6,庙堰-钟公庙,216.74,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,279.0,1.08738,235.678741,1.086,1.086,12.84161111,14.19905556,0.0544877788,0.0602475025,9.560104
6,standard_dp,7,钟公庙-鄞州区政府,217.14,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,280.0,0.98437,213.746102,0.984,0.984,11.04875,13.19486111,0.0516910012,0.0617314702,16.26475
6,standard_dp,8,鄞州区政府-钱湖南路,220.12,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,281.0,1.81171,398.793605,1.811,1.811,15.67483333,17.15530556,0.0393056286,0.0430180056,8.629821
6,standard_dp,9,钱湖南路-南高教园区,220.72,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,282.0,1.16926,258.079067,1.155,1.155,13.93391667,15.15483333,0.0539908828,0.0587216681,8.056286
6,standard_dp,10,南高教园区-下应路,220.9,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,283.0,1.45157,320.651813,1.452,1.4519,17.71694444,19.15033333,0.0552529059,0.0597231407,7.484929
6,standard_dp,11,下应路-大洋江,220.6,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,284.0,1.2138,267.76428,1.214,1.214,12.84377778,12.34238889,0.0479667332,0.0460942322,-4.062333
6,standard_dp,12,大洋江-泗港,220.5,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,285.0,0.959,211.4595,0.958,0.9581,11.14672222,11.67355556,0.0527132724,0.0552046872,4.513049
6,standard_dp,13,泗港-曹隘,222.4,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,286.0,1.79858,400.004192,1.798,1.798,22.97005556,23.90519444,0.0574245371,0.0597623598,3.911865
6,standard_dp,14,曹隘-柳隘,222.2,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,287.0,1.30672,290.353184,1.308,1.308,23.13497222,21.14402778,0.0796787275,0.0728217528,-9.416108
6,standard_dp,15,柳隘-海晏北路,222.9,traceable_standard_plan_MASS,UP006_20240701_171011_R274,5.0,288.0,0.98231,218.956899,0.98,0.98,11.80958333,14.34602778,0.053935653,0.065519871,17.680465
