trip_no,comparison,section_index,站间区间,区间载重(t),载重来源,全局趟次ID,历史segment,历史来源run_id,归一化区间里程(km),载重里程(t·km),规划OT区间里程(km),历史OT区间里程(km),规划OT区间机械能(kWh),历史OT区间机械能(kWh),规划单位能耗[kWh/(t·km)],历史单位能耗[kWh/(t·km)],区间节能率(%)
5,standard_dp,1,布政-张家潭,215.24,traceable_standard_plan_MASS,UP005_20240701_145202_R220,4.0,220.0,1.42865,307.502626,1.428,1.428,13.42766667,13.05486111,0.0436668358,0.0424544703,-2.855684
5,standard_dp,2,张家潭-同德路,215.24,traceable_standard_plan_MASS,UP005_20240701_145202_R220,4.0,221.0,2.02112,435.025869,2.017,2.017,16.87230556,16.30497222,0.0387846029,0.0374804659,-3.479511
5,standard_dp,3,同德路-石碶,215.24,traceable_standard_plan_MASS,UP005_20240701_145202_R220,4.0,222.0,1.33046,286.36821,1.331,1.331,12.97044444,12.33194444,0.0452928921,0.0430632451,-5.17761
5,standard_dp,4,石碶-雅渡,215.54,traceable_standard_plan_MASS,UP005_20240701_145202_R220,4.0,223.0,0.82788,178.441255,0.827,0.827,10.29733333,11.3835,0.0577071335,0.063794104,9.541588
5,standard_dp,5,雅渡-庙堰,215.64,traceable_standard_plan_MASS,UP005_20240701_145202_R220,4.0,224.0,1.86046,401.189594,1.86,1.86,20.80075,20.45597222,0.0518476807,0.0509882921,-1.685463
5,standard_dp,6,庙堰-钟公庙,215.84,traceable_standard_plan_MASS,UP005_20240701_145202_R220,4.0,225.0,1.08762,234.751901,1.086,1.086,12.78075,13.18827778,0.0544436486,0.0561796421,3.090076
5,standard_dp,7,钟公庙-鄞州区政府,215.64,traceable_standard_plan_MASS,UP005_20240701_145202_R220,4.0,226.0,0.98513,212.433433,0.984,0.984,8.40119444,10.34511111,0.0395474211,0.0486981308,18.790679
5,standard_dp,8,鄞州区政府-钱湖南路,215.64,traceable_standard_plan_MASS,UP005_20240701_145202_R220,4.0,227.0,1.81157,390.646955,1.811,1.811,17.16222222,15.49708333,0.0439328197,0.0396703037,-10.744853
5,standard_dp,9,钱湖南路-南高教园区,215.54,traceable_standard_plan_MASS,UP005_20240701_145202_R220,4.0,228.0,1.16893,251.951172,1.155,1.155,13.67044444,13.52841667,0.0542583086,0.053694597,-1.049848
5,standard_dp,10,南高教园区-下应路,215.74,traceable_standard_plan_MASS,UP005_20240701_145202_R220,4.0,229.0,1.45299,313.468063,1.452,1.452,17.33305556,17.08736111,0.0552944865,0.0545106923,-1.437872
