send_order,section,trip_no,run_id_filter,selection_mode,global_trip_id,traceability_segment,traceability_source_run_id,matched_run_id,matched_segment,quality_labels,row_count,method,speed_lookup_kmh,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,speed_margin_kmh,speed_limit_kmh,range_mode,startRouteID,startRouteOffset,endRouteID,endRouteOffset,trainID,otd_xml,warning
1,布政-张家潭,4,,traceability,UP004_20240701_123753_R165,3,165,07/0170103,3,0,2352,cruise-avg,63.85,43.74,63.85,1088,65.65,65.41,64.27,0,63.85,single-route,editSpeed-106-R:STA_1_[106]-STA_2_[110],0,editSpeed-106-R:STA_1_[106]-STA_2_[110],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""63.85"" startRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" startRouteOffset=""0"" endRouteID=""editSpeed-106-R:STA_1_[106]-STA_2_[110]"" endRouteOffset=""999999""/>",
2,张家潭-同德路,4,,traceability,UP004_20240701_123753_R165,3,166,07/0170103,3,0,3009,cruise-avg,63.62,48.36,63.62,1761,65.49,65.21,64.51,0,63.62,single-route,editSpeed-110-R:STA_2_[110]-STA_3_[844],0,editSpeed-110-R:STA_2_[110]-STA_3_[844],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""63.62"" startRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" startRouteOffset=""0"" endRouteID=""editSpeed-110-R:STA_2_[110]-STA_3_[844]"" endRouteOffset=""999999""/>",
3,同德路-石碶,4,,traceability,UP004_20240701_123753_R165,3,167,07/0170103,3,0,2208,cruise-avg,65.23,43.38,65.23,901,66.39,66.24,65.86,0,65.23,single-route,editSpeed-844-R:STA_3_[844]-STA_4_[975],0,editSpeed-844-R:STA_3_[844]-STA_4_[975],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""65.23"" startRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" startRouteOffset=""0"" endRouteID=""editSpeed-844-R:STA_3_[844]-STA_4_[975]"" endRouteOffset=""999999""/>",
4,石碶-雅渡,4,,traceability,UP004_20240701_123753_R165,3,168,07/0170103,3,0,1676,cruise-avg,68.04,35.54,68.04,153,70.18,70.03,67.99,0,68.04,single-route,editSpeed-975-R:STA_4_[975]-STA_5_[1013],0,editSpeed-975-R:STA_4_[975]-STA_5_[1013],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""68.04"" startRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" startRouteOffset=""0"" endRouteID=""editSpeed-975-R:STA_4_[975]-STA_5_[1013]"" endRouteOffset=""999999""/>",
5,雅渡-庙堰,4,,traceability,UP004_20240701_123753_R165,3,169,07/0170103,3,0,2642,cruise-avg,73.74,50.7,73.74,1193,75.39,75.2,74.34,0,73.74,single-route,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],0,editSpeed-1013-R:STA_5_[1013]-STA_6_[1061],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""73.74"" startRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" startRouteOffset=""0"" endRouteID=""editSpeed-1013-R:STA_5_[1013]-STA_6_[1061]"" endRouteOffset=""999999""/>",
6,庙堰-钟公庙,4,,traceability,UP004_20240701_123753_R165,3,170,07/0170103,3,0,1910,cruise-avg,68,40.97,68,557,70.39,70.28,68.55,0,68,single-route,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],0,editSpeed-1061-R:STA_6_[1061]-STA_7_[1099],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""68"" startRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" startRouteOffset=""0"" endRouteID=""editSpeed-1061-R:STA_6_[1061]-STA_7_[1099]"" endRouteOffset=""999999""/>",
7,钟公庙-鄞州区政府,4,,traceability,UP004_20240701_123753_R165,3,171,07/0170103,3,0,1828,cruise-avg,64.43,38.78,64.43,532,67.08,66.84,64.47,0,64.43,single-route,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],0,editSpeed-1099-R:STA_7_[1099]-STA_8_[1146],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""64.43"" startRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" startRouteOffset=""0"" endRouteID=""editSpeed-1099-R:STA_7_[1099]-STA_8_[1146]"" endRouteOffset=""999999""/>",
8,鄞州区政府-钱湖南路,4,,traceability,UP004_20240701_123753_R165,3,172,07/0170103,3,0,2640,cruise-avg,69.82,49.41,69.82,1272,70.74,70.61,70.47,0,69.82,single-route,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],0,editSpeed-1146-R:STA_8_[1146]-STA_9_[1204],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""69.82"" startRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" startRouteOffset=""0"" endRouteID=""editSpeed-1146-R:STA_8_[1146]-STA_9_[1204]"" endRouteOffset=""999999""/>",
9,钱湖南路-南高教园区,4,,traceability,UP004_20240701_123753_R165,3,173,07/0170103,3,0,2009,cruise-avg,66.7,41.89,66.7,700,68.27,67.88,67.23,0,66.7,single-route,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],0,editSpeed-1204-R:STA_9_[1204]-STA_10_[1244],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""66.7"" startRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" startRouteOffset=""0"" endRouteID=""editSpeed-1204-R:STA_9_[1204]-STA_10_[1244]"" endRouteOffset=""999999""/>",
10,南高教园区-下应路,4,,traceability,UP004_20240701_123753_R165,3,174,07/0170103,3,0,2301,cruise-avg,68.94,45.46,68.94,928,69.9,69.79,69.55,0,68.94,single-route,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],0,editSpeed-1244-R:STA_10_[1244]-STA_11_[1306],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""68.94"" startRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" startRouteOffset=""0"" endRouteID=""editSpeed-1244-R:STA_10_[1244]-STA_11_[1306]"" endRouteOffset=""999999""/>",
11,下应路-大洋江,4,,traceability,UP004_20240701_123753_R165,3,175,07/0170103,3,0,2104,cruise-avg,62.88,41.53,62.88,826,63.59,63.53,63.41,0,62.88,single-route,editSpeed-1306-R:STA_11_[1306]-STA_12_[1359],0,editSpeed-1306-R:STA_11_[1306]-STA_12_[1359],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""62.88"" startRouteID=""editSpeed-1306-R:STA_11_[1306]-STA_12_[1359]"" startRouteOffset=""0"" endRouteID=""editSpeed-1306-R:STA_11_[1306]-STA_12_[1359]"" endRouteOffset=""999999""/>",
12,大洋江-泗港,4,,traceability,UP004_20240701_123753_R165,3,176,07/0170103,3,0,1831,cruise-avg,59.44,37.67,59.44,599,61.26,61.06,60.1,0,59.44,single-route,editSpeed-1359-R:STA_12_[1359]-STA_13_[1395],0,editSpeed-1359-R:STA_12_[1359]-STA_13_[1395],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""59.44"" startRouteID=""editSpeed-1359-R:STA_12_[1359]-STA_13_[1395]"" startRouteOffset=""0"" endRouteID=""editSpeed-1359-R:STA_12_[1359]-STA_13_[1395]"" endRouteOffset=""999999""/>",
13,泗港-曹隘,4,,traceability,UP004_20240701_123753_R165,3,177,07/0170103,3,0,2691,cruise-avg,76.97,48.15,76.97,843,77.72,77.58,77.5,0,76.97,single-route,editSpeed-1395-R:STA_13_[1395]-STA_14_[1485],0,editSpeed-1395-R:STA_13_[1395]-STA_14_[1485],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""76.97"" startRouteID=""editSpeed-1395-R:STA_13_[1395]-STA_14_[1485]"" startRouteOffset=""0"" endRouteID=""editSpeed-1395-R:STA_13_[1395]-STA_14_[1485]"" endRouteOffset=""999999""/>",
14,曹隘-柳隘,4,,traceability,UP004_20240701_123753_R165,3,178,07/0170103,3,0,2135,cruise-avg,73.8,44.1,73.8,445,76.09,75.76,74.75,0,73.8,single-route,editSpeed-1485-R:STA_14_[1485]-STA_15_[1566],0,editSpeed-1485-R:STA_14_[1485]-STA_15_[1566],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""73.8"" startRouteID=""editSpeed-1485-R:STA_14_[1485]-STA_15_[1566]"" startRouteOffset=""0"" endRouteID=""editSpeed-1485-R:STA_14_[1485]-STA_15_[1566]"" endRouteOffset=""999999""/>",
15,柳隘-海晏北路,4,,traceability,UP004_20240701_123753_R165,3,179,07/0170103,3,0,1804,cruise-avg,68.86,39.16,68.86,443,72.96,72.56,69.27,0,68.86,single-route,editSpeed-1566-R:STA_15_[1566]-STA_16_[1633],0,editSpeed-1566-R:STA_15_[1566]-STA_16_[1633],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""68.86"" startRouteID=""editSpeed-1566-R:STA_15_[1566]-STA_16_[1633]"" startRouteOffset=""0"" endRouteID=""editSpeed-1566-R:STA_15_[1566]-STA_16_[1633]"" endRouteOffset=""999999""/>",
16,海晏北路-民安东路,4,,traceability,UP004_20240701_123753_R165,3,180,07/0170103,3,0,1668,cruise-avg,71.48,37.37,71.48,215,73.38,73.27,72.68,0,71.48,single-route,editSpeed-1633-R:STA_16_[1633]-STA_17_[1686],0,editSpeed-1633-R:STA_16_[1633]-STA_17_[1686],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""71.48"" startRouteID=""editSpeed-1633-R:STA_16_[1633]-STA_17_[1686]"" startRouteOffset=""0"" endRouteID=""editSpeed-1633-R:STA_16_[1633]-STA_17_[1686]"" endRouteOffset=""999999""/>",
17,民安东路-会展中心,4,,traceability,UP004_20240701_123753_R165,3,181,07/0170103,3,0,1536,cruise-avg,66.53,34.03,66.53,198,68.2,68.13,67.61,0,66.53,single-route,editSpeed-1686-R:STA_17_[1686]-STA_18_[1704],0,editSpeed-1686-R:STA_17_[1686]-STA_18_[1704],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""66.53"" startRouteID=""editSpeed-1686-R:STA_17_[1686]-STA_18_[1704]"" startRouteOffset=""0"" endRouteID=""editSpeed-1686-R:STA_17_[1686]-STA_18_[1704]"" endRouteOffset=""999999""/>",
18,会展中心-院士路,4,,traceability,UP004_20240701_123753_R165,3,182,07/0170103,3,0,2293,cruise-avg,76.98,48.74,76.98,827,77.63,77.53,77.48,0,76.98,single-route,editSpeed-1704-R:STA_18_[1704]-STA_19_[1738],0,editSpeed-1704-R:STA_18_[1704]-STA_19_[1738],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""76.98"" startRouteID=""editSpeed-1704-R:STA_18_[1704]-STA_19_[1738]"" startRouteOffset=""0"" endRouteID=""editSpeed-1704-R:STA_18_[1704]-STA_19_[1738]"" endRouteOffset=""999999""/>",
19,院士路-盎孟港,4,,traceability,UP004_20240701_123753_R165,3,183,07/0170103,3,0,1796,cruise-avg,75.46,39.85,75.46,235,77.54,77.45,76.78,0,75.46,single-route,editSpeed-1738-R:STA_19_[1738]-STA_20_[1798],0,editSpeed-1738-R:STA_19_[1738]-STA_20_[1798],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""75.46"" startRouteID=""editSpeed-1738-R:STA_19_[1738]-STA_20_[1798]"" startRouteOffset=""0"" endRouteID=""editSpeed-1738-R:STA_19_[1738]-STA_20_[1798]"" endRouteOffset=""999999""/>",
20,盎孟港-三官堂,4,,traceability,UP004_20240701_123753_R165,3,184,07/0170103,3,0,2765,cruise-avg,67.09,48.9,67.09,1435,69.02,68.44,67.55,0,67.09,single-route,editSpeed-1798-R:STA_20_[1798]-STA_21_[1838],0,editSpeed-1798-R:STA_20_[1798]-STA_21_[1838],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""67.09"" startRouteID=""editSpeed-1798-R:STA_20_[1798]-STA_21_[1838]"" startRouteOffset=""0"" endRouteID=""editSpeed-1798-R:STA_20_[1798]-STA_21_[1838]"" endRouteOffset=""999999""/>",
21,三官堂-兴庄路,4,,traceability,UP004_20240701_123753_R165,3,185,07/0170103,3,0,2095,cruise-avg,52.19,37.13,52.19,992,52.84,52.74,52.58,0,52.19,single-route,editSpeed-1838-R:STA_21_[1838]-STA_22_[1908],0,editSpeed-1838-R:STA_21_[1838]-STA_22_[1908],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""52.19"" startRouteID=""editSpeed-1838-R:STA_21_[1838]-STA_22_[1908]"" startRouteOffset=""0"" endRouteID=""editSpeed-1838-R:STA_21_[1838]-STA_22_[1908]"" endRouteOffset=""999999""/>",
22,兴庄路-兴海南路,4,,traceability,UP004_20240701_123753_R165,3,186,07/0170103,3,0,1823,cruise-avg,60.99,37.87,60.99,590,63.51,63.23,61.41,0,60.99,single-route,editSpeed-1908-R:STA_22_[1908]-STA_23_[1953],0,editSpeed-1908-R:STA_22_[1908]-STA_23_[1953],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""60.99"" startRouteID=""editSpeed-1908-R:STA_22_[1908]-STA_23_[1953]"" startRouteOffset=""0"" endRouteID=""editSpeed-1908-R:STA_22_[1908]-STA_23_[1953]"" endRouteOffset=""999999""/>",
23,兴海南路-梅堰,4,,traceability,UP004_20240701_123753_R165,3,187,07/0170103,3,0,1629,cruise-avg,71.91,36.85,71.91,257,73.26,73.17,72.67,0,71.91,single-route,editSpeed-1953-R:STA_23_[1953]-STA_24_[1988],0,editSpeed-1953-R:STA_23_[1953]-STA_24_[1988],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""71.91"" startRouteID=""editSpeed-1953-R:STA_23_[1953]-STA_24_[1988]"" startRouteOffset=""0"" endRouteID=""editSpeed-1953-R:STA_23_[1953]-STA_24_[1988]"" endRouteOffset=""999999""/>",
24,梅堰-永茂路,4,,traceability,UP004_20240701_123753_R165,2,188,07/0170102,2,0,6568,cruise-avg,55.96,40.29,55.96,2084,57.13,56.44,56.36,0,55.96,single-route,editSpeed-1988-R:STA_24_[1988]-STA_25_[2180],0,editSpeed-1988-R:STA_24_[1988]-STA_25_[2180],999999,priority_history_trip004,"<setPositionSpeed trainID=""priority_history_trip004"" speed=""55.96"" startRouteID=""editSpeed-1988-R:STA_24_[1988]-STA_25_[2180]"" startRouteOffset=""0"" endRouteID=""editSpeed-1988-R:STA_24_[1988]-STA_25_[2180]"" endRouteOffset=""999999""/>",
