序号,区间,segment,来源run_id,绝对开始时间,绝对结束时间,趟次选择方式,数据读取来源,样本数,运行时间(s),区间里程(km),重量(t),历史真实能耗(kWh),Simu物理机械能耗(kWh),Simu-真实(kWh),相对差异(%)
1,布政-张家潭,61,3332,2024-07-15 08:16:35,2024-07-15 08:18:30,traceability-cache+mass,cache+mass,2291,114.5,1.4282955555555579,215.34,15.91784890934028,16.10020564401193,0.18235673467164998,1.145611669706493
2,张家潭-同德路,61,3333,2024-07-15 08:18:59,2024-07-15 08:21:29,traceability-cache+mass,cache+mass,2998,149.85,2.021050555555552,215.64,18.12696887075,17.084173045824436,-1.042795824925568,-5.752731371477346
3,同德路-石碶,61,3334,2024-07-15 08:21:58,2024-07-15 08:23:44,traceability-cache+mass,cache+mass,2110,105.45,1.3323531944444469,217.72,15.32421704611111,15.070980254111545,-0.2532367919995668,-1.652526789705264
4,石碶-雅渡,61,3335,2024-07-15 08:24:19,2024-07-15 08:25:41,traceability-cache+mass,cache+mass,1630,81.45,0.8274379166666676,224.8,12.3503759079375,13.089668583171125,0.7392926752336243,5.985993306960689
5,雅渡-庙堰,61,3336,2024-07-15 08:26:11,2024-07-15 08:28:21,traceability-cache+mass,cache+mass,2588,129.35,1.8610563888888871,227.9,22.873462392416666,22.032376314601212,-0.8410860778154529,-3.677126197100364
6,庙堰-钟公庙,61,3337,2024-07-15 08:28:50,2024-07-15 08:30:25,traceability-cache+mass,cache+mass,1892,94.55,1.0874974999999991,229.5,16.64191587720139,16.69390921738177,0.05199334018037916,0.3124240055293603
7,钟公庙-鄞州区政府,61,3338,2024-07-15 08:30:55,2024-07-15 08:32:23,traceability-cache+mass,cache+mass,1776,88.75,0.9846904166666682,231.1,14.394528176499998,14.844607841591035,0.4500796650910361,3.1267413531887787
8,鄞州区政府-钱湖南路,61,3339,2024-07-15 08:33:03,2024-07-15 08:35:11,traceability-cache+mass,cache+mass,2555,127.7,1.812449166666666,224.5,19.913387850298612,18.55133489107948,-1.3620529592191306,-6.839885656115044
9,钱湖南路-南高教园区,61,3340,2024-07-15 08:35:41,2024-07-15 08:37:18,traceability-cache+mass,cache+mass,1939,96.9,1.1694722222222231,223.6,16.425830278722223,16.441481036973325,0.015650758251100343,0.09528138295312902
10,南高教园区-下应路,61,3341,2024-07-15 08:37:53,2024-07-15 08:39:43,traceability-cache+mass,cache+mass,2211,110.5,1.4525187499999979,225.1,21.64287962542361,20.288314797305222,-1.3545648281183895,-6.258708875907621
11,下应路-大洋江,61,3342,2024-07-15 08:40:14,2024-07-15 08:41:55,traceability-cache+mass,cache+mass,2034,101.65,1.213853194444445,226.59,14.145742796541667,13.94101554248412,-0.20472725405754683,-1.4472711472429591
12,大洋江-泗港,61,3343,2024-07-15 08:42:24,2024-07-15 08:43:53,traceability-cache+mass,cache+mass,1794,89.65,0.9588494444444423,225.4,12.3338747513125,12.555095352988998,0.2212206016764976,1.7936018172469002
13,泗港-曹隘,61,3344,2024-07-15 08:44:23,2024-07-15 08:46:38,traceability-cache+mass,cache+mass,2699,134.9,1.799492222222224,224.8,23.33334210730556,23.705276637545804,0.37193453024024714,1.5940045302117103
14,曹隘-柳隘,61,3345,2024-07-15 08:47:09,2024-07-15 08:48:56,traceability-cache+mass,cache+mass,2137,106.8,1.307844444444447,228.3,22.06570782207639,22.957830210064714,0.8921223879883219,4.043026379130097
15,柳隘-海晏北路,61,3346,2024-07-15 08:49:26,2024-07-15 08:50:55,traceability-cache+mass,cache+mass,1781,89.0,0.98116888888889,229.5,15.110702126395834,15.528800182349395,0.4180980559535601,2.766900256892853
16,海晏北路-民安东路,61,3347,2024-07-15 08:51:44,2024-07-15 08:53:07,traceability-cache+mass,cache+mass,1675,83.7,0.8655188888888872,231.7,16.50807286534722,16.905410266807095,0.39733740145987395,2.4069278388874893
17,民安东路-会展中心,60,3348,2024-07-15 08:53:39,2024-07-15 08:54:55,traceability-cache+mass,cache+mass,1531,76.5,0.7259526388888894,222.83,12.839792905048611,13.286032398742972,0.4462394936943601,3.4754415199243485
18,会展中心-院士路,60,3349,2024-07-15 08:55:25,2024-07-15 08:57:20,traceability-cache+mass,cache+mass,2300,114.95,1.552133055555556,219.42,14.968503305305553,15.242089841463534,0.27358653615797995,1.827748109331731
19,院士路-盎孟港,60,3350,2024-07-15 08:57:49,2024-07-15 08:59:20,traceability-cache+mass,cache+mass,1810,90.45,0.9943163888888876,217.42,18.705792334048613,18.776611371979794,0.07081903793118181,0.37859416306186483
20,盎孟港-三官堂,60,3351,2024-07-15 08:59:49,2024-07-15 09:02:01,traceability-cache+mass,cache+mass,2631,131.5,1.878345555555557,216.14,19.12867716486111,17.942505652437227,-1.1861715124238836,-6.201011717646896
21,三官堂-兴庄路,60,3352,2024-07-15 09:02:30,2024-07-15 09:04:09,traceability-cache+mass,cache+mass,1980,98.95,1.080618750000003,215.64,12.221467651229169,12.256236987374525,0.03476933614535665,0.2844939506251505
22,兴庄路-兴海南路,60,3353,2024-07-15 09:04:40,2024-07-15 09:06:08,traceability-cache+mass,cache+mass,1764,88.15,0.9588755555555564,215.44,14.574294775381942,14.74864534685661,0.17435057147466795,1.1962882195107711
23,兴海南路-梅堰,60,3354,2024-07-15 09:06:37,2024-07-15 09:07:58,traceability-cache+mass,cache+mass,1628,81.35,0.8341040277777775,215.44,12.925196212222222,13.737434322276775,0.8122381100545536,6.284145298208251
24,梅堰-永茂路,48,3355,2024-07-15 09:08:28,2024-07-15 09:13:41,traceability-cache+mass,cache+mass,6255,312.7,3.678435277777793,215.44,30.484370836472223,29.539227832470786,-0.9451430040014347,-3.1004182735851096
25,永茂路-镇海大道,60,3356,2024-07-15 09:14:09,2024-07-15 09:16:31,traceability-cache+mass,cache+mass,2856,142.75,2.1329018055555538,215.34,17.88234054821528,17.445257039477344,-0.4370835087379346,-2.444218683563529
26,镇海大道-骆驼桥,60,3357,2024-07-15 09:16:58,2024-07-15 09:18:56,traceability-cache+mass,cache+mass,2355,117.7,1.597928055555553,215.44,19.617269405458334,18.233108444932324,-1.3841609605260092,-7.055828881775353
