run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,86.45,87.0,1.24282,0.878619,0.979172,21.90014,19.991181,-1.908959
07/0850712|50712|5012|UP,86.75,87.0,1.265067,0.889474,0.977541,21.874444,19.991181,-1.883263
07/0850714|50714|5012|UP,86.45,87.0,1.238325,0.881716,0.979298,21.879866,19.991181,-1.888685
07/0951902|51902|5012|UP,86.4,87.0,1.28592,0.909973,0.97713,21.932856,19.991181,-1.941674
07/0951904|51904|5012|UP,86.5,87.0,1.250833,0.885822,0.979123,21.917726,19.991181,-1.926545
07/0951912|51912|5012|UP,86.15,87.0,1.230518,0.88353,0.980078,21.92696,19.991181,-1.935779
07/1050304|50304|5012|UP,86.45,87.0,1.253341,0.886984,0.978432,21.874968,19.991181,-1.883786
07/1053002|53002|5012|UP,86.45,87.0,1.155967,0.830393,0.981551,21.783715,19.991181,-1.792534
07/1251004|51004|5012|UP,86.0,87.0,1.160773,0.843124,0.983932,21.9,19.991181,-1.908819
07/1251012|51012|5012|UP,86.25,87.0,1.166306,0.83837,0.982609,21.897187,19.991181,-1.906006
