站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,118.95,118.95,30.0,148.95,1428.57,1428.0,43.24,63.79,43.22,2380,62.56,1123,62.83,63.52,14175.86,215.24,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,149.3,149.3,30.0,179.3,2020.62,2017.0,48.72,65.03,48.71,2987,64.13,1732,64.84,64.92,17501.4,215.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,111.4,111.4,30.0,141.4,1330.66,1332.0,43.0,67.24,42.98,2229,66.41,892,66.74,67.11,13742.63,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,81.4,81.4,30.0,111.4,827.21,827.0,36.58,74.49,36.56,1629,72.52,164,73.13,74.41,12973.07,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,131.35,131.35,30.0,161.35,1859.89,1860.0,50.98,76.42,50.96,2628,75.01,1170,75.47,76.14,21666.81,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,96.15,96.15,30.0,126.15,1087.22,1086.0,40.71,69.78,40.69,1924,67.8,581,68.13,69.61,13820.86,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,89.5,89.5,30.0,119.5,984.43,984.0,39.6,74.7,39.57,1791,70.37,332,71.08,74.41,12963.92,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,131.95,131.95,30.0,161.95,1812.25,1811.0,49.44,71.28,49.43,2640,70.66,1255,71.15,71.22,16333.63,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,98.7,98.7,30.0,128.7,1168.9,1155.0,42.63,71.54,42.61,1975,70.84,601,71.33,71.43,14333.68,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,113.6,113.6,30.0,143.6,1452.11,1452.0,46.02,72.86,46.0,2273,72.11,856,72.66,72.8,19853.07,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,106.1,106.1,30.0,136.1,1214.13,1214.0,41.2,65.43,41.18,2123,64.68,791,65.03,65.4,12766.4,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,91.7,91.7,30.0,121.7,958.53,957.0,37.63,62.69,37.61,1835,60.7,623,61.31,62.5,11751.15,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,135.4,135.4,30.0,165.4,1799.09,1798.0,47.83,77.41,47.82,2709,76.56,859,77.11,77.19,22978.37,215.54,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,107.2,107.2,30.0,137.2,1307.89,1307.0,43.92,75.72,43.9,2145,73.33,460,74.28,75.45,20763.77,215.54,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,40,39,07/0670639,70639,5014,UP,双休日低峰,0.0,89.4,89.4,30.0,119.4,981.22,980.0,39.51,75.47,39.49,1789,72.72,355,72.94,75.35,13995.44,215.74,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
