section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,11,12,07/0270211,0,2327,mps,44.18,63.93,1044,0.92,64.97,64.83,64.44,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,11,12,07/0270211,0,3031,mps,48.03,62.73,1806,0.92,64.18,63.92,63.77,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,11,12,07/0270211,0,2220,mps,43.15,63.35,980,0.92,64.18,64.13,64.07,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,11,12,07/0270211,0,1626,mps,36.62,70.21,250,0.92,72.15,72.02,70.7,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,11,12,07/0270211,0,2656,mps,50.47,72.64,1179,0.92,74.13,73.9,73.1,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,11,12,07/0270211,0,1935,mps,40.46,65.62,628,0.92,69.09,68.75,65.92,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,11,12,07/0270211,0,1814,mps,39.08,66.52,516,0.92,67.51,67.44,67.1,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,11,12,07/0270211,0,2634,mps,49.56,70.67,1258,0.92,71.68,71.52,71.4,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,11,12,07/0270211,0,2000,mps,42.08,66.79,670,0.92,69.07,68.76,67.19,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,11,12,07/0270211,0,2275,mps,45.96,70.6,892,0.92,71.57,71.44,71.29,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,11,12,07/0270211,0,2107,mps,41.52,63.03,837,0.92,63.82,63.76,63.61,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
