站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,12,11,07/0270211,70211,5014,UP,工作日平峰,0.0,116.3,116.3,30.0,146.3,1427.98,1428.0,44.2,64.97,44.18,2327,63.93,1044,64.44,64.83,12741.01,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,12,11,07/0270211,70211,5014,UP,工作日平峰,0.0,151.5,151.5,30.0,181.5,2022.12,2017.0,48.05,64.18,48.03,3031,62.73,1806,63.77,63.92,17587.78,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,12,11,07/0270211,70211,5014,UP,工作日平峰,0.0,110.95,110.95,30.0,140.95,1330.44,1332.0,43.17,64.18,43.15,2220,63.35,980,64.07,64.13,11959.92,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,12,11,07/0270211,70211,5014,UP,工作日平峰,0.0,81.25,81.25,30.0,111.25,826.96,827.0,36.64,72.15,36.62,1626,70.21,250,70.7,72.02,11841.74,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,12,11,07/0270211,70211,5014,UP,工作日平峰,0.0,132.75,132.75,30.0,162.75,1861.77,1860.0,50.49,74.13,50.47,2656,72.64,1179,73.1,73.9,20254.03,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,12,11,07/0270211,70211,5014,UP,工作日平峰,0.0,96.7,96.7,30.0,126.7,1087.27,1086.0,40.48,69.09,40.46,1935,65.62,628,65.92,68.75,13489.83,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,12,11,07/0270211,70211,5014,UP,工作日平峰,0.0,90.65,90.65,30.0,120.65,984.68,984.0,39.1,67.51,39.08,1814,66.52,516,67.1,67.44,10015.27,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,12,11,07/0270211,70211,5014,UP,工作日平峰,0.0,131.65,131.65,30.0,161.65,1813.16,1811.0,49.58,71.68,49.56,2634,70.67,1258,71.4,71.52,16319.98,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,12,11,07/0270211,70211,5014,UP,工作日平峰,0.0,99.95,99.95,30.0,129.95,1168.86,1155.0,42.1,69.07,42.08,2000,66.79,670,67.19,68.76,13765.64,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,12,11,07/0270211,70211,5014,UP,工作日平峰,0.0,113.7,113.7,30.0,143.7,1452.12,1452.0,45.98,71.57,45.96,2275,70.6,892,71.29,71.44,19336.95,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,12,11,07/0270211,70211,5014,UP,工作日平峰,0.0,105.3,105.3,30.0,135.3,1214.95,1214.0,41.54,63.82,41.52,2107,63.03,837,63.61,63.76,11500.42,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,12,11,07/0270211,70211,5014,UP,工作日平峰,0.0,92.3,92.3,30.0,122.3,958.19,957.0,37.37,61.58,37.35,1847,59.51,617,60.32,61.34,10862.25,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,12,11,07/0270211,70211,5014,UP,工作日平峰,0.0,134.7,134.7,30.0,164.7,1798.85,1798.0,48.08,77.74,48.06,2695,77.04,831,77.58,77.63,23679.39,215.64,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
