站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,29.0,29.0,0.0,117.8,12947.95,14472.39,14671.24,历史原始实测能耗,1524.44,real,class3,class3,80,80,strong,energy_first,215.24,UP057_20240710_070757_R3070,56.0,3070.0
张家潭-同德路,class1,141.0,29.0,29.0,0.0,150.6,18365.43,18074.36,17864.2,历史原始实测能耗,-291.07,extrapolated_adjacent,class2,class2,0,8,generated,energy_first,215.34,UP057_20240710_070757_R3070,56.0,3071.0
同德路-石碶,class3,109.0,35.0,35.0,0.0,105.6,12898.41,14443.45,14453.92,历史原始实测能耗,1545.04,real,class3,class3,60,60,strong,energy_first,215.34,UP057_20240710_070757_R3070,56.0,3072.0
石碶-雅渡,class2,80.0,30.0,30.0,0.0,78.45,11137.34,12328.16,12087.6,历史原始实测能耗,1190.82,real,class2,class2,38,38,strong,energy_first,216.04,UP057_20240710_070757_R3070,56.0,3073.0
雅渡-庙堰,class2,129.0,29.0,29.0,0.0,131.85,20824.45,20681.87,20663.4,历史原始实测能耗,-142.58,real,class2,class2,32,32,strong,energy_first,216.94,UP057_20240710_070757_R3070,56.0,3074.0
庙堰-钟公庙,class3,96.0,31.0,31.0,0.0,94.6,12878.83,16227.42,16257.31,历史原始实测能耗,3348.59,real,class3,class3,84,84,strong,energy_first,217.72,UP057_20240710_070757_R3070,56.0,3075.0
钟公庙-鄞州区政府,class3,90.0,39.0,39.0,0.0,89.1,10305.61,13289.75,13147.54,历史原始实测能耗,2984.14,real,class3,class3,108,108,strong,energy_first,219.4,UP057_20240710_070757_R3070,56.0,3076.0
鄞州区政府-钱湖南路,class2,128.0,29.0,29.0,0.0,128.95,19266.53,19537.25,19741.52,历史原始实测能耗,270.72,real,class2,class2,45,45,strong,energy_first,221.8,UP057_20240710_070757_R3070,56.0,3077.0
钱湖南路-南高教园区,class3,100.0,34.0,34.0,0.0,96.6,14647.82,16330.32,17138.69,历史原始实测能耗,1682.5,real,class3,class3,63,63,strong,energy_first,222.5,UP057_20240710_070757_R3070,56.0,3078.0
南高教园区-下应路,class2,110.0,30.0,30.0,0.0,110.65,22290.94,20472.25,21341.92,历史原始实测能耗,-1818.69,real,class2,class2,44,44,strong,energy_first,222.9,UP057_20240710_070757_R3070,56.0,3079.0
下应路-大洋江,class2,101.0,29.0,29.0,0.0,101.2,13853.2,14456.66,14428.99,历史原始实测能耗,603.46,real,class2,class2,41,41,strong,energy_first,223.5,UP057_20240710_070757_R3070,56.0,3080.0
大洋江-泗港,class3,92.0,29.0,29.0,0.0,91.95,11010.23,12498.07,12441.53,历史原始实测能耗,1487.84,real,class3,class3,99,99,strong,energy_first,223.2,UP057_20240710_070757_R3070,56.0,3081.0
泗港-曹隘,class4,137.0,30.0,30.0,0.0,134.75,25166.38,23567.49,24931.33,历史原始实测能耗,-1598.89,real,class4,class4,82,82,strong,energy_first,222.9,UP057_20240710_070757_R3070,56.0,3082.0
曹隘-柳隘,class4,113.0,29.0,29.0,0.0,106.55,12866.42,21792.05,18195.49,历史原始实测能耗,8925.63,real,class4,class4,1,1,weak,energy_first,224.6,UP057_20240710_070757_R3070,56.0,3083.0
