站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
大洋江-泗港,class3,92.0,29.01,29.0,0.01,91.2,10764.14,11631.5,11372.44,历史原始实测能耗,867.36,real,class3,class3,99,99,strong,real_only,216.14,UP003_20240701_102344_R111,2.0,122.0
泗港-曹隘,class4,137.0,31.01,31.0,0.01,135.05,22963.08,23419.64,23235.89,历史原始实测能耗,456.56,real,class4,class4,82,82,strong,real_only,215.94,UP003_20240701_102344_R111,2.0,123.0
曹隘-柳隘,class4,113.0,29.01,29.0,0.01,106.15,15966.43,20883.83,20729.08,历史原始实测能耗,4917.4,real,class4,class4,1,1,weak,real_only,215.84,UP003_20240701_102344_R111,2.0,124.0
柳隘-海晏北路,class3,92.0,45.02,45.0,0.02,91.65,11476.12,12154.23,12171.46,历史原始实测能耗,678.11,real,class3,class3,35,35,strong,real_only,215.84,UP003_20240701_102344_R111,2.0,125.0
海晏北路-民安东路,class3,85.0,30.01,30.0,0.01,83.95,14780.46,15644.04,15403.19,历史原始实测能耗,863.58,real,class3,class3,41,41,strong,real_only,216.94,UP003_20240701_102344_R111,2.0,126.0
民安东路-会展中心,class3,79.0,30.01,30.0,0.01,76.6,11650.32,12320.41,12249.25,历史原始实测能耗,670.09,real,class3,class3,8,8,strong,real_only,216.94,UP003_20240701_102344_R111,2.0,127.0
会展中心-院士路,class3,115.0,30.01,30.0,0.01,114.4,14971.59,14944.44,14761.59,历史原始实测能耗,-27.15,real,class3,class3,104,104,strong,real_only,216.84,UP003_20240701_102344_R111,2.0,128.0
院士路-盎孟港,class3,91.0,29.01,29.0,0.01,90.8,17804.33,19846.03,19714.68,历史原始实测能耗,2041.7,real,class3,class3,99,99,strong,real_only,216.04,UP003_20240701_102344_R111,2.0,129.0
盎孟港-三官堂,class2,132.0,35.01,35.0,0.01,137.5,17553.54,16758.3,16383.7,历史原始实测能耗,-795.24,real,class2,class2,52,52,strong,real_only,215.84,UP003_20240701_102344_R111,2.0,130.0
三官堂-兴庄路,class2,99.0,31.01,31.0,0.01,103.75,11531.84,10404.0,10283.95,历史原始实测能耗,-1127.84,real,class2,class2,46,46,strong,real_only,215.64,UP003_20240701_102344_R111,2.0,131.0
兴庄路-兴海南路,class2,87.0,31.01,31.0,0.01,92.2,15846.08,11002.42,10881.38,历史原始实测能耗,-4843.66,real,class2,class2,30,30,strong,real_only,215.54,UP003_20240701_102344_R111,2.0,132.0
兴海南路-梅堰,class3,82.0,36.01,36.0,0.01,80.85,11301.49,12168.13,12156.45,历史原始实测能耗,866.64,real,class3,class3,73,73,strong,real_only,215.34,UP003_20240701_102344_R111,2.0,133.0
梅堰-永茂路,class4,329.0,28.01,28.0,0.01,327.95,26342.65,25988.42,,历史原始实测能耗,-354.23,real,class4,class4,26,26,strong,real_only,215.24,UP003_20240701_102344_R111,1.0,134.0
永茂路-镇海大道,class2,141.0,28.01,28.0,0.01,141.6,17124.26,17812.63,17501.31,历史原始实测能耗,688.37,real,class2,class2,59,59,strong,real_only,215.34,UP003_20240701_102344_R111,2.0,135.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,116.9,20018.84,20304.84,19930.85,历史原始实测能耗,286.0,real,class2,class2,101,101,strong,real_only,215.24,UP003_20240701_102344_R111,2.0,136.0
--- 总计 ---,节能率: 3.87%,3024.1,786.3,786.0,0.3,3810.4,392881.97,408712.45,377163.31,历史原始实测能耗,15830.48,,,,,,,real_only,,,,
