run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850706|50706|5012|UP,131.0,1839.338,215.74,2621
07/0850708|50708|5012|UP,130.25,1839.0174,215.64,2606
07/0850710|50710|5012|UP,130.15,1839.3169,215.54,2604
07/0951906|51906|5012|UP,130.0,1839.606,215.94,2601
07/0951908|51908|5012|UP,130.15,1840.0363,215.94,2604
07/0951910|51910|5012|UP,129.15,1839.7303,215.54,2584
07/0951914|51914|5012|UP,130.2,1839.3616,217.22,2605
07/1053004|53004|5012|UP,129.5,1840.1675,215.64,2591
07/1250510|50510|5012|UP,129.1,1839.883,216.24,2583
07/1251002|51002|5012|UP,124.6,1839.7854,216.04,2493
07/1251006|51006|5012|UP,129.05,1839.6652,215.94,2582
07/1251008|51008|5012|UP,129.05,1840.1086,216.14,2582
07/1251014|51014|5012|UP,129.1,1839.4763,216.04,2583
