run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,128.6,132.05,0.953627,0.810078,0.997213,21.702237,20.434437,-1.267799
07/0850712|50712|5012|UP,128.65,132.05,1.067752,0.93434,0.993482,21.701003,20.434437,-1.266565
07/0850714|50714|5012|UP,128.85,132.05,1.074026,0.939238,0.993529,21.705556,20.434437,-1.271118
07/0951902|51902|5012|UP,128.5,132.05,1.05121,0.926285,0.993538,21.741667,20.434437,-1.307229
07/0951904|51904|5012|UP,128.45,132.05,1.107186,0.965908,0.99305,21.730556,20.434437,-1.296118
07/0951912|51912|5012|UP,128.5,132.05,1.12512,0.987888,0.993329,21.751586,20.434437,-1.317148
07/1050304|50304|5012|UP,128.55,132.05,1.036839,0.910116,0.99567,21.689593,20.434437,-1.255155
07/1053002|53002|5012|UP,128.75,132.05,1.05172,0.920693,0.994117,21.633333,20.434437,-1.198896
07/1251004|51004|5012|UP,128.5,132.05,1.047823,0.916587,0.994146,21.729962,20.434437,-1.295524
07/1251012|51012|5012|UP,128.45,132.05,1.116241,0.974718,0.99322,21.725,20.434437,-1.290563
