class,curve_source,parent_ref,supporting_refs,real_sample_count,sample_reliability,template_source,template_run_id,template_distance_to_median_rmse_mps,center_time_median_s,time_s,samples,peak_v_kmh
class2,real,class2,class2,44,strong,medoid_real_run,07/0170105|70105|5014|UP,0.093155,97.05,97.05,44,77.66
class3,real,class3,class3,63,strong,medoid_real_run,07/0270209|70209|5014|UP,0.101962,100.6,100.6,63,69.08
