run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,139.85,141.0,0.319933,0.264604,0.999523,21.841446,21.638759,-0.202686
07/0850712|50712|5012|UP,139.85,141.0,0.322679,0.269151,0.999529,21.852778,21.638759,-0.214018
07/0850714|50714|5012|UP,139.75,141.0,0.326452,0.277807,0.999537,21.859367,21.638759,-0.220607
07/0951902|51902|5012|UP,139.35,141.0,0.375566,0.326186,0.999093,21.885735,21.638759,-0.246976
07/0951904|51904|5012|UP,139.7,141.0,0.359003,0.293549,0.999455,21.894678,21.638759,-0.255919
07/0951912|51912|5012|UP,139.65,141.0,0.364197,0.309458,0.999371,21.891667,21.638759,-0.252907
07/1050304|50304|5012|UP,139.7,141.0,0.346674,0.297647,0.999153,21.862515,21.638759,-0.223756
07/1053002|53002|5012|UP,140.3,141.0,0.290999,0.247141,0.999145,21.776914,21.638759,-0.138155
07/1251004|51004|5012|UP,139.55,141.0,0.333853,0.277697,0.999539,21.869444,21.638759,-0.230685
07/1251012|51012|5012|UP,139.6,141.0,0.36564,0.31705,0.999052,21.861111,21.638759,-0.222352
