站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,68,67,07/1671667,71667,5014,UP,工作日平峰,0.0,116.15,116.15,30.0,146.15,1428.43,1428.0,44.27,65.21,44.25,2324,63.84,1062,64.15,65.02,13353.89,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,68,67,07/1671667,71667,5014,UP,工作日平峰,0.0,151.95,151.95,30.0,181.95,2020.41,2017.0,47.87,63.66,47.85,3040,62.64,1805,63.34,63.46,17726.81,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,68,67,07/1671667,71667,5014,UP,工作日平峰,0.0,110.75,110.75,30.0,140.75,1331.85,1332.0,43.29,67.5,43.27,2216,66.52,890,66.8,67.3,13746.93,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,68,67,07/1671667,71667,5014,UP,工作日平峰,0.0,82.35,82.35,30.0,112.35,827.1,827.0,36.16,71.64,36.14,1648,70.0,241,70.75,71.56,11702.42,216.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,68,67,07/1671667,71667,5014,UP,工作日平峰,0.0,132.1,132.1,30.0,162.1,1860.91,1860.0,50.71,75.04,50.69,2643,73.88,1192,74.34,74.9,20853.68,216.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,68,67,07/1671667,71667,5014,UP,工作日平峰,0.0,95.7,95.7,30.0,125.7,1088.41,1086.0,40.94,70.07,40.92,1915,68.1,566,68.37,69.88,13598.73,216.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,68,67,07/1671667,71667,5014,UP,工作日平峰,0.0,91.3,91.3,30.0,121.3,985.12,984.0,38.84,67.19,38.82,1827,66.35,509,67.05,67.14,10046.28,216.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,68,67,07/1671667,71667,5014,UP,工作日平峰,0.0,131.5,131.5,30.0,161.5,1812.49,1811.0,49.62,72.63,49.6,2631,71.76,1219,72.25,72.42,16682.17,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,68,67,07/1671667,71667,5014,UP,工作日平峰,0.0,100.25,100.25,30.0,130.25,1170.1,1155.0,42.02,69.33,42.0,2006,68.57,641,69.11,69.24,13603.88,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,68,67,07/1671667,71667,5014,UP,工作日平峰,0.0,114.2,114.2,30.0,144.2,1452.41,1452.0,45.79,71.21,45.77,2285,70.28,886,70.94,71.08,17925.44,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
