站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,117.35,117.35,30.0,147.35,1428.65,1428.0,43.83,65.36,43.81,2348,63.88,1087,64.31,65.21,14300.66,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,149.85,149.85,30.0,179.85,2020.41,2017.0,48.54,65.36,48.52,2998,63.62,1712,64.45,65.12,17329.75,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,110.05,110.05,30.0,140.05,1330.56,1332.0,43.53,66.16,43.51,2202,65.21,905,65.63,66.06,12823.39,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,81.85,81.85,30.0,111.85,828.06,827.0,36.42,71.92,36.4,1638,70.15,252,70.72,71.83,12061.69,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,132.85,132.85,30.0,162.85,1860.68,1860.0,50.42,74.11,50.4,2658,72.44,1231,73.0,73.82,20417.77,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,96.2,96.2,30.0,126.2,1087.23,1086.0,40.69,70.18,40.67,1925,67.89,584,68.22,70.04,13826.52,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,89.95,89.95,30.0,119.95,985.37,984.0,39.44,68.72,39.41,1800,66.94,488,67.44,68.55,10676.35,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,131.55,131.55,30.0,161.55,1812.16,1811.0,49.59,71.88,49.57,2632,70.89,1266,71.51,71.74,17828.47,216.24,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,100.35,100.35,30.0,130.35,1169.0,1155.0,41.94,69.07,41.92,2008,66.74,674,67.15,68.68,13795.14,216.44,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,115.6,115.6,30.0,145.6,1452.95,1452.0,45.25,69.4,45.23,2313,67.65,937,68.15,68.98,17835.63,215.74,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,106.3,106.3,30.0,136.3,1213.87,1214.0,41.11,62.23,41.09,2127,61.49,885,62.05,62.18,10866.39,215.74,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,92.3,92.3,30.0,122.3,958.21,957.0,37.37,60.78,37.35,1847,59.1,627,59.62,60.59,10873.25,215.54,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,134.6,134.6,30.0,164.6,1799.72,1798.0,48.14,77.68,48.12,2693,76.95,839,77.49,77.55,23543.56,215.84,4,1,1,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,106.45,106.45,30.0,136.45,1307.6,1307.0,44.22,76.06,44.2,2130,73.77,447,74.7,75.69,20908.73,215.94,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,90.05,90.05,30.0,120.05,981.13,980.0,39.22,66.92,39.2,1802,65.94,524,66.71,66.84,11155.0,215.74,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,22,21,07/0370321,70321,5014,UP,工作日低峰,0.0,83.4,83.4,30.0,113.4,865.93,865.0,37.38,73.41,37.36,1669,71.47,213,72.71,73.31,15660.71,216.64,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
