station_pair,v_peak_opt(m/s),t_arrival_opt(s),E_opt(Wh),params
布政-张家潭,16.192097222849004,120.217931168822,,"L=1450.0, V_UPPER=22.22, V_MID=12.5, A1=0.55, A2=0.8, A_DEC=-0.5, MASS=215.24, REACH_TOL=0.5, WINDOW=[107.0,127.0]"
