t_arrival,v_peak_opt,E_wh
107.0,21.79416181876985,14936.845703125
107.05,21.76539883857726,14946.0234375
107.1,21.742169778250624,14924.337890625
107.14999999999999,21.67929591320925,14898.076171875
107.19999999999999,21.66378830405928,14880.443359375
107.24999999999999,21.61848301313268,14861.193359375
107.29999999999998,21.571715881057568,14840.7802734375
107.34999999999998,21.546092467123156,14818.1630859375
107.39999999999998,21.518264327596267,14823.900390625
107.44999999999997,21.488290783547143,14803.30859375
107.49999999999997,21.455930789058137,14778.265625
107.54999999999997,21.42143346941664,14761.2646484375
107.59999999999997,21.385185763865575,14734.0546875
107.64999999999996,21.347739689089693,14715.93359375
107.69999999999996,21.309896210049974,14688.1279296875
107.74999999999996,21.272226104986103,14669.2490234375
107.79999999999995,21.24342417262148,14676.703125
107.84999999999995,21.216405541775497,14648.4208984375
107.89999999999995,21.170909199803887,14628.2822265625
107.94999999999995,21.138830037308498,14603.599609375
107.99999999999994,21.106422543456393,14574.4189453125
108.04999999999994,21.07373627496959,14560.7783203125
108.09999999999994,21.040905272371237,14564.2705078125
108.14999999999993,21.021849993186144,14545.099609375
108.19999999999993,20.985722322608353,14517.2490234375
108.24999999999993,20.948237838885063,14497.7109375
108.29999999999993,20.91418034760915,14471.4228515625
108.34999999999992,20.886266783036977,14478.767578125
108.39999999999992,20.853712925873356,14449.9951171875
108.44999999999992,20.82821780620204,14426.412109375
108.49999999999991,20.7977076331865,14412.751953125
108.54999999999991,20.767258433881914,14419.666015625
108.59999999999991,20.73656367076661,14393.1630859375
108.6499999999999,20.705454171601872,14367.2216796875
108.6999999999999,20.673876147870928,14359.125
108.7499999999999,20.641595540504408,14363.5478515625
108.7999999999999,20.609137602352277,14343.0234375
108.8499999999999,20.578752030403862,14316.58984375
108.89999999999989,20.555582379570456,14296.3447265625
108.94999999999989,20.515971891763467,14282.4404296875
108.99999999999989,20.497213734882912,14295.888671875
109.04999999999988,20.463632597122842,14271.4736328125
109.09999999999988,20.433879045046446,14249.6015625
109.14999999999988,20.412674571084896,14260.9677734375
109.19999999999987,20.37864039935733,14232.451171875
109.24999999999987,20.34737612945113,14220.197265625
109.29999999999987,20.307093842787197,14195.5439453125
109.34999999999987,20.29969196304365,14216.474609375
109.39999999999986,20.27362302243122,14194.595703125
109.44999999999986,20.228967015753884,14160.287109375
109.49999999999986,20.214403995531836,14179.3271484375
109.54999999999986,20.181981823096763,14154.046875
109.59999999999985,20.15991613546227,14163.892578125
109.64999999999985,20.12875052068891,14139.12890625
109.69999999999985,20.10074175377957,14116.9638671875
109.74999999999984,20.07280745961888,14106.8876953125
109.79999999999984,20.051560100080792,14107.0673828125
109.84999999999984,20.012458138263884,14090.66796875
109.89999999999984,20.003725761521096,14099.8310546875
109.94999999999983,19.97144085479588,14088.7900390625
109.99999999999983,19.940391243240885,14064.802734375
110.04999999999983,19.911015413207913,14041.78125
110.09999999999982,19.88282998536462,14050.7900390625
110.14999999999982,19.85559353674855,14029.955078125
110.19999999999982,19.829194806231857,14007.3935546875
110.24999999999982,19.80339204302687,14017.9697265625
110.29999999999981,19.77820455068586,13999.431640625
110.34999999999981,19.753667805641467,13977.7451171875
110.3999999999998,19.729784990618793,13991.330078125
110.4499999999998,19.70674956684834,13971.9287109375
110.4999999999998,19.68459096995681,13984.5810546875
110.5499999999998,19.663504963710032,13963.240234375
110.5999999999998,19.64334172525893,13983.541015625
110.64999999999979,19.606780908234953,13953.630859375
110.69999999999979,19.574277813038947,13943.673828125
110.74999999999979,19.56003495383595,13952.44921875
110.79999999999978,19.546467858019593,13939.7080078125
110.84999999999978,19.513423432019344,13910.900390625
110.89999999999978,19.489323330616386,13925.2109375
110.94999999999978,19.467243572084787,13911.9306640625
110.99999999999977,19.43137197643566,13884.4541015625
111.04999999999977,19.41386700422463,13904.4814453125
111.09999999999977,19.384876180647865,13885.435546875
111.14999999999976,19.368548980648303,13902.447265625
111.19999999999976,19.345226891093326,13885.822265625
111.24999999999976,19.3285298767262,13893.19921875
111.29999999999976,19.296455018812377,13889.423828125
111.34999999999975,19.265487306675315,13871.53515625
111.39999999999975,19.2398668500673,13886.9658203125
111.44999999999975,19.22046033291976,13873.2138671875
111.49999999999974,19.205888535927357,13880.6708984375
111.54999999999974,19.1721664548944,13871.77734375
111.59999999999974,19.14797128244693,13857.591796875
111.64999999999974,19.146504816685734,13868.302734375
111.69999999999973,19.117872006673167,13851.7451171875
111.74999999999973,19.0989287098954,13872.083984375
111.79999999999973,19.06941106986379,13855.119140625
111.84999999999972,19.046778290159427,13868.9541015625
111.89999999999972,19.02382343000372,13854.82421875
111.94999999999972,19.012766727751067,13861.310546875
111.99999999999972,18.969777499400386,13849.97265625
112.04999999999971,18.950921960168934,13817.2275390625
112.09999999999971,18.933747165035793,13839.326171875
112.14999999999971,18.917833578656484,13823.5888671875
112.1999999999997,18.902788602774454,13830.93359375
112.2499999999997,18.863822855724333,13815.353515625
112.2999999999997,18.850287789245534,13819.458984375
112.3499999999997,18.818635449683956,13806.345703125
112.3999999999997,18.80735437395818,13817.33203125
112.44999999999969,18.795889034444546,13803.8720703125
112.49999999999969,18.766251711467387,13810.259765625
112.54999999999968,18.747891351713147,13796.7666015625
112.59999999999968,18.726609773542272,13795.55859375
112.64999999999968,18.70338831926139,13772.1376953125
112.69999999999968,18.686122274572206,13794.0
112.74999999999967,18.670616494915645,13775.673828125
112.79999999999967,18.630640915056915,13740.6279296875
112.84999999999967,18.613436207722973,13755.9658203125
112.89999999999966,18.59580119400052,13739.44921875
112.94999999999966,18.577958398395396,13741.552734375
112.99999999999966,18.55774037419699,13719.07421875
113.04999999999966,18.536929025543508,13728.6796875
113.09999999999965,18.516461201505457,13712.193359375
113.14999999999965,18.49613273328235,13722.1171875
113.19999999999965,18.476317498555886,13687.830078125
