station_pair,target_l_from_data_m,class3_time_median_s,class3_target_time_s,class3_peak_speed_ref_mps,class3_peak_speed_ref_kmh,T_acc_ref_s,T_mid_ref_s,T_br_ref_s,D_acc_ref_m,D_mid_ref_m,D_br_ref_m,ref_curve_distance_m,mass_median,n_runs_class3
会展中心-院士路,1576.5772395833335,112.7,115.0,21.826182421185038,78.57425671626613,32.65,38.90000000000001,41.14999999999999,316.07390181436625,842.2568769441579,417.6198826688668,1575.9506614273935,216.44,12
