section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,49,50,07/0970949,0,2317,mps,45.09,64.9,1065,0.92,66.45,66.23,65.46,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,49,50,07/0970949,0,3037,mps,48.68,63.06,1825,0.92,64.12,64.07,64,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,49,50,07/0970949,0,2111,mps,46.13,77.55,644,0.92,78.68,78.61,78.27,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,49,50,07/0970949,0,1564,mps,38.67,72.09,286,0.92,73.62,73.54,73.28,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,49,50,07/0970949,0,2661,mps,51.12,72.3,1290,0.92,73.84,73.62,72.92,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,49,50,07/0970949,0,1876,mps,42.39,74.89,418,0.92,78.82,78.69,75.97,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,49,50,07/0970949,0,1793,mps,40.13,72.19,197,0.92,75.94,75.6,72.16,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,49,50,07/0970949,0,2543,mps,52.09,76.84,1087,0.92,78.32,78.14,77.53,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,49,50,07/0970949,0,1942,mps,44.05,78.1,477,0.92,78.96,78.91,78.81,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,49,50,07/0970949,0,2216,mps,47.89,77.34,723,0.92,78.89,78.71,78.16,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,49,50,07/0970949,0,2033,mps,43.68,72.49,635,0.92,73.22,73.13,73.03,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,49,50,07/0970949,0,1825,mps,38.4,61.67,625,0.92,63.99,63.81,62.41,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,49,50,07/0970949,0,2684,mps,49,78.04,959,0.92,79.07,78.86,78.78,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,49,50,07/0970949,0,2133,mps,44.83,74.48,475,0.92,76.71,76.35,75.72,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,49,50,07/0970949,0,1779,mps,40.3,77.71,284,0.92,78.91,78.84,78.71,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,49,50,07/0970949,0,1679,mps,37.66,72.42,220,0.92,74.26,74.21,73.78,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,49,50,07/0970949,0,1526,mps,34.75,67.21,208,0.92,68.83,68.79,68.34,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,49,50,07/0970949,0,2309,mps,49.18,77.75,838,0.92,78.56,78.52,78.31,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,49,50,07/0970949,0,1832,mps,39.69,74.88,173,0.92,77.14,77,75.01,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,49,50,07/0970949,0,2790,mps,49.2,66.87,1497,0.92,68.36,68.11,67.36,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,49,50,07/0970949,0,2089,mps,37.85,52.62,1022,0.92,53.46,53.37,53.07,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,49,50,07/0970949,0,1817,mps,38.56,61.36,629,0.92,63.04,62.84,61.89,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
23,兴海南路-梅堰,49,50,07/0970949,0,1637,mps,37.22,72.53,256,0.92,74.49,74.43,73.51,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx,
24,梅堰-永茂路,49,50,07/1571549,0,6615,mps,40.03,55.71,2076,0.92,56.77,56.18,55.93,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_梅堰-永茂路.xlsx,
25,永茂路-镇海大道,49,50,07/0970949,0,2844,mps,54.8,78.41,1333,0.92,78.89,78.76,78.73,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,49,50,07/0970949,0,2348,mps,49.69,77.61,868,0.92,78.84,78.73,78.41,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
