站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,86,85,07/1971985,71985,5014,UP,工作日平峰,0.0,115.1,115.1,30.0,145.1,1428.98,1428.0,44.69,66.22,44.67,2303,65.14,1036,65.86,66.08,13255.14,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,86,85,07/1971985,71985,5014,UP,工作日平峰,0.0,151.65,151.65,30.0,181.65,2021.74,2017.0,47.99,64.26,47.98,3034,62.72,1782,63.71,63.91,17110.76,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,86,85,07/1971985,71985,5014,UP,工作日平峰,0.0,109.4,109.4,30.0,139.4,1330.35,1332.0,43.78,67.57,43.76,2189,66.5,879,67.11,67.44,12314.81,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,86,85,07/1971985,71985,5014,UP,工作日平峰,0.0,78.95,78.95,30.0,108.95,827.35,827.0,37.73,75.65,37.7,1580,72.17,199,72.76,75.4,13190.14,216.24,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,86,85,07/1971985,71985,5014,UP,工作日平峰,0.0,136.5,136.5,30.0,166.5,1860.4,1860.0,49.07,70.15,49.05,2731,68.31,1369,68.85,69.68,19365.6,216.52,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,86,85,07/1971985,71985,5014,UP,工作日平峰,0.0,96.0,96.0,30.0,126.0,1086.98,1086.0,40.76,68.94,40.74,1921,65.74,601,65.83,68.69,13113.34,216.32,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,86,85,07/1971985,71985,5014,UP,工作日平峰,0.0,91.6,91.6,30.0,121.6,984.79,984.0,38.7,66.88,38.68,1833,64.37,539,64.46,66.73,10103.71,216.02,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,86,85,07/1971985,71985,5014,UP,工作日平峰,0.0,132.3,132.3,30.0,162.3,1812.74,1811.0,49.33,70.57,49.31,2647,69.77,1295,70.34,70.43,16753.35,215.92,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,86,85,07/1971985,71985,5014,UP,工作日平峰,0.0,100.6,100.6,30.0,130.6,1169.07,1155.0,41.84,69.14,41.81,2013,66.75,674,67.23,68.76,13730.07,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,86,85,07/1971985,71985,5014,UP,工作日平峰,0.0,114.8,114.8,30.0,144.8,1452.51,1452.0,45.55,69.73,45.53,2297,68.92,914,69.5,69.69,17891.18,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
