序号,区间,segment,来源run_id,绝对开始时间,绝对结束时间,趟次选择方式,数据读取来源,样本数,运行时间(s),区间里程(km),重量(t),历史真实能耗(kWh),Simu物理机械能耗(kWh),Simu-真实(kWh),相对差异(%)
1,布政-张家潭,2,111,2024-07-01 10:23:44,2024-07-01 10:25:41,traceability-cache,cache,2350,117.45,1.428316250000002,215.24,13.422513381875,13.130699644212967,-0.2918137376620325,-2.1740618121199358
2,张家潭-同德路,2,112,2024-07-01 10:26:10,2024-07-01 10:28:42,traceability-cache,cache,3036,151.75,2.020359305555549,215.24,17.522297562888888,16.785875983733103,-0.7364215791557872,-4.202768367063239
3,同德路-石碶,2,113,2024-07-01 10:29:11,2024-07-01 10:31:03,traceability-cache,cache,2242,112.05,1.3308441666666662,215.34,13.071498854500001,13.07729606759569,0.005797213095687767,0.04435002565671353
4,石碶-雅渡,2,114,2024-07-01 10:31:38,2024-07-01 10:33:00,traceability-cache,cache,1638,81.85,0.8272251388888879,215.34,13.04145602486111,13.647408918582595,0.6059528937214854,4.646359214541298
5,雅渡-庙堰,2,115,2024-07-01 10:33:29,2024-07-01 10:35:41,traceability-cache,cache,2629,131.4,1.860185277777783,215.34,21.037346811840273,20.342039016911208,-0.6953077949290674,-3.30511162433151
6,庙堰-钟公庙,2,116,2024-07-01 10:36:10,2024-07-01 10:37:46,traceability-cache,cache,1916,95.75,1.087355694444446,215.54,13.754659988784725,13.8307925554671,0.07613256668237409,0.5535038070330422
7,钟公庙-鄞州区政府,2,117,2024-07-01 10:38:16,2024-07-01 10:39:46,traceability-cache,cache,1807,90.3,0.984776527777776,215.64,10.268268005729167,11.011177366198702,0.7429093604695336,7.2350016580695815
8,鄞州区政府-钱湖南路,2,118,2024-07-01 10:40:26,2024-07-01 10:42:39,traceability-cache,cache,2651,132.5,1.811702638888891,215.74,17.377923289743055,15.91120684642937,-1.466716443313686,-8.4401134638417
9,钱湖南路-南高教园区,2,119,2024-07-01 10:43:08,2024-07-01 10:44:49,traceability-cache,cache,2012,100.55,1.168985277777778,215.84,13.70601142298611,13.740859353309856,0.03484793032374546,0.25425289129193784
10,南高教园区-下应路,2,120,2024-07-01 10:45:24,2024-07-01 10:47:17,traceability-cache,cache,2267,113.3,1.451808194444441,216.24,18.303055039618055,17.24625491019297,-1.0568001294250862,-5.773900188452579
11,下应路-大洋江,2,121,2024-07-01 10:47:47,2024-07-01 10:49:34,traceability-cache,cache,2140,106.95,1.213455277777778,216.24,11.92454510754861,11.608505490836729,-0.3160396167118815,-2.6503284935525007
12,大洋江-泗港,2,122,2024-07-01 10:50:03,2024-07-01 10:51:35,traceability-cache,cache,1825,91.2,0.9583615277777789,216.14,11.631495811375,11.848971597274511,0.2174757858995108,1.8697146904083546
13,泗港-曹隘,2,123,2024-07-01 10:52:04,2024-07-01 10:54:19,traceability-cache,cache,2702,135.05,1.798152916666669,215.94,23.41963998710417,23.855678850915115,0.4360388638109471,1.8618512669325757
14,曹隘-柳隘,2,124,2024-07-01 10:54:50,2024-07-01 10:56:36,traceability-cache,cache,2124,106.15,1.306780972222223,215.84,20.883833653263885,21.94649750417345,1.0626638509095647,5.088451998579693
15,柳隘-海晏北路,2,125,2024-07-01 10:57:05,2024-07-01 10:58:37,traceability-cache,cache,1834,91.65,0.9810762499999999,215.84,12.154228787729167,12.290828523923686,0.1365997361945192,1.1238864972858618
16,海晏北路-民安东路,2,126,2024-07-01 10:59:22,2024-07-01 11:00:46,traceability-cache,cache,1680,83.95,0.865087222222222,216.94,15.644035592777778,16.028739296562595,0.38470370378481494,2.4591078274100653
17,民安东路-会展中心,2,127,2024-07-01 11:01:16,2024-07-01 11:02:32,traceability-cache,cache,1533,76.6,0.7256555555555537,216.94,12.320406560215277,12.75766129704987,0.43725473683459315,3.549028473188249
18,会展中心-院士路,2,128,2024-07-01 11:03:02,2024-07-01 11:04:56,traceability-cache,cache,2289,114.4,1.552478472222221,216.84,14.944442410055554,15.020697806178601,0.07625539612304601,0.5102592256753361
19,院士路-盎孟港,2,129,2024-07-01 11:05:26,2024-07-01 11:06:57,traceability-cache,cache,1817,90.8,0.9953601388888893,216.04,19.846027585659723,19.982272782761875,0.13624519710215463,0.6865111746624913
20,盎孟港-三官堂,2,130,2024-07-01 11:07:26,2024-07-01 11:09:43,traceability-cache,cache,2751,137.5,1.878174305555561,215.84,16.75830206282639,15.841595829402891,-0.9167062334234998,-5.470161774067531
21,三官堂-兴庄路,2,131,2024-07-01 11:10:18,2024-07-01 11:12:02,traceability-cache,cache,2076,103.75,1.080530555555554,215.64,10.40400318413889,10.437997007342608,0.033993823203718423,0.3267379161854033
22,兴庄路-兴海南路,2,132,2024-07-01 11:12:33,2024-07-01 11:14:05,traceability-cache,cache,1845,92.2,0.9593143055555564,215.54,11.00242271470139,11.232359981048747,0.22993726634735687,2.089878495943586
23,兴海南路-梅堰,2,133,2024-07-01 11:14:36,2024-07-01 11:15:57,traceability-cache,cache,1618,80.85,0.833622083333333,215.34,12.168125562451388,13.158803612707791,0.9906780502564015,8.141583066117043
24,梅堰-永茂路,1,134,2024-07-01 11:16:33,2024-07-01 11:22:01,traceability-cache,cache,6560,327.95,3.675912777777819,215.24,25.988419417277782,25.57199137074907,-0.416428046528712,-1.602360035223457
25,永茂路-镇海大道,2,135,2024-07-01 11:22:29,2024-07-01 11:24:50,traceability-cache,cache,2833,141.6,2.132380972222225,215.34,17.812625131368055,17.414038216698454,-0.3985869146696023,-2.2376652050443155
26,镇海大道-骆驼桥,2,136,2024-07-01 11:25:18,2024-07-01 11:27:15,traceability-cache,cache,2339,116.9,1.5964000000000031,215.24,20.304839305673614,18.705283455269658,-1.5995558504039544,-7.877707507672834
