站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,119.85,119.85,30.0,149.85,1428.7,1428.0,42.91,62.27,42.9,2398,60.46,1176,60.66,61.92,13230.35,215.24,4,1,1,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,150.8,150.8,30.0,180.8,2020.53,2017.0,48.24,64.84,48.22,3017,63.44,1763,64.08,64.54,18006.36,215.24,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,110.6,110.6,30.0,140.6,1330.42,1332.0,43.3,67.42,43.29,2213,66.39,885,66.7,67.21,13742.76,215.24,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,82.15,82.15,30.0,112.15,827.05,827.0,36.24,74.21,36.22,1644,72.34,168,73.08,74.13,12788.43,215.34,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,131.4,131.4,30.0,161.4,1860.34,1860.0,50.97,76.45,50.95,2629,75.11,1134,75.44,76.16,21432.69,215.34,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,95.8,95.8,30.0,125.8,1087.09,1086.0,40.85,69.97,40.83,1917,68.01,559,68.29,69.84,13059.15,215.44,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,90.35,90.35,30.0,120.35,984.78,984.0,39.24,67.7,39.22,1808,66.45,515,66.88,67.63,10464.47,215.34,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,132.2,132.2,30.0,162.2,1812.66,1811.0,49.36,71.28,49.34,2645,70.62,1256,71.1,71.17,16338.54,216.04,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,101.2,101.2,30.0,131.2,1169.12,1155.0,41.59,69.2,41.57,2025,66.67,694,67.11,68.89,14695.07,215.84,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,114.15,114.15,30.0,144.15,1452.71,1452.0,45.81,71.35,45.79,2284,70.28,880,70.99,71.15,17981.95,215.84,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,106.75,106.75,30.0,136.75,1214.11,1214.0,40.94,61.85,40.92,2136,61.37,893,61.76,61.81,11497.42,215.64,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,91.15,91.15,30.0,121.15,958.18,957.0,37.84,62.38,37.82,1824,60.81,594,61.34,62.17,11222.39,215.64,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,135.6,135.6,30.0,165.6,1798.86,1798.0,47.76,77.34,47.74,2713,76.54,858,77.1,77.16,22880.83,215.54,4,1,1,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,107.2,107.2,30.0,137.2,1308.06,1307.0,43.93,75.6,43.91,2145,73.28,464,74.31,75.3,20662.08,215.44,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,88.95,88.95,30.0,118.95,981.28,980.0,39.71,77.24,39.69,1780,76.09,290,77.07,77.18,14457.29,215.44,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,84.4,84.4,30.0,114.4,865.33,865.0,36.91,72.87,36.89,1689,71.0,222,72.21,72.81,15556.7,218.22,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,77.4,77.4,30.0,107.4,726.14,724.0,33.77,67.9,33.75,1549,66.29,198,67.46,67.81,12344.96,218.32,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,115.25,115.25,30.0,145.25,1552.09,1562.0,48.48,77.13,48.46,2306,76.53,834,77.02,77.06,14963.74,218.02,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,91.15,91.15,30.0,121.15,994.49,994.0,39.28,77.19,39.26,1824,75.41,257,76.93,77.06,19840.02,217.43,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,134.7,134.7,30.0,164.7,1879.18,1877.0,50.22,73.55,50.2,2695,72.25,1276,72.51,73.28,19127.76,217.22,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,103.1,103.1,30.0,133.1,1080.32,1081.0,37.72,54.94,37.7,2063,54.29,928,54.72,54.9,10804.85,216.92,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,91.7,91.7,30.0,121.7,958.68,958.0,37.64,63.19,37.62,1835,60.75,606,60.93,62.83,12109.7,216.24,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
兴海南路-梅堰,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,82.1,82.1,30.0,112.1,833.7,833.0,36.56,76.91,36.53,1643,75.08,162,75.83,76.83,13156.1,215.94,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx
梅堰-永茂路,33,32,07/0870832,70832,5012,UP,工作日高峰,0.0,318.4,318.4,30.0,348.4,3734.26,3676.0,42.22,63.79,42.21,6369,62.98,1792,63.36,63.55,28650.25,215.64,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_梅堰-永茂路.xlsx
永茂路-镇海大道,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,142.9,142.9,30.0,172.9,2133.75,2131.0,53.75,77.22,53.74,2859,76.77,1338,77.11,77.16,17796.35,215.94,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx
镇海大道-骆驼桥,33,32,07/0570532,70532,5014,UP,工作日低峰,0.0,117.55,117.55,0.0,117.55,1596.54,1593.0,48.89,77.28,48.87,2352,76.78,860,77.19,77.24,19956.54,215.64,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx
--- 总计 ---,,,,,,,,,,3016.8,750.0,3766.8,36588.37,36502.0,43.66,77.34,,,,,,,416766.75,...,,,,
