station_pair,class_name,status,reason,target_time_s,sim_time_s,time_error_s,lambda,theta,direction,peak_speed_kmh,total_dist_m,dist_error_m,T_acc_new_s,T_mid_new_s,T_br_new_s,curve_csv,class2_compare_status,class2_compare_message,class2_real_sample_count,class2_compare_metrics_csv,class2_compare_speed_distance_png,class2_compare_speed_time_png,class2_compare_mean_rmse_speed_mps,class2_compare_mean_mae_speed_mps,class2_compare_mean_corr_speed_shape
三官堂-兴庄路,class1,generated,最终生成曲线后验检查通过，峰值 70.130225 km/h,94.0,94.0,0.0,1.070387,0.192796,1,70.1302,1097.6719,-0.0,30.3455,28.974,34.6805,D:\energy_conservation\output\ato_generated_results_new_v2\三官堂-兴庄路\class1_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
三官堂-兴庄路,class2,generated,最终生成曲线后验检查通过，峰值 58.759473 km/h,99.0,99.0,0.0,1.015626,0.039752,1,58.7595,1097.6719,0.0,28.793,37.3007,32.9063,D:\energy_conservation\output\ato_generated_results_new_v2\三官堂-兴庄路\class2_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
三官堂-兴庄路,class3,generated,最终生成曲线后验检查通过，峰值 52.709398 km/h,104.0,104.0,0.0,0.953164,1.0,-1,52.7094,1098.4525,0.7805,27.0222,46.0953,30.8825,D:\energy_conservation\output\ato_generated_results_new_v2\三官堂-兴庄路\class3_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
三官堂-兴庄路,class4,generated,最终生成曲线后验检查通过，峰值 48.055034 km/h,109.0,109.0,0.0,0.868989,1.0,-1,48.055,1098.3825,0.7105,24.6358,56.2089,28.1553,D:\energy_conservation\output\ato_generated_results_new_v2\三官堂-兴庄路\class4_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
三官堂-兴庄路,class5,generated,最终生成曲线后验检查通过，峰值 44.407869 km/h,114.0,113.95,-0.05,0.803035,1.0,-1,44.4079,1098.0152,0.3433,22.7661,65.2156,26.0183,D:\energy_conservation\output\ato_generated_results_new_v2\三官堂-兴庄路\class5_generated_curve.csv,no_real_runs,未找到真实 class2 样本，跳过对比,0,,,,,,
