station_pair,class_name,status,reason,curve_source,parent_ref,supporting_refs,real_sample_count,parent_real_sample_count,sample_reliability,dp_candidate_stage,target_time_s,curve_csv,sim_time_s,peak_speed_kmh,total_dist_m
南高教园区-下应路,class1,overspeed,最终生成曲线最高速度为 100.241535 km/h，超过 80.0 km/h，删除该等级,extrapolated_adjacent,class2,class2,0,44,generated,allow_extrapolated,105.0,,,,
南高教园区-下应路,class2,generated,最终生成曲线后验检查通过，峰值 78.693664 km/h,real,class2,class2,44,44,strong,real_only,110.0,D:\energy_conservation\output\ato_generated_results_new_v4\南高教园区-下应路\class2_generated_curve.csv,110.0,78.6937,1452.7061
南高教园区-下应路,class3,generated,最终生成曲线后验检查通过，峰值 70.831492 km/h,real,class3,class3,63,63,strong,real_only,114.0,D:\energy_conservation\output\ato_generated_results_new_v4\南高教园区-下应路\class3_generated_curve.csv,114.0,70.8315,1453.1036
南高教园区-下应路,class4,generated,最终生成曲线后验检查通过，峰值 62.504424 km/h,extrapolated_adjacent,class3,class3,0,63,generated,allow_extrapolated,120.0,D:\energy_conservation\output\ato_generated_results_new_v4\南高教园区-下应路\class4_generated_curve.csv,119.95,62.5044,1453.1036
南高教园区-下应路,class5,missing_source,no adjacent real template,missing,,,0,0,,not_allowed,126.0,,,,
