run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,126.25,127.95,0.584841,0.506696,0.996613,21.355915,20.629441,-0.726475
07/0850712|50712|5012|UP,126.35,127.95,0.5776,0.499262,0.996606,21.329366,20.629441,-0.699925
07/0850714|50714|5012|UP,125.55,127.95,0.836607,0.738359,0.995859,21.740402,20.629441,-1.110962
07/0951902|51902|5012|UP,125.4,127.95,0.796029,0.703122,0.994931,21.686111,20.629441,-1.05667
07/0951904|51904|5012|UP,125.3,127.95,0.828849,0.728991,0.994888,21.7455,20.629441,-1.116059
07/0951912|51912|5012|UP,125.05,127.95,0.900989,0.795087,0.994293,21.827097,20.629441,-1.197656
07/1050304|50304|5012|UP,126.4,127.95,0.538935,0.477751,0.998099,21.336111,20.629441,-0.70667
07/1053002|53002|5012|UP,124.95,127.95,1.058498,0.921433,0.991964,21.758142,20.629441,-1.128701
07/1251004|51004|5012|UP,124.45,127.95,1.105608,0.969481,0.992725,21.877651,20.629441,-1.24821
07/1251012|51012|5012|UP,125.25,127.95,0.804907,0.709585,0.99628,21.763175,20.629441,-1.133735
