trip_no,section_index,站间区间,区间载重(t),全局趟次ID,历史segment,历史来源run_id,OT 历史区间里程(km),OT 历史机械能(kWh),OT 标准 DP区间里程(km),OT 标准 DP机械能(kWh),OT 停站宽松 5% DP区间里程(km),OT 停站宽松 5% DP机械能(kWh),OT Energy First DP区间里程(km),OT Energy First DP机械能(kWh),真实历史区间里程(km),真实历史能耗(kWh),标准 DP vs OpenTrack 历史图像路径,停站宽松 5% DP vs OpenTrack 历史图像路径,Energy First DP vs OpenTrack 历史图像路径,四源总览图像路径,OpenTrack历史 vs 真实历史图像路径
8,1,布政-张家潭,215.24,UP008_20240701_214424_R382,7.0,382.0,1.428,13.05902778,1.428,13.42766667,1.428,13.42766667,1.428,13.42766667,1.429832,13.15320728,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\01_standard_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\02_dwell5_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\03_energy_first_vs_ot_history\01_布政-张家潭_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\04_ot_history_vs_real_history\01_布政-张家潭_energy_distance.png
8,2,张家潭-同德路,215.24,UP008_20240701_214424_R382,7.0,383.0,2.017,17.00172222,2.017,16.87230556,2.017,16.61519444,2.017,18.08505556,2.020616,17.41137644,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\01_standard_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\02_dwell5_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\03_energy_first_vs_ot_history\02_张家潭-同德路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\04_ot_history_vs_real_history\02_张家潭-同德路_energy_distance.png
8,3,同德路-石碶,215.34,UP008_20240701_214424_R382,7.0,384.0,1.331,12.57388889,1.331,12.97044444,1.331,12.97044444,1.331,12.97044444,1.330327,11.87992153,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\01_standard_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\02_dwell5_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\03_energy_first_vs_ot_history\03_同德路-石碶_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\04_ot_history_vs_real_history\03_同德路-石碶_energy_distance.png
8,4,石碶-雅渡,216.44,UP008_20240701_214424_R382,7.0,385.0,0.827,11.38872222,0.827,10.30180556,0.827,10.30183333,0.827,10.30180556,0.827253,13.17766431,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\01_standard_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\02_dwell5_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\03_energy_first_vs_ot_history\04_石碶-雅渡_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\04_ot_history_vs_real_history\04_石碶-雅渡_energy_distance.png
8,5,雅渡-庙堰,216.34,UP008_20240701_214424_R382,7.0,386.0,1.86,20.52994444,1.86,21.70661111,1.86,18.80627778,1.86,21.70663889,1.860998,21.34434636,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\01_standard_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\02_dwell5_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\03_energy_first_vs_ot_history\05_雅渡-庙堰_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\04_ot_history_vs_real_history\05_雅渡-庙堰_energy_distance.png
8,6,庙堰-钟公庙,216.32,UP008_20240701_214424_R382,7.0,387.0,1.086,13.39272222,1.086,12.81952778,1.086,12.8195,1.086,12.8195,1.087976,13.7723767,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\01_standard_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\02_dwell5_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\03_energy_first_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\04_ot_history_vs_real_history\06_庙堰-钟公庙_energy_distance.png
8,7,钟公庙-鄞州区政府,216.14,UP008_20240701_214424_R382,7.0,388.0,0.984,10.36663889,0.984,8.41872222,0.984,8.41875,0.984,8.41875,0.98497,10.29262519,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\01_standard_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\02_dwell5_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\03_energy_first_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\04_ot_history_vs_real_history\07_钟公庙-鄞州区政府_energy_distance.png
8,8,鄞州区政府-钱湖南路,216.14,UP008_20240701_214424_R382,7.0,389.0,1.811,15.58380556,1.811,15.60966667,1.811,15.60963889,1.811,15.60963889,1.811687,17.61206805,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\01_standard_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\02_dwell5_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\03_energy_first_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\04_ot_history_vs_real_history\08_鄞州区政府-钱湖南路_energy_distance.png
8,9,钱湖南路-南高教园区,216.02,UP008_20240701_214424_R382,7.0,390.0,1.155,13.60444444,1.155,13.69988889,1.155,13.69988889,1.155,13.69988889,1.168932,14.15211259,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\01_standard_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\02_dwell5_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\03_energy_first_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\04_ot_history_vs_real_history\09_钱湖南路-南高教园区_energy_distance.png
8,10,南高教园区-下应路,216.14,UP008_20240701_214424_R382,7.0,391.0,1.452,17.12019444,1.452,17.36858333,1.452,17.36858333,1.452,19.33363889,1.452869,18.94902067,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\01_standard_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\02_dwell5_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\03_energy_first_vs_ot_history\10_南高教园区-下应路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip008\section_energy_distance\04_ot_history_vs_real_history\10_南高教园区-下应路_energy_distance.png
