站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,30.0,30.0,0.0,116.1,12947.95,14346.18,14172.96,历史原始实测能耗,1398.23,real,class3,class3,80,80,strong,real_only,215.24,UP019_20240703_130112_R967,18.0,967.0
张家潭-同德路,class2,148.0,30.0,30.0,0.0,150.05,17497.75,17317.47,16962.32,历史原始实测能耗,-180.28,real,class2,class2,8,8,strong,real_only,215.34,UP019_20240703_130112_R967,18.0,968.0
同德路-石碶,class3,109.0,35.0,35.0,0.0,110.25,12861.48,12278.75,11667.46,历史原始实测能耗,-582.73,real,class3,class3,60,60,strong,real_only,215.24,UP019_20240703_130112_R967,18.0,969.0
石碶-雅渡,class2,80.0,29.0,29.0,0.0,78.4,11081.99,12306.3,11892.16,历史原始实测能耗,1224.31,real,class2,class2,38,38,strong,real_only,215.54,UP019_20240703_130112_R967,18.0,970.0
雅渡-庙堰,class4,139.0,29.0,29.0,0.0,134.75,18541.85,20274.17,19550.21,历史原始实测能耗,1732.32,real,class4,class4,10,10,strong,real_only,215.64,UP019_20240703_130112_R967,18.0,971.0
庙堰-钟公庙,class3,96.0,29.0,29.0,0.0,96.6,12601.11,12996.04,13114.96,历史原始实测能耗,394.93,real,class3,class3,84,84,strong,real_only,215.74,UP019_20240703_130112_R967,18.0,972.0
钟公庙-鄞州区政府,class4,95.0,39.0,39.0,0.0,90.6,7701.49,10517.49,10121.04,历史原始实测能耗,2816.0,real,class4,class4,1,1,weak,real_only,215.64,UP019_20240703_130112_R967,18.0,973.0
鄞州区政府-钱湖南路,class3,132.1,29.0,29.0,0.0,132.5,16057.12,17551.27,16992.82,历史原始实测能耗,1494.15,real,class3,class3,62,62,strong,real_only,215.64,UP019_20240703_130112_R967,18.0,974.0
钱湖南路-南高教园区,class3,100.0,35.0,35.0,0.0,100.55,13882.04,14184.4,14136.67,历史原始实测能耗,302.36,real,class3,class3,63,63,strong,real_only,215.84,UP019_20240703_130112_R967,18.0,975.0
南高教园区-下应路,class3,114.0,30.0,30.0,0.0,114.6,19076.24,17952.09,18149.53,历史原始实测能耗,-1124.15,real,class3,class3,63,63,strong,real_only,215.94,UP019_20240703_130112_R967,18.0,976.0
下应路-大洋江,class3,106.0,29.0,29.0,0.0,106.45,11143.14,11003.27,10658.48,历史原始实测能耗,-139.87,real,class3,class3,65,65,strong,real_only,216.32,UP019_20240703_130112_R967,18.0,977.0
大洋江-泗港,class3,92.0,29.0,29.0,0.0,91.55,10609.33,11745.21,11361.2,历史原始实测能耗,1135.88,real,class3,class3,99,99,strong,real_only,216.14,UP019_20240703_130112_R967,18.0,978.0
泗港-曹隘,class4,137.0,31.0,31.0,0.0,132.4,24204.29,23041.28,23283.42,历史原始实测能耗,-1163.01,real,class4,class4,82,82,strong,real_only,216.14,UP019_20240703_130112_R967,18.0,979.0
曹隘-柳隘,class4,113.0,30.0,30.0,0.0,107.25,12136.64,20574.29,16550.21,历史原始实测能耗,8437.65,real,class4,class4,1,1,weak,real_only,216.14,UP019_20240703_130112_R967,18.0,980.0
柳隘-海晏北路,class3,92.0,45.0,45.0,0.0,92.4,11491.86,10224.47,10178.72,历史原始实测能耗,-1267.39,real,class3,class3,35,35,strong,real_only,216.34,UP019_20240703_130112_R967,18.0,981.0
海晏北路-民安东路,class3,85.0,29.0,29.0,0.0,83.5,13990.78,15918.3,14304.78,历史原始实测能耗,1927.52,real,class3,class3,41,41,strong,real_only,217.72,UP019_20240703_130112_R967,18.0,982.0
民安东路-会展中心,class3,79.0,31.0,31.0,0.0,77.1,11789.92,12397.11,12019.48,历史原始实测能耗,607.19,real,class3,class3,8,8,strong,real_only,217.82,UP019_20240703_130112_R967,18.0,983.0
会展中心-院士路,class3,115.0,29.0,29.0,0.0,114.8,14453.61,15039.66,14349.13,历史原始实测能耗,586.05,real,class3,class3,104,104,strong,real_only,217.12,UP019_20240703_130112_R967,18.0,984.0
院士路-盎孟港,class3,91.0,30.0,30.0,0.0,89.8,16645.21,18128.21,16834.72,历史原始实测能耗,1483.0,real,class3,class3,99,99,strong,real_only,216.24,UP019_20240703_130112_R967,18.0,985.0
盎孟港-三官堂,class2,132.0,35.0,35.0,0.0,140.0,17905.98,17958.97,17466.04,历史原始实测能耗,52.99,real,class2,class2,52,52,strong,real_only,216.04,UP019_20240703_130112_R967,18.0,986.0
三官堂-兴庄路,class2,99.0,30.0,30.0,0.0,102.1,12379.33,10902.22,11369.55,历史原始实测能耗,-1477.11,real,class2,class2,46,46,strong,real_only,215.74,UP019_20240703_130112_R967,18.0,987.0
兴庄路-兴海南路,class2,87.0,29.0,29.0,0.0,91.35,16270.83,12059.87,11632.14,历史原始实测能耗,-4210.96,real,class2,class2,30,30,strong,real_only,215.44,UP019_20240703_130112_R967,18.0,988.0
兴海南路-梅堰,class3,82.0,29.0,29.0,0.0,82.0,11110.94,13007.36,12668.02,历史原始实测能耗,1896.42,real,class3,class3,73,73,strong,real_only,215.34,UP019_20240703_130112_R967,18.0,989.0
梅堰-永茂路,class4,329.0,27.0,27.0,0.0,330.2,26009.95,25535.68,25196.07,历史原始实测能耗,-474.27,real,class4,class4,26,26,strong,real_only,215.24,UP019_20240703_130112_R967,13.0,990.0
永茂路-镇海大道,class2,141.0,30.0,30.0,0.0,142.35,17968.87,17970.66,18100.87,历史原始实测能耗,1.79,real,class2,class2,59,59,strong,real_only,215.24,UP019_20240703_130112_R967,18.0,991.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,116.45,19884.8,19433.04,18691.59,历史原始实测能耗,-451.76,real,class2,class2,101,101,strong,real_only,215.24,UP019_20240703_130112_R967,18.0,992.0
--- 总计 ---,节能率: 3.56%,3024.1,778.0,778.0,0.0,3802.1,390244.5,404663.76,391424.55,历史原始实测能耗,14419.26,,,,,,,real_only,,,,
