trip_no,section,global_trip_id,source_run_id,absolute_start,absolute_end,trainset,run_time_s,real_energy_wh,model_energy_wh,mass_t,run_class,quality_label,period
19,布政-张家潭,UP019_20240703_130112_R967,967,2024-07-03 13:01:12,2024-07-03 13:03:08,5014,116.1,14346.184307895834,14172.963916342298,215.24,3,0,
19,张家潭-同德路,UP019_20240703_130112_R967,968,2024-07-03 13:03:38,2024-07-03 13:06:08,5014,150.05,17317.471751027777,16962.31729926407,215.34,3,0,
19,同德路-石碶,UP019_20240703_130112_R967,969,2024-07-03 13:06:38,2024-07-03 13:08:29,5014,110.25,12278.754897027777,11667.460260867385,215.24,3,0,
19,石碶-雅渡,UP019_20240703_130112_R967,970,2024-07-03 13:09:04,2024-07-03 13:10:23,5014,78.4,12306.3044085625,11892.157011710291,215.54,2,0,
19,雅渡-庙堰,UP019_20240703_130112_R967,971,2024-07-03 13:10:52,2024-07-03 13:13:07,5014,134.75,20274.167981930557,19550.21024471009,215.64,3,0,
19,庙堰-钟公庙,UP019_20240703_130112_R967,972,2024-07-03 13:13:36,2024-07-03 13:15:13,5014,96.6,12996.035799840278,13114.959913349028,215.74,3,0,
19,钟公庙-鄞州区政府,UP019_20240703_130112_R967,973,2024-07-03 13:15:42,2024-07-03 13:17:13,5014,90.6,10517.490116534724,10121.035923130683,215.64,3,0,
19,鄞州区政府-钱湖南路,UP019_20240703_130112_R967,974,2024-07-03 13:17:52,2024-07-03 13:20:05,5014,132.5,17551.272326784725,16992.821080238995,215.64,3,0,
19,钱湖南路-南高教园区,UP019_20240703_130112_R967,975,2024-07-03 13:20:34,2024-07-03 13:22:15,5014,100.55,14184.396495583334,14136.666099570653,215.84,3,0,
19,南高教园区-下应路,UP019_20240703_130112_R967,976,2024-07-03 13:22:50,2024-07-03 13:24:44,5014,114.6,17952.085618006942,18149.534622190597,215.94,3,0,
19,下应路-大洋江,UP019_20240703_130112_R967,977,2024-07-03 13:25:14,2024-07-03 13:27:00,5014,106.45,11003.270441791667,10658.475954180029,216.32,3,0,
19,大洋江-泗港,UP019_20240703_130112_R967,978,2024-07-03 13:27:29,2024-07-03 13:29:01,5014,91.55,11745.206386583332,11361.197384225705,216.14,3,0,
19,泗港-曹隘,UP019_20240703_130112_R967,979,2024-07-03 13:29:30,2024-07-03 13:31:42,5014,132.4,23041.2750265625,23283.4191616612,216.14,3,0,
19,曹隘-柳隘,UP019_20240703_130112_R967,980,2024-07-03 13:32:13,2024-07-03 13:34:00,5014,107.25,20574.287267541666,16550.20515305484,216.14,3,0,
19,柳隘-海晏北路,UP019_20240703_130112_R967,981,2024-07-03 13:34:30,2024-07-03 13:36:02,5014,92.4,10224.471055076388,10178.71728367365,216.34,3,0,
19,海晏北路-民安东路,UP019_20240703_130112_R967,982,2024-07-03 13:36:47,2024-07-03 13:38:11,5014,83.5,15918.301862645834,14304.78081127997,217.72,2,0,
19,民安东路-会展中心,UP019_20240703_130112_R967,983,2024-07-03 13:38:40,2024-07-03 13:39:57,5014,77.1,12397.109544729168,12019.477434672595,217.82,2,0,
19,会展中心-院士路,UP019_20240703_130112_R967,984,2024-07-03 13:40:28,2024-07-03 13:42:23,5014,114.8,15039.662805770835,14349.126458162362,217.12,3,0,
19,院士路-盎孟港,UP019_20240703_130112_R967,985,2024-07-03 13:42:52,2024-07-03 13:44:22,5014,89.8,18128.206193166665,16834.715718692132,216.24,3,0,
19,盎孟港-三官堂,UP019_20240703_130112_R967,986,2024-07-03 13:44:52,2024-07-03 13:47:12,5014,140.0,17958.973689416667,17466.041048259307,216.04,3,0,
19,三官堂-兴庄路,UP019_20240703_130112_R967,987,2024-07-03 13:47:47,2024-07-03 13:49:29,5014,102.1,10902.217713972223,11369.550489720363,215.74,3,0,
19,兴庄路-兴海南路,UP019_20240703_130112_R967,988,2024-07-03 13:49:59,2024-07-03 13:51:31,5014,91.35,12059.867478729167,11632.135742636892,215.44,3,0,
19,兴海南路-梅堰,UP019_20240703_130112_R967,989,2024-07-03 13:52:00,2024-07-03 13:53:22,5014,82.0,13007.356495951391,12668.022024912501,215.34,3,0,
19,梅堰-永茂路,UP019_20240703_130112_R967,990,2024-07-03 13:53:51,2024-07-03 13:59:25,5014,330.2,25535.681437118055,25196.06667288095,215.24,4,0,
19,永茂路-镇海大道,UP019_20240703_130112_R967,991,2024-07-03 13:59:52,2024-07-03 14:02:14,5014,142.35,17970.66238854861,18100.86744517615,215.24,2,0,
19,镇海大道-骆驼桥,UP019_20240703_130112_R967,992,2024-07-03 14:02:44,2024-07-03 14:04:41,5014,116.45,19433.040268493056,18691.591202751326,215.24,2,0,
