站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,72,71,07/1671671,71671,5014,UP,工作日高峰,0.0,116.25,116.25,30.0,146.25,1428.23,1428.0,44.23,65.71,44.21,2326,65.03,1034,65.47,65.62,13554.29,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,151.85,151.85,30.0,181.85,2020.31,2017.0,47.9,63.68,47.88,3038,62.66,1801,63.3,63.43,17564.36,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,110.95,110.95,30.0,140.95,1331.11,1332.0,43.19,67.14,43.17,2220,66.34,896,66.75,66.99,13423.4,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,79.4,79.4,30.0,109.4,827.21,827.0,37.51,71.61,37.48,1589,69.86,301,70.4,71.48,12070.87,215.94,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,134.9,134.9,30.0,164.9,1860.21,1860.0,49.64,71.36,49.62,2699,70.32,1309,70.74,71.22,20002.06,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,95.95,95.95,30.0,125.95,1087.41,1086.0,40.8,69.93,40.78,1920,67.8,567,68.41,69.78,13358.06,215.74,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,90.75,90.75,30.0,120.75,985.1,984.0,39.08,67.2,39.06,1816,66.34,507,67.08,67.16,9962.14,215.84,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,132.1,132.1,30.0,162.1,1813.23,1811.0,49.41,71.33,49.4,2643,70.73,1251,71.17,71.25,16429.14,216.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,100.25,100.25,30.0,130.25,1169.53,1155.0,42.0,69.37,41.98,2006,68.66,653,69.14,69.27,14025.6,216.72,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,114.2,114.2,30.0,144.2,1452.51,1452.0,45.79,71.17,45.77,2285,70.23,890,70.84,71.07,18087.74,216.52,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,107.05,107.05,30.0,137.05,1214.12,1214.0,40.83,62.34,40.81,2142,61.52,875,61.92,62.3,11071.79,216.62,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,92.45,92.45,30.0,122.45,958.47,957.0,37.32,60.55,37.3,1850,59.22,645,59.84,60.32,11371.18,216.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,72,71,07/1671671,71671,5014,UP,工作日高峰,0.0,136.75,136.75,30.0,166.75,1799.36,1798.0,47.37,77.36,47.35,2736,76.37,991,77.14,77.2,22305.69,219.82,4,0,0,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,72,71,07/1671671,71671,5014,UP,工作日高峰,0.0,107.3,107.3,30.0,137.3,1307.56,1307.0,43.87,75.75,43.85,2147,73.33,458,74.31,75.36,21394.3,220.6,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,72,71,07/1671671,71671,5014,UP,工作日高峰,0.0,88.9,88.9,30.0,118.9,981.36,980.0,39.74,77.3,39.72,1779,76.16,288,77.06,77.24,14737.34,221.7,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,72,71,07/1671671,71671,5014,UP,工作日高峰,0.0,83.55,83.55,30.0,113.55,865.04,865.0,37.27,72.78,37.25,1672,70.94,223,72.19,72.72,15656.32,220.2,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,77.45,77.45,30.0,107.45,725.91,724.0,33.74,67.85,33.72,1550,66.23,201,67.33,67.75,12260.62,217.12,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,115.55,115.55,30.0,145.55,1552.2,1562.0,48.36,77.09,48.34,2312,76.51,834,77.01,77.05,14871.68,217.14,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
院士路-盎孟港,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,90.4,90.4,30.0,120.4,995.11,994.0,39.63,77.11,39.61,1809,75.16,242,76.69,77.04,18890.4,216.44,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx
盎孟港-三官堂,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,135.95,135.95,30.0,165.95,1877.85,1877.0,49.73,71.68,49.71,2720,70.11,1322,70.42,71.1,16869.75,216.04,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx
三官堂-兴庄路,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,104.45,104.45,30.0,134.45,1080.35,1081.0,37.24,53.63,37.22,2090,52.95,974,53.48,53.56,10411.53,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx
兴庄路-兴海南路,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,92.25,92.25,30.0,122.25,959.22,958.0,37.43,60.12,37.41,1846,58.72,673,59.05,60.02,11165.2,215.54,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx
兴海南路-梅堰,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,82.05,82.05,30.0,112.05,833.74,833.0,36.58,71.97,36.56,1642,69.21,278,69.6,71.85,11865.93,215.34,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx
永茂路-镇海大道,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,142.5,142.5,30.0,172.5,2133.54,2131.0,53.9,77.19,53.88,2851,76.76,1341,77.11,77.15,17656.98,215.34,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx
镇海大道-骆驼桥,72,71,07/1671671,71671,5014,UP,工作日低峰,0.0,117.25,117.25,0.0,117.25,1597.1,1593.0,49.04,77.32,49.02,2346,76.81,867,77.24,77.29,20367.79,215.24,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx
