站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,29.0,29.0,0.0,117.45,12948.01,13074.53,,历史原始实测能耗,126.52,real,class3,class3,80,80,strong,energy_first,215.24,UP015_20240702_210016_R766,14.0,766.0
张家潭-同德路,class1,141.0,29.0,29.0,0.0,151.35,17876.87,16930.95,,历史原始实测能耗,-945.92,extrapolated_adjacent,class2,class2,0,8,generated,energy_first,215.24,UP015_20240702_210016_R766,14.0,767.0
同德路-石碶,class3,109.0,34.0,34.0,0.0,110.05,13100.16,12339.37,,历史原始实测能耗,-760.79,real,class3,class3,60,60,strong,energy_first,215.24,UP015_20240702_210016_R766,14.0,768.0
石碶-雅渡,class2,80.0,30.0,30.0,0.0,84.5,11069.52,12000.74,,历史原始实测能耗,931.22,real,class2,class2,38,38,strong,energy_first,215.44,UP015_20240702_210016_R766,14.0,769.0
雅渡-庙堰,class3,131.9,30.0,30.0,0.0,130.65,19831.38,21190.73,,历史原始实测能耗,1359.35,real,class3,class3,67,67,strong,energy_first,215.44,UP015_20240702_210016_R766,14.0,770.0
庙堰-钟公庙,class3,96.0,30.0,30.0,0.0,95.2,12501.13,13067.77,,历史原始实测能耗,566.64,real,class3,class3,84,84,strong,energy_first,215.64,UP015_20240702_210016_R766,14.0,771.0
钟公庙-鄞州区政府,class5,99.0,40.0,40.0,0.0,90.95,6122.09,10193.11,,历史原始实测能耗,4071.02,extrapolated_adjacent,class4,class4,0,1,generated,energy_first,215.54,UP015_20240702_210016_R766,14.0,772.0
鄞州区政府-钱湖南路,class2,128.0,30.0,30.0,0.0,130.85,18525.92,16118.46,,历史原始实测能耗,-2407.46,real,class2,class2,45,45,strong,energy_first,215.84,UP015_20240702_210016_R766,14.0,773.0
钱湖南路-南高教园区,class3,100.0,35.0,35.0,0.0,100.75,13621.4,13634.57,,历史原始实测能耗,13.17,real,class3,class3,63,63,strong,energy_first,215.94,UP015_20240702_210016_R766,14.0,774.0
南高教园区-下应路,class3,114.0,30.0,30.0,0.0,115.55,18431.79,19139.27,,历史原始实测能耗,707.48,real,class3,class3,63,63,strong,energy_first,215.94,UP015_20240702_210016_R766,14.0,775.0
