run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850704|50704|5012|UP,86.7,974.0704,216.04,1735
07/0850706|50706|5012|UP,89.9,973.815,215.34,1799
07/0850708|50708|5012|UP,89.15,973.873,215.44,1784
07/0850710|50710|5012|UP,89.9,973.4808,215.44,1799
07/0850712|50712|5012|UP,86.55,973.4567,215.74,1732
07/0850714|50714|5012|UP,85.75,974.2635,215.74,1716
07/0951902|51902|5012|UP,85.6,973.9901,215.44,1713
07/0951904|51904|5012|UP,86.35,974.2857,215.84,1728
07/0951906|51906|5012|UP,88.8,973.2037,215.24,1777
07/0951908|51908|5012|UP,89.65,973.1787,215.34,1794
07/0951910|51910|5012|UP,88.8,972.9309,215.64,1777
07/0951912|51912|5012|UP,86.8,974.7367,218.92,1737
07/0951914|51914|5012|UP,89.8,973.2001,217.82,1797
07/1050304|50304|5012|UP,85.85,973.3836,215.44,1718
07/1053002|53002|5012|UP,86.2,974.1249,218.72,1725
07/1053004|53004|5012|UP,90.05,973.1193,216.22,1802
07/1251002|51002|5012|UP,89.0,973.1863,215.34,1781
07/1251004|51004|5012|UP,85.75,973.7014,215.34,1716
07/1251006|51006|5012|UP,88.85,973.1746,215.34,1778
07/1251008|51008|5012|UP,88.8,973.3701,215.64,1777
07/1251012|51012|5012|UP,87.0,974.3037,218.04,1741
07/1251014|51014|5012|UP,88.85,973.5295,215.44,1778
07/1251510|51510|5012|UP,88.75,973.1168,215.64,1776
