time,velocity,acceleration,distance,cumulative_energy
0.0,0.0,0.55,0.0,0.492173969745636
0.05,0.027500000000000004,0.55,0.001374999967939725,0.9863321178889538
0.1,0.05500000000000001,0.55,0.004124999903819175,1.4809342176100084
0.15000000000000002,0.08250000000000002,0.55,0.00824999980763835,1.987275572260289
0.2,0.11000000000000001,0.55,0.013749999679397249,2.5092486938350342
0.25,0.1375,0.55,0.020624999519095872,3.0516698867909806
0.30000000000000004,0.16500000000000004,0.55,0.028874999326734218,3.618635900717964
0.35000000000000003,0.19250000000000003,0.55,0.03849999910231229,4.213426883030448
0.4,0.22000000000000003,0.55,0.04949999884583009,4.838771912026714
0.45,0.24750000000000003,0.55,0.06187499855728761,5.497638116267046
0.5,0.275,0.55,0.07562499823668486,6.192460227788887
0.55,0.30250000000000005,0.55,0.09074999788402183,6.925110491040968
0.6000000000000001,0.33000000000000007,0.55,0.10724999749929852,7.697338774643508
0.65,0.35750000000000004,0.55,0.12512499708251495,8.510802072430176
0.7000000000000001,0.38500000000000006,0.55,0.1443749966336711,9.367011769366435
0.75,0.41250000000000003,0.55,0.16499999615276698,10.267341280496405
0.8,0.44000000000000006,0.55,0.18699999563980257,11.213015081909107
0.8500000000000001,0.4675000000000001,0.55,0.21037499509477792,12.2050758125435
0.9,0.49500000000000005,0.55,0.23512499451769295,13.2444619271497
0.9500000000000001,0.5225000000000001,0.55,0.2612499939085477,14.332071656376364
1.0,0.55,0.55,0.2887499932673422,15.470465658963601
1.05,0.5775000000000001,0.55,0.3176249925940764,16.662206512113002
1.1,0.6050000000000001,0.55,0.3478749918887503,17.907950677343685
1.1500000000000001,0.6325000000000002,0.55,0.379499991151364,19.20827555318081
1.2000000000000002,0.6600000000000001,0.55,0.4124999903819174,20.563859556524037
1.25,0.6875,0.55,0.44687498958041055,21.97523110610475
1.3,0.7150000000000001,0.55,0.4826249887468434,23.442808612299103
1.35,0.7425000000000002,0.55,0.5197499878812158,24.96698642863833
1.4000000000000001,0.7700000000000001,0.55,0.5582499869835281,26.548073006478422
1.4500000000000002,0.7975000000000002,0.55,0.5981249860537802,28.186408942113843
1.5,0.8250000000000001,0.55,0.6393749850919719,29.882301188573148
1.55,0.8525000000000001,0.55,0.6819999840981034,31.635932851362472
1.6,0.8800000000000001,0.55,0.7259999830721746,33.44696503277782
1.6500000000000001,0.9075000000000002,0.55,0.7713749820141855,35.312921010281144
1.7000000000000002,0.9350000000000002,0.55,0.8181249809241363,37.23384326368792
1.75,0.9625000000000001,0.55,0.8662499798020266,39.209737350112746
1.8,0.9900000000000001,0.55,0.9157499786478567,41.24058574047944
1.85,1.0175,0.55,0.9666249774616265,43.32634357689088
1.9000000000000001,1.0450000000000002,0.55,1.018874976243336,45.46694584639413
1.9500000000000002,1.0725000000000002,0.55,1.0724999749929853,47.662305993212925
2.0,1.1,0.55,1.1274999737105742,49.91232330253685
2.0500000000000003,1.1275000000000002,0.55,1.183874972396103,52.216882174509635
2.1,1.1550000000000002,0.55,1.2416249710495715,54.57585561205563
2.15,1.1825,0.55,1.3007499696709797,56.989106082105394
2.2,1.2100000000000002,0.55,1.3612499682603276,59.45648722028771
2.25,1.2375,0.55,1.4231249668176151,61.97784403668681
2.3000000000000003,1.2650000000000003,0.55,1.4863749653428424,64.5530161636595
2.35,1.2925000000000002,0.55,1.5509999638360095,67.1818391192916
2.4000000000000004,1.3200000000000003,0.55,1.6169999622971163,69.86415325181231
2.45,1.3475000000000001,0.55,1.6843749607261627,72.5997900050223
2.5,1.375,0.55,1.753124959123149,75.38857702730293
2.5500000000000003,1.4025000000000003,0.55,1.823249957488075,78.23034180631922
2.6,1.4300000000000002,0.55,1.8947499558209404,81.1249088293335
2.6500000000000004,1.4575000000000002,0.55,1.9676249541217459,84.07210425258236
2.7,1.4850000000000003,0.55,2.041874952390491,87.07175348223926
2.75,1.5125000000000002,0.55,2.1174999506271757,90.12375559549919
2.8000000000000003,1.5400000000000003,0.55,2.1944999488318,93.2280013437754
2.85,1.5675000000000001,0.55,2.2728749470043645,96.38432112610417
2.9000000000000004,1.5950000000000004,0.55,2.3526249451448686,99.59254906547585
2.95,1.6225000000000003,0.55,2.4337499432533125,102.85252479505981
3.0,1.6500000000000001,0.55,2.516249941329696,106.16408746612962
3.0500000000000003,1.6775000000000002,0.55,2.600124939374019,109.52707875946824
3.1,1.7050000000000003,0.55,2.685374937386282,112.94134259470195
3.1500000000000004,1.7325000000000004,0.55,2.771999935366485,116.40672227028483
3.2,1.7600000000000002,0.55,2.859999933314627,119.92306932668791
3.25,1.7875,0.55,2.949374931230709,123.49027708403636
3.3000000000000003,1.8150000000000004,0.55,3.040124929114731,127.10838954988976
3.35,1.8425000000000002,0.55,3.132249926966692,130.77728563086652
3.4000000000000004,1.8700000000000003,0.55,3.225749924786594,134.49684143657268
3.45,1.8975000000000002,0.55,3.3206249225744346,138.26692784120306
3.5,1.9250000000000003,0.55,3.4168749203302156,142.08741930175523
3.5500000000000003,1.9525000000000003,0.55,3.514499918053936,145.95818641161355
3.6,1.9800000000000002,0.55,3.6134999157455963,149.87909934050612
3.6500000000000004,2.0075000000000003,0.55,3.713874913405196,153.8500377361723
3.7,2.035,0.55,3.8156249110327356,157.8708865697285
3.75,2.0625,0.55,3.918749908628215,161.94153445091823
3.8000000000000003,2.0900000000000003,0.55,4.023249906191634,166.06203814792394
3.85,2.1175,0.55,4.1291249037229925,170.23263743756954
3.9000000000000004,2.1450000000000005,0.55,4.236374901222291,174.4532346444389
3.95,2.1725000000000003,0.55,4.3449998986895295,178.72372831330003
4.0,2.2,0.55,4.454999896124708,183.0440256713035
4.05,2.2275,0.55,4.566374893527825,187.41403065188942
4.1000000000000005,2.2550000000000003,0.55,4.6791248908988825,191.83365328693333
4.15,2.2825,0.55,4.793249888237879,196.3028081021275
4.2,2.3100000000000005,0.55,4.9087498855448155,200.82141069499275
4.25,2.3375000000000004,0.55,5.0256248828196926,205.38937252556767
4.3,2.365,0.55,5.1438748800625085,210.00661043047447
4.3500000000000005,2.3925000000000005,0.55,5.263499877273265,214.67300204698307
4.4,2.4200000000000004,0.55,5.384499874451961,219.38847031230398
4.45,2.4475000000000002,0.55,5.506874871598597,224.15294333107363
4.5,2.475,0.55,5.630624868713172,228.96634890455763
4.55,2.5025,0.55,5.7557498657956865,233.82861555847055
4.6000000000000005,2.5300000000000007,0.55,5.882249862846141,238.73969187120758
4.65,2.5575000000000006,0.55,6.010124859864536,243.69954348198303
4.7,2.5850000000000004,0.55,6.13937485685087,248.70870585456902
4.75,2.6125000000000003,0.55,6.269999853805144,253.76712233653984
4.800000000000001,2.6400000000000006,0.55,6.401999850727357,258.8747318552077
4.8500000000000005,2.6675000000000004,0.55,6.53537484761751,264.0314742781408
4.9,2.6950000000000003,0.55,6.670124844475604,269.23678213262053
4.95,2.7225,0.55,6.806249841301637,274.49053413097363
5.0,2.75,0.55,6.943749838095609,279.7926721829057
5.050000000000001,2.7775000000000007,0.55,7.082624834857521,285.1431458776876
5.1000000000000005,2.8050000000000006,0.55,7.222874831587373,290.5419811545318
5.15,2.8325000000000005,0.55,7.364499828285165,295.9891374677732
5.2,2.8600000000000003,0.55,7.507499824950896,301.48456191745464
5.25,2.8875,0.55,7.651874821584567,307.02821509933074
5.300000000000001,2.9150000000000005,0.55,7.797624818186177,312.61999148623926
5.3500000000000005,2.9425000000000003,0.55,7.944749814755728,318.25984514922106
5.4,2.9700000000000006,0.55,8.093249811293218,323.94771285435684
5.45,2.9975000000000005,0.55,8.243124807798647,329.68352585298015
5.5,3.0250000000000004,0.55,8.394374804272017,335.46727814891267
5.550000000000001,3.0525000000000007,0.55,8.546999800713326,341.2995351263921
5.6000000000000005,3.0800000000000005,0.55,8.700999797122575,347.1802068499043
5.65,3.1075000000000004,0.55,8.856374793499764,353.10956819238993
5.7,3.1350000000000002,0.55,9.013124789844893,359.0879730569271
5.75,3.1625,0.55,9.171249786157961,365.11548732887803
5.800000000000001,3.190000000000001,0.55,9.330749782438968,371.19215602280616
5.8500000000000005,3.2175000000000007,0.55,9.491624778687918,377.3184046007554
5.9,3.2450000000000006,0.55,9.653874774904805,383.4944325858636
5.95,3.2725000000000004,0.55,9.817499771089631,389.72021007817574
6.0,3.3000000000000003,0.55,9.982499767242398,395.9957223461633
6.050000000000001,3.3275000000000006,0.55,10.148874763363105,402.32097579218015
6.1000000000000005,3.3550000000000004,0.55,10.31662475945175,408.69605306303856
6.15,3.3825000000000003,0.55,10.485749755508337,415.1209536445183
6.2,3.4100000000000006,0.55,10.656249751532863,421.59572753292366
6.25,3.4375000000000004,0.55,10.828124747525328,428.12053666678213
6.300000000000001,3.4650000000000007,0.55,11.001374743485734,434.695452072481
6.3500000000000005,3.4925000000000006,0.55,11.17599973941408,441.3204943765645
6.4,3.5200000000000005,0.55,11.351999735310363,447.995709664446
6.45,3.5475000000000003,0.55,11.529374731174588,454.7211293195037
6.5,3.575,0.55,11.708124727006753,461.49679411677596
6.550000000000001,3.6025000000000005,0.55,11.888249722806858,468.3227113515967
6.6000000000000005,3.630000000000001,0.55,12.0697497185749,475.1989885775205
6.65,3.6575000000000006,0.55,12.252624714310883,482.1257455262589
6.7,3.6850000000000005,0.55,12.436874710014807,489.10299810350784
6.75,3.7125000000000004,0.55,12.62249970568667,496.130778091981
6.800000000000001,3.7400000000000007,0.55,12.809499701326471,503.2090984194199
6.8500000000000005,3.7675000000000005,0.55,12.997874696934215,510.33794513006853
6.9,3.7950000000000004,0.55,13.187624692509896,517.51728696988
6.95,3.8225000000000002,0.55,13.378749688053517,524.7471144169516
