站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,42,41,07/0870841,70841,5012,UP,工作日高峰,0.0,116.8,116.8,30.0,146.8,1450.64,1428.0,44.71,66.68,44.69,2337,64.88,1063,65.37,66.44,13470.93,215.24,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,42,41,07/0870841,70841,5012,UP,工作日高峰,0.0,150.8,150.8,30.0,180.8,2053.64,2017.0,49.03,65.15,49.01,3017,63.81,1787,64.81,64.93,17564.43,215.94,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,42,41,07/0870841,70841,5012,UP,工作日高峰,0.0,106.15,106.15,30.0,136.15,1352.44,1332.0,45.87,77.74,45.85,2124,75.16,685,75.4,77.55,16328.44,216.42,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,42,41,07/0870841,70841,5012,UP,工作日高峰,0.0,79.25,79.25,30.0,109.25,840.33,827.0,38.17,73.53,38.15,1586,72.06,286,73.38,73.46,12340.67,220.6,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,42,41,07/0870841,70841,5012,UP,工作日高峰,0.0,133.7,133.7,30.0,163.7,1889.6,1860.0,50.88,73.91,50.86,2675,72.44,1291,73.01,73.71,20805.04,222.3,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,42,41,07/0870841,70841,5012,UP,工作日高峰,0.0,94.45,94.45,30.0,124.45,1103.86,1086.0,42.07,78.68,42.05,1890,74.83,444,75.94,78.61,17132.49,225.9,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,42,41,07/0870841,70841,5012,UP,工作日高峰,0.0,89.8,89.8,30.0,119.8,999.15,984.0,40.05,73.62,40.03,1797,71.31,408,71.58,73.49,12508.22,228.2,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,42,41,07/0870841,70841,5012,UP,工作日高峰,0.0,128.45,128.45,30.0,158.45,1839.78,1811.0,51.56,76.91,51.54,2570,75.54,1141,76.11,76.68,19610.14,231.4,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,42,41,07/0870841,70841,5012,UP,工作日高峰,0.0,97.05,97.05,30.0,127.05,1187.12,1155.0,44.04,78.85,44.01,1942,77.8,482,78.49,78.81,17206.48,233.6,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,42,41,07/0870841,70841,5012,UP,工作日高峰,0.0,109.85,109.85,30.0,139.85,1473.71,1452.0,48.3,78.85,48.27,2198,78.24,719,78.73,78.77,23055.01,236.7,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,42,41,07/0870841,70841,5012,UP,工作日高峰,0.0,101.25,101.25,30.0,131.25,1233.17,1214.0,43.85,73.07,43.82,2026,72.48,637,72.95,73.0,15086.76,238.6,2,0,0,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,42,41,07/0870841,70841,5012,UP,工作日高峰,0.0,91.8,91.8,30.0,121.8,972.74,957.0,38.15,61.45,38.13,1837,59.85,661,60.46,61.28,12433.83,238.5,3,0,0,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
