run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,91.9,93.0,1.190764,0.923823,0.984639,21.851626,20.757885,-1.093741
07/0850712|50712|5012|UP,91.45,93.0,1.044338,0.753891,0.991555,21.858333,20.757885,-1.100448
07/0850714|50714|5012|UP,91.8,93.0,1.072428,0.790367,0.988741,21.851907,20.757885,-1.094022
07/0951902|51902|5012|UP,91.8,93.0,1.034564,0.785212,0.98765,21.698439,20.757885,-0.940554
07/0951904|51904|5012|UP,91.9,93.0,1.130096,0.836227,0.985208,21.88966,20.757885,-1.131774
07/0951912|51912|5012|UP,92.1,93.0,1.243254,0.921491,0.982071,21.905556,20.757885,-1.14767
07/1050503|50503|5012|UP,92.05,93.0,1.184019,0.910727,0.985213,21.85,20.757885,-1.092115
07/1053002|53002|5012|UP,91.95,93.0,1.054014,0.780435,0.988477,21.697886,20.757885,-0.940001
07/1251004|51004|5012|UP,91.95,93.0,1.175274,0.892711,0.98567,21.883333,20.757885,-1.125448
07/1251012|51012|5012|UP,91.65,93.0,1.076769,0.784946,0.989768,21.905556,20.757885,-1.14767
