section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,82,83,07/1971982,0,2319,mps,44.36,64.02,1025,0.92,65.75,65.46,64.49,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,82,83,07/1971982,0,3048,mps,47.72,62.11,1812,0.92,63.23,63.15,63.03,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,82,83,07/1971982,0,2104,mps,45.56,76.56,619,0.92,77.53,77.42,77.33,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,82,83,07/1971982,0,1584,mps,37.62,72.33,197,0.92,75.81,75.57,72.91,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,82,83,07/1971982,0,2639,mps,50.76,73.95,1163,0.92,76.48,76.32,74.31,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,82,83,07/1971982,0,1874,mps,41.78,74.43,422,0.92,77.57,77.37,74.81,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,82,83,07/1971982,0,1769,mps,40.09,75.15,304,0.92,77.63,77.49,75.27,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,82,83,07/1971982,0,2567,mps,50.84,74.35,1139,0.92,75.78,75.6,75.02,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,82,83,07/1971982,0,1938,mps,43.43,76.81,478,0.92,77.61,77.55,77.45,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,82,83,07/1971982,0,2215,mps,47.22,77.05,718,0.92,77.63,77.58,77.53,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,82,83,07/1971982,0,2030,mps,43.07,71.35,640,0.92,71.88,71.84,71.8,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,82,83,07/1971982,0,1825,mps,37.82,60.99,614,0.92,63,62.85,61.61,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,82,83,07/1871882,1,2712,mps,47.76,70.33,934,0.92,71.85,71.79,71.71,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,82,83,07/1871882,1,2399,mps,39.26,67.32,313,0.92,69.67,69.39,68.05,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,82,83,07/1871882,1,1838,mps,38.44,69.05,378,0.92,70.81,70.74,70.54,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,82,83,07/1871882,1,1714,mps,36.32,69.23,265,0.92,70.87,70.75,70.08,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,82,83,07/1971982,0,1526,mps,34.26,66.37,232,0.92,67.5,67.4,67.29,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,82,83,07/1971982,0,2285,mps,48.9,76.93,824,0.92,77.59,77.55,77.51,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,82,83,07/1971982,0,1811,mps,39.59,75.74,258,0.92,77.5,77.42,77.32,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,82,83,07/1971982,0,2613,mps,51.78,76,1155,0.92,76.93,76.78,76.59,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,82,83,07/1971982,0,1968,mps,39.52,61.95,698,0.92,62.93,62.81,62.66,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,82,83,07/1971982,0,1772,mps,38.99,71.14,362,0.92,72.09,72,71.94,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
23,兴海南路-梅堰,82,83,07/1971982,0,1639,mps,36.65,75.28,152,0.92,77.36,77.28,75.48,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx,
25,永茂路-镇海大道,82,83,07/1971982,0,2852,mps,53.86,77.08,1333,0.92,77.52,77.45,77.42,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_永茂路-镇海大道.xlsx,
26,镇海大道-骆驼桥,82,83,07/1971982,0,2335,mps,49.24,77.09,857,0.92,77.7,77.65,77.53,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_镇海大道-骆驼桥.xlsx,
