t,v,s,t_global,station_pair
0.0,0.0,0.0,346.55,同德路-石碶
0.05,0.027500000000000004,0.0013750000000000004,346.6,同德路-石碶
0.1,0.05500000000000001,0.004125000000000001,346.65000000000003,同德路-石碶
0.15000000000000002,0.08250000000000002,0.008250000000000002,346.7,同德路-石碶
0.2,0.11000000000000001,0.013750000000000004,346.75,同德路-石碶
0.25,0.1375,0.020625000000000004,346.8,同德路-石碶
0.30000000000000004,0.16500000000000004,0.028875000000000005,346.85,同德路-石碶
0.35000000000000003,0.19250000000000003,0.038500000000000006,346.90000000000003,同德路-石碶
0.4,0.22000000000000003,0.04950000000000001,346.95,同德路-石碶
0.45,0.24750000000000003,0.06187500000000001,347.0,同德路-石碶
0.5,0.275,0.07562500000000001,347.05,同德路-石碶
0.55,0.30250000000000005,0.09075000000000001,347.1,同德路-石碶
0.6000000000000001,0.33000000000000007,0.10725000000000001,347.15000000000003,同德路-石碶
0.65,0.35750000000000004,0.12512500000000001,347.2,同德路-石碶
0.7000000000000001,0.38500000000000006,0.14437500000000003,347.25,同德路-石碶
0.75,0.41250000000000003,0.16500000000000004,347.3,同德路-石碶
0.8,0.44000000000000006,0.18700000000000006,347.35,同德路-石碶
0.8500000000000001,0.4675000000000001,0.21037500000000006,347.40000000000003,同德路-石碶
0.9,0.49500000000000005,0.23512500000000006,347.45,同德路-石碶
0.9500000000000001,0.5225000000000001,0.26125000000000004,347.5,同德路-石碶
1.0,0.55,0.28875000000000006,347.55,同德路-石碶
1.05,0.5775000000000001,0.31762500000000005,347.6,同德路-石碶
1.1,0.6050000000000001,0.34787500000000005,347.65000000000003,同德路-石碶
1.1500000000000001,0.6325000000000002,0.37950000000000006,347.7,同德路-石碶
1.2000000000000002,0.6600000000000001,0.4125000000000001,347.75,同德路-石碶
1.25,0.6875,0.4468750000000001,347.8,同德路-石碶
1.3,0.7150000000000001,0.4826250000000001,347.85,同德路-石碶
1.35,0.7425000000000002,0.51975,347.90000000000003,同德路-石碶
1.4000000000000001,0.7700000000000001,0.55825,347.95,同德路-石碶
1.4500000000000002,0.7975000000000002,0.598125,348.0,同德路-石碶
