站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
布政-张家潭,class3,115.0,30.0,30.0,0.0,118.95,12947.95,14175.86,14117.61,历史原始实测能耗,1227.91,real,class3,class3,80,80,strong,energy_first,215.24,UP040_20240706_192930_R2142,39.0,2142.0
张家潭-同德路,class1,141.0,29.0,29.0,0.0,149.3,18108.33,17501.4,17019.25,历史原始实测能耗,-606.93,extrapolated_adjacent,class2,class2,0,8,generated,energy_first,215.24,UP040_20240706_192930_R2142,39.0,2143.0
同德路-石碶,class3,109.0,34.0,34.0,0.0,111.4,12861.48,13742.63,13037.38,历史原始实测能耗,881.15,real,class3,class3,60,60,strong,energy_first,215.24,UP040_20240706_192930_R2142,39.0,2144.0
石碶-雅渡,class2,80.0,29.0,29.0,0.0,81.4,11034.59,12973.07,12679.46,历史原始实测能耗,1938.48,real,class2,class2,38,38,strong,energy_first,215.34,UP040_20240706_192930_R2142,39.0,2145.0
雅渡-庙堰,class3,131.9,30.0,30.0,0.0,131.35,19813.89,21666.81,21105.55,历史原始实测能耗,1852.92,real,class3,class3,67,67,strong,energy_first,215.54,UP040_20240706_192930_R2142,39.0,2146.0
庙堰-钟公庙,class3,96.0,30.0,30.0,0.0,96.15,12582.42,13820.86,13741.05,历史原始实测能耗,1238.44,real,class3,class3,84,84,strong,energy_first,215.64,UP040_20240706_192930_R2142,39.0,2147.0
钟公庙-鄞州区政府,class5,99.0,40.0,40.0,0.0,89.5,5807.72,12963.92,12478.19,历史原始实测能耗,7156.2,extrapolated_adjacent,class4,class4,0,1,generated,energy_first,215.34,UP040_20240706_192930_R2142,39.0,2148.0
鄞州区政府-钱湖南路,class3,132.1,31.0,31.0,0.0,131.95,16088.87,16333.63,15739.28,历史原始实测能耗,244.76,real,class3,class3,62,62,strong,energy_first,215.84,UP040_20240706_192930_R2142,39.0,2149.0
钱湖南路-南高教园区,class3,100.0,36.0,36.0,0.0,98.7,13853.31,14333.68,14364.62,历史原始实测能耗,480.37,real,class3,class3,63,63,strong,energy_first,215.64,UP040_20240706_192930_R2142,39.0,2150.0
南高教园区-下应路,class4,120.0,30.0,30.0,0.0,113.6,17097.45,19853.07,19913.55,历史原始实测能耗,2755.62,extrapolated_adjacent,class3,class3,0,63,generated,energy_first,215.64,UP040_20240706_192930_R2142,39.0,2151.0
下应路-大洋江,class3,106.0,30.0,30.0,0.0,106.1,11097.47,12766.4,12136.57,历史原始实测能耗,1668.93,real,class3,class3,65,65,strong,energy_first,215.94,UP040_20240706_192930_R2142,39.0,2152.0
大洋江-泗港,class3,92.0,29.0,29.0,0.0,91.7,10581.11,11751.15,11363.13,历史原始实测能耗,1170.04,real,class3,class3,99,99,strong,energy_first,215.74,UP040_20240706_192930_R2142,39.0,2153.0
