站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
泗港-曹隘,class4,137.0,30.0,30.0,0.0,135.4,24111.8,22978.37,24118.05,历史原始实测能耗,-1133.43,real,class4,class4,82,82,strong,energy_first,215.54,UP040_20240706_192930_R2142,39.0,2154.0
曹隘-柳隘,class4,113.0,30.0,30.0,0.0,107.2,12091.41,20763.77,16683.3,历史原始实测能耗,8672.36,real,class4,class4,1,1,weak,energy_first,215.54,UP040_20240706_192930_R2142,39.0,2155.0
柳隘-海晏北路,class3,92.0,45.0,45.0,0.0,89.4,11444.4,13995.44,14156.57,历史原始实测能耗,2551.04,real,class3,class3,35,35,strong,energy_first,215.74,UP040_20240706_192930_R2142,39.0,2156.0
海晏北路-民安东路,class4,89.0,29.0,29.0,0.0,84.0,12426.25,15624.4,14117.9,历史原始实测能耗,3198.15,extrapolated_adjacent,class3,class3,0,41,generated,energy_first,217.52,UP040_20240706_192930_R2142,39.0,2157.0
民安东路-会展中心,class4,83.0,30.0,30.0,0.0,77.4,7632.57,12284.81,11874.41,历史原始实测能耗,4652.24,extrapolated_adjacent,class3,class3,0,8,generated,energy_first,217.72,UP040_20240706_192930_R2142,39.0,2158.0
会展中心-院士路,class3,115.0,30.0,30.0,0.0,115.35,14476.83,14921.4,14254.87,历史原始实测能耗,444.57,real,class3,class3,104,104,strong,energy_first,217.44,UP040_20240706_192930_R2142,39.0,2159.0
院士路-盎孟港,class4,96.0,30.0,30.0,0.0,90.25,13604.88,18816.83,17567.3,历史原始实测能耗,5211.95,extrapolated_adjacent,class3,class3,0,99,generated,energy_first,216.84,UP040_20240706_192930_R2142,39.0,2160.0
盎孟港-三官堂,class2,132.0,35.0,35.0,0.0,138.1,17960.0,16644.06,16542.21,历史原始实测能耗,-1315.94,real,class2,class2,52,52,strong,energy_first,216.34,UP040_20240706_192930_R2142,39.0,2161.0
三官堂-兴庄路,class1,94.0,31.0,31.0,0.0,104.35,13647.36,10893.41,11483.02,历史原始实测能耗,-2753.95,extrapolated_adjacent,class2,class2,0,46,generated,energy_first,217.12,UP040_20240706_192930_R2142,39.0,2162.0
兴庄路-兴海南路,class4,96.0,30.0,30.0,0.0,90.8,9582.07,12906.87,12615.25,历史原始实测能耗,3324.8,extrapolated_adjacent,class3,class3,0,72,generated,energy_first,217.02,UP040_20240706_192930_R2142,39.0,2163.0
兴海南路-梅堰,class4,86.0,35.0,35.0,0.0,82.35,9623.1,12771.28,12569.39,历史原始实测能耗,3148.18,extrapolated_adjacent,class3,class3,0,73,generated,energy_first,216.62,UP040_20240706_192930_R2142,39.0,2164.0
梅堰-永茂路,class3,313.0,28.0,28.0,0.0,330.3,30493.98,25942.91,25785.78,历史原始实测能耗,-4551.07,real,class3,class3,20,20,strong,energy_first,216.22,UP040_20240706_192930_R2142,31.0,2165.0
永茂路-镇海大道,class2,141.0,27.0,27.0,0.0,142.4,18389.93,17871.16,18155.13,历史原始实测能耗,-518.77,real,class2,class2,59,59,strong,energy_first,216.12,UP040_20240706_192930_R2142,39.0,2166.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,117.65,20006.79,20478.49,19955.27,历史原始实测能耗,471.7,real,class2,class2,101,101,strong,energy_first,215.54,UP040_20240706_192930_R2142,39.0,2167.0
--- 总计 ---,节能率: 9.89%,3025.0,788.0,788.0,0.0,3813.05,377365.96,418775.68,407574.09,历史原始实测能耗,41409.72,,,,,,,energy_first,,,,
