section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,8,9,07/0270208,0,2335,mps,44.04,63.94,1052,0.92,65.57,65.36,64.42,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,8,9,07/0270208,0,3025,mps,48.1,62.81,1787,0.92,64.28,63.95,63.8,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,8,9,07/0270208,0,2121,mps,45.16,74.36,676,0.92,76.98,76.87,74.75,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,8,9,07/0270208,0,1638,mps,36.36,72.87,164,0.92,74.91,74.82,73.49,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,8,9,07/0270208,0,2581,mps,51.89,77.23,1094,0.92,77.9,77.85,77.67,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,8,9,07/0270208,0,1879,mps,41.66,74.47,402,0.92,77.66,77.47,74.94,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,8,9,07/0270208,0,1775,mps,39.94,76.41,288,0.92,77.68,77.63,77.5,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,8,9,07/0270208,0,2557,mps,51.06,76.04,1097,0.92,77.32,77.23,76.68,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,8,9,07/0270208,0,1942,mps,43.33,76.88,465,0.92,77.75,77.66,77.55,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,8,9,07/0270208,0,2214,mps,47.21,77.13,711,0.92,77.76,77.68,77.64,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,8,9,07/0270208,0,2030,mps,43.08,71.38,641,0.92,71.95,71.92,71.86,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,8,9,07/0270208,0,1841,mps,37.47,59.25,643,0.92,61.02,60.87,59.92,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,8,9,07/0270208,0,2694,mps,48.07,76.87,961,0.92,77.81,77.69,77.6,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,8,9,07/0270208,0,2136,mps,44.1,73.44,468,0.92,75.53,75.2,74.67,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
15,柳隘-海晏北路,8,9,07/0270208,0,1780,mps,39.67,76.54,286,0.92,77.73,77.68,77.56,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx,
16,海晏北路-民安东路,8,9,07/0270208,0,1668,mps,37.33,71.43,218,0.92,73.37,73.29,72.7,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx,
17,民安东路-会展中心,8,9,07/0270208,0,1536,mps,34.02,65.65,224,0.92,67.3,67.24,66.29,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx,
18,会展中心-院士路,8,9,07/0270208,0,2293,mps,48.74,77.06,825,0.92,77.66,77.63,77.59,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx,
19,院士路-盎孟港,8,9,07/0270208,0,1809,mps,39.6,75.8,255,0.92,77.6,77.52,77.4,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_院士路-盎孟港.xlsx,
20,盎孟港-三官堂,8,9,07/0270208,0,2627,mps,51.49,76.03,1166,0.92,77.01,76.9,76.65,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_盎孟港-三官堂.xlsx,
21,三官堂-兴庄路,8,9,07/0270208,0,1966,mps,39.58,61.83,698,0.92,62.94,62.87,62.52,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_三官堂-兴庄路.xlsx,
22,兴庄路-兴海南路,8,9,07/0270208,0,1758,mps,39.29,71.23,363,0.92,72.13,72.08,72.03,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴庄路-兴海南路.xlsx,
23,兴海南路-梅堰,8,9,07/0270208,0,1630,mps,36.87,75.55,159,0.92,77.49,77.41,76.12,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_兴海南路-梅堰.xlsx,
