station_pair,target_l_from_data_m,class3_time_median_s,class3_target_time_s,class3_peak_speed_ref_mps,class3_peak_speed_ref_kmh,T_acc_ref_s,T_mid_ref_s,T_br_ref_s,D_acc_ref_m,D_mid_ref_m,D_br_ref_m,ref_curve_distance_m,mass_median,n_runs_class3
兴海南路-梅堰,846.3192708333333,79.75,82.0,20.4061146614316,73.46201278115377,31.000000000000004,11.3,37.449999999999996,276.92118048322567,227.86025047282624,342.2585983138734,847.0400292699247,215.34,13
