//,
// File: D:\OutPut/OT_Course_Load51904.csv.Wis,
//,
// Produced by OpenTrack: Tue Mar 24 15:11:25 2026,
// Energy In/Distance of Course: Course_Load51904.csv,
// Desc.: ,
// Train: Train1 (120 m / 214 t),
// Train Speedtype: Reihe R,
// Itineraries: 1: I:STA_1_[106]-STA_27_[2343],
// Scenario:  Adh. Outside: good / Adh. Tunnel: good / Delay: None / Global Perf.: 100.0 % / Course on Time Perf.: 90.0 % / Course Delay Perf.: 100.0 % / Step: 1.0 s / Time: 08:00:00 - 09:50:00,
//,
// Type    : OT_Plot,
// Desc.   : OT_Wis,
// x-Legend: [km],
// y-Legend: [MJ],
//,
0,0
0,0
0.0003,0.0569
0.0014,0.2277
0.0032,0.5126
0.0056,0.9116
0.0088,1.4251
0.0126,2.0535
0.0171,2.797
0.0224,3.6562
0.0283,4.6315
0.035,5.7237
0.0423,6.9332
0.0504,8.261
0.0591,9.7078
0.0686,11.2744
0.0787,12.9617
0.0896,14.7709
0.1011,16.7029
0.1134,18.7589
0.1263,20.94
0.14,23.2318
0.1543,25.5839
0.1693,26.7663
0.1843,26.7663
0.1993,26.7663
0.2143,26.7663
0.2293,26.7663
0.2443,26.7663
0.2593,26.7663
0.2743,26.7663
0.2893,26.7663
0.3043,26.7663
0.3193,26.7663
0.3343,26.7663
0.3493,26.7663
0.3643,26.7663
0.3793,26.7663
0.3943,26.7663
0.4093,26.7663
0.4243,26.7663
0.4393,26.7663
0.4543,26.7663
0.4693,26.7663
0.4843,26.7663
0.4993,26.7663
0.5143,26.7663
0.5293,26.7663
0.5443,26.7663
0.5593,26.7663
0.5743,26.7663
0.5893,26.7663
0.6043,26.7663
0.6193,26.7663
0.6343,26.7663
0.6493,26.7663
0.6643,26.7663
0.6793,26.7663
0.6943,26.7663
0.7093,26.7774
0.7243,26.8232
0.7393,26.9163
0.7543,27.0566
0.7693,27.2441
0.7843,27.4783
0.7993,27.7355
0.8143,27.9928
0.8293,28.2501
0.8443,28.5073
0.8593,28.7646
0.8743,29.0219
0.8893,29.2791
0.9043,29.5364
0.9193,29.7937
0.9343,30.0509
0.9493,30.3082
0.9643,30.5655
0.9793,30.8227
0.9943,31.08
1.0093,31.3373
1.0243,31.6042
1.0393,31.9142
1.0543,32.2909
1.0693,32.7344
1.0843,33.2447
1.0993,33.8217
1.1143,34.4655
1.1293,35.176
1.1443,35.9435
1.1593,36.7348
1.1743,37.5261
1.1893,38.3174
1.2043,39.1086
1.2086,39.8999
1.2237,40.2955
1.2383,40.2955
1.2524,40.2955
1.2659,40.2955
1.2788,40.2955
1.2912,40.2955
1.3031,40.2955
1.3145,40.2955
1.3253,40.2955
1.3355,40.2955
