class,curve_source,parent_ref,supporting_refs,real_sample_count,sample_reliability,template_source,template_run_id,template_distance_to_median_rmse_mps,center_time_median_s,time_s,samples,peak_v_kmh
class2,real,class2,class2,32,strong,medoid_real_run,07/1971987|71987|5014|UP,0.052201,130.05,130.05,32,77.95
class3,real,class3,class3,67,strong,medoid_real_run,07/0370319|70319|5014|UP,0.118549,132.75,132.75,67,75.25
class4,real,class4,class4,10,strong,medoid_real_run,07/2672692|72692|5012|UP,0.057516,136.5,136.5,10,71.51
