站间区间,趟次,segment,日期+服务号,服务号,车底号,方向,时段,开始时刻(s),结束时刻(s),历史运行时间(s),历史停站时间(s),历史累计用时含停站(s),区间距离(m),站间距(m),平均速度(km/h),最高速度(km/h),速度点平均(km/h),速度采样点数,巡航平均速度(km/h),巡航点数,P95速度(km/h),P99速度(km/h),历史实测能耗(Wh),平均重量(t),运行等级,是否晚上八点后,曲线质量标签,源文件
布政-张家潭,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,117.45,117.45,30.0,147.45,1428.37,1428.0,43.78,64.74,43.76,2350,62.72,1087,63.21,64.52,13074.53,215.24,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx
张家潭-同德路,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,151.35,151.35,30.0,181.35,2020.95,2017.0,48.07,64.13,48.05,3028,62.81,1757,63.76,63.9,16930.95,215.24,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx
同德路-石碶,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,110.05,110.05,30.0,140.05,1330.91,1332.0,43.54,66.54,43.52,2202,65.21,905,65.87,66.36,12339.37,215.24,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx
石碶-雅渡,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,84.5,84.5,30.0,114.5,827.26,827.0,35.24,66.51,35.22,1691,62.47,335,63.01,66.19,12000.74,215.44,4,1,1,data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx
雅渡-庙堰,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,130.65,130.65,30.0,160.65,1860.75,1860.0,51.27,76.99,51.25,2614,75.27,1110,75.75,76.59,21190.73,215.44,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx
庙堰-钟公庙,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,95.2,95.2,30.0,125.2,1087.54,1086.0,41.13,70.42,41.1,1905,67.8,562,68.22,70.23,13067.77,215.64,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx
钟公庙-鄞州区政府,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,90.95,90.95,30.0,120.95,984.33,984.0,38.96,66.94,38.94,1820,64.29,561,64.53,66.79,10193.11,215.54,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx
鄞州区政府-钱湖南路,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,130.85,130.85,30.0,160.85,1812.16,1811.0,49.86,71.84,49.84,2618,70.72,1247,71.44,71.64,16118.46,215.84,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx
钱湖南路-南高教园区,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,100.75,100.75,30.0,130.75,1169.4,1155.0,41.78,68.96,41.76,2016,66.62,690,67.28,68.67,13634.57,215.94,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx
南高教园区-下应路,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,115.55,115.55,30.0,145.55,1452.08,1452.0,45.24,70.09,45.22,2312,68.98,941,69.71,69.91,19139.27,215.94,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx
下应路-大洋江,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,105.4,105.4,30.0,135.4,1213.65,1214.0,41.45,63.86,41.43,2109,62.98,847,63.65,63.76,11311.61,215.84,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx
大洋江-泗港,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,91.75,91.75,30.0,121.75,958.43,957.0,37.61,60.75,37.59,1836,58.98,666,59.67,60.52,11375.67,215.54,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx
泗港-曹隘,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,134.8,134.8,30.0,164.8,1799.27,1798.0,48.05,77.78,48.03,2697,76.97,835,77.46,77.63,22444.78,215.64,4,1,1,data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx
曹隘-柳隘,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,106.2,106.2,30.0,136.2,1308.3,1307.0,44.35,75.82,44.33,2125,73.53,469,74.75,75.41,20848.22,215.34,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx
柳隘-海晏北路,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,90.4,90.4,30.0,120.4,981.02,980.0,39.07,66.65,39.05,1809,65.49,535,66.27,66.59,11061.81,215.24,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_柳隘-海晏北路.xlsx
海晏北路-民安东路,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,83.55,83.55,30.0,113.55,864.9,865.0,37.27,73.56,37.24,1672,71.6,211,72.79,73.5,15759.25,216.12,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_海晏北路-民安东路.xlsx
民安东路-会展中心,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,77.05,77.05,30.0,107.05,725.48,724.0,33.9,68.21,33.87,1542,66.58,196,67.83,68.15,12439.77,216.52,2,1,1,data\data_processed_step2_v3_all_curve_quality\results_民安东路-会展中心.xlsx
会展中心-院士路,15,14,07/0270214,70214,5014,UP,工作日低峰,0.0,114.6,114.6,30.0,144.6,1552.11,1562.0,48.76,77.67,48.74,2293,76.98,826,77.53,77.61,14866.72,216.42,3,1,1,data\data_processed_step2_v3_all_curve_quality\results_会展中心-院士路.xlsx
