section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,14,15,07/0270214,1,2350,mps,43.76,62.72,1087,0.92,64.74,64.52,63.21,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,14,15,07/0270214,1,3028,mps,48.05,62.81,1757,0.92,64.13,63.9,63.76,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,14,15,07/0270214,1,2202,mps,43.52,65.21,905,0.92,66.54,66.36,65.87,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,14,15,07/0270214,1,1691,mps,35.22,62.47,335,0.92,66.51,66.19,63.01,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,14,15,07/0270214,1,2614,mps,51.25,75.27,1110,0.92,76.99,76.59,75.75,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,14,15,07/0270214,1,1905,mps,41.1,67.8,562,0.92,70.42,70.23,68.22,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,14,15,07/0270214,1,1820,mps,38.94,64.29,561,0.92,66.94,66.79,64.53,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,14,15,07/0270214,1,2618,mps,49.84,70.72,1247,0.92,71.84,71.64,71.44,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,14,15,07/0270214,1,2016,mps,41.76,66.62,690,0.92,68.96,68.67,67.28,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,14,15,07/0270214,1,2312,mps,45.22,68.98,941,0.92,70.09,69.91,69.71,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,14,15,07/0270214,1,2109,mps,41.43,62.98,847,0.92,63.86,63.76,63.65,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
