station_pair,class_name,status,reason,parent_ref,target_time_s,curve_csv,sim_time_s,peak_speed_kmh,total_dist_m
盎孟港-三官堂,class1,overspeed,最终生成曲线最高速度为 82.235390 km/h，超过 80.0 km/h，删除该等级,class2,126.0,,,,
盎孟港-三官堂,class2,generated,最终生成曲线后验检查通过，峰值 74.580863 km/h,class2,132.0,D:\energy_conservation\output\ato_generated_results_new_v3\盎孟港-三官堂\class2_generated_curve.csv,132.0,74.5809,1907.2516
盎孟港-三官堂,class3,generated,最终生成曲线后验检查通过，峰值 67.222681 km/h,class3,139.0,D:\energy_conservation\output\ato_generated_results_new_v3\盎孟港-三官堂\class3_generated_curve.csv,139.0,67.2227,1906.5461
盎孟港-三官堂,class4,generated,最终生成曲线后验检查通过，峰值 61.339909 km/h,class3,146.0,D:\energy_conservation\output\ato_generated_results_new_v3\盎孟港-三官堂\class4_generated_curve.csv,146.0,61.3399,1906.5461
盎孟港-三官堂,class5,generated,最终生成曲线后验检查通过，峰值 56.879099 km/h,class3,153.0,D:\energy_conservation\output\ato_generated_results_new_v3\盎孟港-三官堂\class5_generated_curve.csv,153.0,56.8791,1906.5461
