run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,126.25,127.95,0.586693,0.515168,0.99689,21.355915,20.615181,-0.740734
07/0850712|50712|5012|UP,126.35,127.95,0.578514,0.506066,0.996906,21.329366,20.615181,-0.714185
07/0850714|50714|5012|UP,125.55,127.95,0.852502,0.752822,0.99585,21.740402,20.615181,-1.125221
07/0951902|51902|5012|UP,125.4,127.95,0.788037,0.70134,0.995669,21.686111,20.615181,-1.07093
07/0951904|51904|5012|UP,125.3,127.95,0.822704,0.727083,0.995592,21.7455,20.615181,-1.130319
07/0951912|51912|5012|UP,125.05,127.95,0.903673,0.800985,0.994735,21.827097,20.615181,-1.211916
07/1050304|50304|5012|UP,126.4,127.95,0.563605,0.497007,0.997884,21.336111,20.615181,-0.72093
07/1053002|53002|5012|UP,124.95,127.95,1.049715,0.914773,0.992971,21.758142,20.615181,-1.142961
07/1251004|51004|5012|UP,124.45,127.95,1.099937,0.965887,0.99365,21.877651,20.615181,-1.26247
07/1251012|51012|5012|UP,125.25,127.95,0.801546,0.706799,0.996902,21.763175,20.615181,-1.147994
