class,curve_source,parent_ref,supporting_refs,real_sample_count,sample_reliability,template_source,template_run_id,template_distance_to_median_rmse_mps,center_time_median_s,time_s,samples,peak_v_kmh
class2,real,class2,class2,5,strong,medoid_real_run,07/1871875|71875|5014|UP,0.03889,89.35,89.35,5,77.62
class3,real,class3,class3,99,strong,medoid_real_run,07/0670634|70634|5014|UP,0.181551,90.6,90.6,99,77.06
