section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,69,70,07/1671669,0,2341,mps,43.95,63.93,1079,0.92,65.21,65,64.2,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,69,70,07/1671669,0,3037,mps,47.92,62.77,1799,0.92,63.82,63.52,63.42,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,69,70,07/1671669,0,2197,mps,43.6,66.53,866,0.92,67.64,67.42,66.87,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,69,70,07/1671669,0,1579,mps,37.72,70.13,298,0.92,71.66,71.53,71.03,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,69,70,07/1671669,0,2708,mps,49.45,70.23,1321,0.92,71.22,71.07,70.68,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,69,70,07/1671669,0,1942,mps,40.31,65.66,613,0.92,68.75,68.43,65.77,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,69,70,07/1671669,0,1822,mps,38.92,66.74,501,0.92,68.52,68.42,67.06,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,69,70,07/1671669,0,2614,mps,49.91,71.75,1225,0.92,72.53,72.36,72.14,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,69,70,07/1671669,0,1996,mps,42.18,68.6,657,0.92,69.44,69.24,69.15,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,69,70,07/1671669,0,2320,mps,45.08,68.67,948,0.92,69.42,69.27,69.16,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
11,下应路-大洋江,69,70,07/1671669,0,2117,mps,41.29,64.39,801,0.92,65.41,65.32,64.67,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_下应路-大洋江.xlsx,
12,大洋江-泗港,69,70,07/1671669,0,1858,mps,37.15,58.58,649,0.92,59.47,59.38,59.24,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_大洋江-泗港.xlsx,
13,泗港-曹隘,69,70,07/1671669,0,2699,mps,48,76.45,934,0.92,77.36,77.19,77.13,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_泗港-曹隘.xlsx,
14,曹隘-柳隘,69,70,07/1671669,0,2148,mps,43.84,73.01,478,0.92,75.26,74.94,74.25,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_曹隘-柳隘.xlsx,
