section_index,section,segment,trip_no,run_id,quality_labels,row_count,speed_source,avg_speed_kmh,cruise_avg_speed_kmh,cruise_point_count,cruise_min_speed_ratio,max_speed_kmh,p99_speed_kmh,p95_speed_kmh,xlsx_file,warning
1,布政-张家潭,5,6,07/0170105,0,2347,mps,43.82,62.74,1096,0.92,64.77,64.5,63.25,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_布政-张家潭.xlsx,
2,张家潭-同德路,5,6,07/0170105,0,3014,mps,48.27,62.72,1807,0.92,64.08,63.82,63.69,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_张家潭-同德路.xlsx,
3,同德路-石碶,5,6,07/0170105,0,2106,mps,45.51,73.9,668,0.92,76.66,76.52,74.3,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_同德路-石碶.xlsx,
4,石碶-雅渡,5,6,07/0170105,0,1576,mps,37.83,72.16,235,0.92,75.47,75.26,72.88,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_石碶-雅渡.xlsx,
5,雅渡-庙堰,5,6,07/0170105,0,2674,mps,50.09,71.47,1290,0.92,72.97,72.67,72.04,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_雅渡-庙堰.xlsx,
6,庙堰-钟公庙,5,6,07/0170105,0,1891,mps,41.4,74.29,424,0.92,77.61,77.53,74.76,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_庙堰-钟公庙.xlsx,
7,钟公庙-鄞州区政府,5,6,07/0170105,0,1783,mps,39.75,76.43,276,0.92,77.74,77.63,77.48,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钟公庙-鄞州区政府.xlsx,
8,鄞州区政府-钱湖南路,5,6,07/0170105,0,2531,mps,51.54,77.24,1049,0.92,77.73,77.67,77.59,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_鄞州区政府-钱湖南路.xlsx,
9,钱湖南路-南高教园区,5,6,07/0170105,0,1939,mps,43.42,76.8,466,0.92,77.66,77.59,77.47,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_钱湖南路-南高教园区.xlsx,
10,南高教园区-下应路,5,6,07/0170105,0,2207,mps,47.36,76.61,708,0.92,77.65,77.57,77.4,D:\energy_conservation\data\data_processed_step2_v3_all_curve_quality\results_南高教园区-下应路.xlsx,
