run_id,travel_time_raw_s,end_dist_m,mass_median_run,n_points_raw
07/0850706|50706|5012|UP,136.2,1906.7667,215.54,2725
07/0850708|50708|5012|UP,137.7,1906.1864,215.64,2755
07/0850710|50710|5012|UP,136.25,1906.6857,215.34,2726
07/0951906|51906|5012|UP,136.85,1906.527,215.34,2738
07/0951908|51908|5012|UP,136.9,1906.6745,215.64,2739
07/0951910|51910|5012|UP,139.0,1906.5008,216.14,2781
07/0951914|51914|5012|UP,136.75,1906.5461,218.84,2736
07/1053004|53004|5012|UP,137.7,1906.4951,216.64,2755
07/1251002|51002|5012|UP,129.6,1907.0511,215.44,2593
07/1251006|51006|5012|UP,135.9,1906.5435,215.94,2719
07/1251008|51008|5012|UP,138.0,1906.0368,216.74,2761
07/1251014|51014|5012|UP,138.15,1906.9524,216.64,2764
07/1251510|51510|5012|UP,136.35,1906.8112,216.14,2728
