station_pair,target_l_from_data_m,class3_time_median_s,class3_target_time_s,class3_peak_speed_ref_mps,class3_peak_speed_ref_kmh,T_acc_ref_s,T_mid_ref_s,T_br_ref_s,D_acc_ref_m,D_mid_ref_m,D_br_ref_m,ref_curve_distance_m,mass_median,n_runs_class3
盎孟港-三官堂,1906.546099537037,136.85,139.0,19.259861249727983,69.33550049902074,30.149999999999995,67.0,39.7,260.78968394815615,1267.045110088247,392.03292368967806,1919.8677177260815,215.94,13
