t_ref_s,v_ref_mps,v_ref_kmh,s_ref_m
0.0,0.0,0.0,0.0
0.049999999999999996,0.14942882306309418,0.5379437630271391,0.003735720576577354
0.09999999999999999,0.18382940699443284,0.6617858651799583,0.01206717632801553
0.15,0.2170343731105338,0.7813237431979217,0.022088770830639697
0.19999999999999998,0.24909297082532428,0.8967346949711674,0.033741954429036145
0.24999999999999997,0.28005444955273145,1.0081960183898333,0.04697063993848754
0.3,0.3099680587066826,1.1158850113440573,0.06172120264497289
0.35,0.33888304770110483,1.2199789717239775,0.07794248030516757
0.39999999999999997,0.36684866594992543,1.3206551974197316,0.09558577314644331
0.45,0.3939141628670716,1.4180909863214577,0.11460484386686824
0.49999999999999994,0.4201287878664706,1.5124636363192943,0.1349559176352068
0.5499999999999999,0.44554179036204955,1.6039504453033784,0.15659768209091982
0.6,0.4702024197677357,1.6927287111638485,0.17949128734416445
0.6499999999999999,0.49415992549745624,1.7789757317908426,0.20360034597579424
0.7,0.5174635569651385,1.8628688050744986,0.2288909330373591
0.75,0.5401625635847095,1.944585228904954,0.2553315860511053
0.7999999999999999,0.5623061947700966,2.0243023011723476,0.28289330500997545
0.8499999999999999,0.583943699935227,2.1021973197668173,0.31154955237760856
0.9,0.6051243284940279,2.1784475825785004,0.3412762530883399
0.95,0.6258973298604265,2.2532303874975352,0.3720517945472013
0.9999999999999999,0.6463119534483499,2.3267230324140598,0.4038570266299207
1.05,0.6664174486717255,2.3991028152182117,0.4366752616829226
1.0999999999999999,0.6862630649444804,2.4705470338001296,0.47049227452332776
1.15,0.7058980516805419,2.541232986049951,0.5052963024389533
1.2,0.7253716582938371,2.6113379698578134,0.5410780451883128
1.2499999999999998,0.7447331341982792,2.6810392831138055,0.5778306650006158
1.2999999999999998,0.7603583091803201,2.7372899130491524,0.6154579510850807
1.35,0.7780172510243611,2.8008621036877,0.6539173400901978
1.4,0.7980904513704645,2.8731256249336723,0.6933200326500684
1.45,0.8198938071079446,2.9516177055886006,0.7337696391120286
1.5,0.8409815193475081,3.027533469651029,0.7752915222734149
1.5499999999999998,0.8623072545415931,3.104306116349735,0.8178737416206424
