section,segment,rows,duration_s,distance_m,real_energy_wh,mlp_energy_wh,mlp_error_pct,run_class,quality_label,service_no,date_service,source_file,figure
石碶-雅渡,16,1578,78.85,827.635,13350.893,13179.521,-1.284,2,0,70316,07/0370316,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_16_07_0370316.jpg
石碶-雅渡,17,1628,81.35,826.876,11778.057,11779.643,0.013,3,0,70317,07/0370317,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_17_07_0370317.jpg
石碶-雅渡,18,1569,78.4,827.151,12306.304,12222.861,-0.678,2,0,70318,07/0370318,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_18_07_0370318.jpg
石碶-雅渡,19,1642,82.05,827.309,11729.055,11605.63,-1.052,3,0,70319,07/0370319,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_19_07_0370319.jpg
石碶-雅渡,20,1638,81.85,827.212,13348.061,13301.607,-0.348,3,0,70320,07/0370320,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_20_07_0370320.jpg
石碶-雅渡,21,1638,81.85,828.061,12061.694,12015.441,-0.383,3,0,70321,07/0370321,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_21_07_0370321.jpg
石碶-雅渡,22,1482,74.05,827.17,11670.323,10742.556,-7.95,1,1,70322,07/0370322,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_22_07_0370322.jpg
石碶-雅渡,23,1569,78.4,828.408,12785.632,12755.973,-0.232,2,0,70423,07/0470423,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_23_07_0470423.jpg
石碶-雅渡,24,1659,82.9,828.142,12730.722,12598.668,-1.037,3,0,70424,07/0470424,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_24_07_0470424.jpg
石碶-雅渡,25,1587,79.3,826.981,12044.866,12038.694,-0.051,2,0,70425,07/0470425,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_25_07_0470425.jpg
石碶-雅渡,26,1640,81.95,826.689,12750.75,12652.843,-0.768,3,0,70526,07/0570526,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_26_07_0570526.jpg
石碶-雅渡,27,1589,79.4,827.41,12265.176,12198.267,-0.546,2,0,70527,07/0570527,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_27_07_0570527.jpg
石碶-雅渡,28,1677,83.8,827.416,12896.408,12851.321,-0.35,3,0,70528,07/0570528,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_28_07_0570528.jpg
石碶-雅渡,29,1644,82.15,828.143,11920.099,11827.271,-0.779,3,0,70529,07/0570529,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_29_07_0570529.jpg
石碶-雅渡,30,1593,79.6,827.594,11997.265,11924.866,-0.603,2,0,70530,07/0570530,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_30_07_0570530.jpg
石碶-雅渡,31,1644,82.15,827.821,11703.107,11763.755,0.518,3,0,70531,07/0570531,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_31_07_0570531.jpg
石碶-雅渡,32,1644,82.15,827.048,12788.43,12701.235,-0.682,3,1,70532,07/0570532,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_32_07_0570532.jpg
石碶-雅渡,33,1638,81.85,827.052,11828.44,11780.086,-0.409,3,0,70633,07/0670633,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_33_07_0670633.jpg
石碶-雅渡,34,1583,79.1,827.457,12184.167,12137.687,-0.381,2,0,70634,07/0670634,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_34_07_0670634.jpg
石碶-雅渡,35,1633,81.6,827.122,12997.336,12970.884,-0.204,3,0,70635,07/0670635,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_35_07_0670635.jpg
石碶-雅渡,36,1686,84.25,828.011,12901.605,12837.103,-0.5,4,0,70636,07/0670636,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_36_07_0670636.jpg
石碶-雅渡,37,1637,81.8,827.003,11545.651,11554.624,0.078,3,0,70637,07/0670637,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_37_07_0670637.jpg
石碶-雅渡,38,1686,84.25,828.136,12988.472,12921.342,-0.517,4,0,70638,07/0670638,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_38_07_0670638.jpg
石碶-雅渡,39,1629,81.4,827.21,12973.072,12888.084,-0.655,3,0,70639,07/0670639,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_39_07_0670639.jpg
石碶-雅渡,40,1547,77.3,827.886,11702.694,10906.904,-6.8,1,1,70640,07/0670640,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_40_07_0670640.jpg
石碶-雅渡,41,1586,79.25,840.326,12340.667,12525.377,1.497,2,0,70841,07/0870841,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_41_07_0870841.jpg
石碶-雅渡,42,1584,79.15,839.586,12314.567,12518.236,1.654,2,0,70842,07/0870842,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_42_07_0870842.jpg
石碶-雅渡,43,1670,83.45,840.53,13051.76,13298.286,1.889,3,0,70843,07/0870843,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_43_07_0870843.jpg
石碶-雅渡,44,1581,79.0,840.294,12659.233,12840.678,1.433,2,0,70844,07/0870844,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_44_07_0870844.jpg
石碶-雅渡,45,1641,82.0,840.766,11829.719,11982.318,1.29,3,0,70845,07/0870845,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_45_07_0870845.jpg
石碶-雅渡,46,1590,79.45,840.238,12354.373,12564.412,1.7,2,0,70846,07/0870846,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_46_07_0870846.jpg
石碶-雅渡,47,1678,83.85,840.133,13078.519,13321.824,1.86,3,1,70847,07/0870847,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_47_07_0870847.jpg
石碶-雅渡,48,1573,78.6,840.673,12899.813,13026.896,0.985,2,0,70948,07/0970948,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_48_07_0970948.jpg
石碶-雅渡,49,1564,78.15,840.098,13072.815,13113.844,0.314,2,0,70949,07/0970949,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_49_07_0970949.jpg
石碶-雅渡,50,1620,80.95,839.723,11689.695,11958.348,2.298,2,0,70950,07/0970950,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_50_07_0970950.jpg
石碶-雅渡,51,1580,78.95,839.427,12323.955,12474.81,1.224,2,0,70951,07/0970951,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_51_07_0970951.jpg
石碶-雅渡,52,1564,78.15,840.2,13237.572,13318.043,0.608,2,0,70952,07/0970952,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_52_07_0970952.jpg
石碶-雅渡,53,1572,78.55,840.557,13219.869,13444.818,1.702,2,0,70953,07/0970953,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_53_07_0970953.jpg
石碶-雅渡,54,1676,83.75,840.993,13170.022,13391.856,1.684,3,0,70954,07/0970954,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_54_07_0970954.jpg
石碶-雅渡,55,1577,78.8,839.984,12614.319,12368.954,-1.945,2,1,70955,07/0970955,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_55_07_0970955.jpg
石碶-雅渡,56,1570,78.45,840.241,12328.163,12466.133,1.119,2,0,71056,07/1071056,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_56_07_1071056.jpg
石碶-雅渡,57,1637,81.8,840.468,12812.256,13056.902,1.909,3,0,71057,07/1071057,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_57_07_1071057.jpg
石碶-雅渡,58,1679,83.9,840.204,12979.54,13242.328,2.025,3,0,71058,07/1071058,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_58_07_1071058.jpg
石碶-雅渡,59,1752,87.55,839.852,10784.317,10843.252,0.546,4,1,71059,07/1071059,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_59_07_1071059.jpg
石碶-雅渡,60,1645,82.2,827.821,13051.673,12959.177,-0.709,3,0,71560,07/1571560,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_60_07_1571560.jpg
石碶-雅渡,61,1630,81.45,827.438,12350.376,12299.794,-0.41,3,0,71561,07/1571561,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_61_07_1571561.jpg
石碶-雅渡,62,1632,81.55,827.005,12584.759,12592.471,0.061,3,0,71562,07/1571562,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_62_07_1571562.jpg
石碶-雅渡,63,1588,79.35,827.226,12035.77,12022.153,-0.113,2,0,71563,07/1571563,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_63_07_1571563.jpg
石碶-雅渡,64,1646,82.25,827.37,12969.811,12985.172,0.118,3,0,71564,07/1571564,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_64_07_1571564.jpg
石碶-雅渡,65,1581,79.0,828.188,12056.339,11985.857,-0.585,2,0,71565,07/1571565,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_65_07_1571565.jpg
石碶-雅渡,66,1643,82.1,827.488,13696.031,13518.51,-1.296,3,0,71666,07/1671666,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_66_07_1671666.jpg
石碶-雅渡,67,1648,82.35,827.098,11702.42,11665.16,-0.318,3,0,71667,07/1671667,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_67_07_1671667.jpg
石碶-雅渡,68,1648,82.35,827.215,13056.781,12880.068,-1.353,3,0,71668,07/1671668,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_68_07_1671668.jpg
石碶-雅渡,69,1579,78.9,827.309,12173.765,12139.733,-0.28,2,0,71669,07/1671669,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_69_07_1671669.jpg
石碶-雅渡,70,1595,79.7,828.1,12063.53,12005.677,-0.48,2,0,71670,07/1671670,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_70_07_1671670.jpg
石碶-雅渡,71,1589,79.4,827.205,12070.866,12029.572,-0.342,2,0,71671,07/1671671,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_71_07_1671671.jpg
石碶-雅渡,72,1644,82.15,827.141,11532.132,11517.558,-0.126,3,1,71672,07/1671672,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_72_07_1671672.jpg
石碶-雅渡,73,1686,84.25,827.727,13131.671,13054.172,-0.59,4,0,71773,07/1771773,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_73_07_1771773.jpg
石碶-雅渡,74,1649,82.4,827.286,12903.747,12844.72,-0.457,3,0,71874,07/1871874,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_74_07_1871874.jpg
石碶-雅渡,75,1634,81.65,827.846,13605.41,13531.609,-0.542,3,0,71875,07/1871875,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_75_07_1871875.jpg
石碶-雅渡,76,1566,78.25,827.202,12987.59,12920.728,-0.515,2,0,71876,07/1871876,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_76_07_1871876.jpg
石碶-雅渡,77,1568,78.35,827.334,12497.495,12497.424,-0.001,2,0,71877,07/1871877,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_77_07_1871877.jpg
石碶-雅渡,78,1566,78.25,827.151,12257.05,12198.302,-0.479,2,0,71878,07/1871878,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_78_07_1871878.jpg
石碶-雅渡,79,1577,78.8,827.591,12283.404,12315.421,0.261,2,0,71879,07/1871879,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_79_07_1871879.jpg
石碶-雅渡,80,1667,83.3,827.413,13159.266,13098.943,-0.458,3,0,71880,07/1871880,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_80_07_1871880.jpg
石碶-雅渡,81,1666,83.25,827.092,10296.303,10510.015,2.076,3,1,71881,07/1871881,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_81_07_1871881.jpg
石碶-雅渡,82,1584,79.15,827.721,13439.952,13361.141,-0.586,2,0,71982,07/1971982,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_82_07_1971982.jpg
石碶-雅渡,83,1626,81.25,827.642,11835.239,11839.956,0.04,3,0,71983,07/1971983,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_83_07_1971983.jpg
石碶-雅渡,84,1673,83.6,827.495,12951.434,12938.5,-0.1,3,0,71984,07/1971984,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_84_07_1971984.jpg
石碶-雅渡,85,1580,78.95,827.352,13190.145,13062.119,-0.971,2,0,71985,07/1971985,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_85_07_1971985.jpg
石碶-雅渡,86,1640,81.95,828.178,12742.526,12639.878,-0.806,3,0,71986,07/1971986,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_86_07_1971986.jpg
石碶-雅渡,87,1675,83.7,827.634,13067.213,12950.442,-0.894,3,0,71987,07/1971987,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_87_07_1971987.jpg
石碶-雅渡,88,1678,83.85,827.31,13144.794,13036.248,-0.826,3,1,71988,07/1971988,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_88_07_1971988.jpg
石碶-雅渡,89,1572,78.55,840.953,13163.452,13335.761,1.309,2,0,72689,07/2672689,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_89_07_2672689.jpg
石碶-雅渡,90,1573,78.6,839.684,12266.335,12464.068,1.612,2,0,72690,07/2672690,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_90_07_2672690.jpg
石碶-雅渡,91,1585,79.2,839.807,12235.887,12452.419,1.77,2,0,72691,07/2672691,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_91_07_2672691.jpg
石碶-雅渡,92,1582,79.05,839.669,12237.296,12412.064,1.428,2,0,72692,07/2672692,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_92_07_2672692.jpg
石碶-雅渡,93,1642,82.05,840.247,11634.481,11838.149,1.751,3,0,72693,07/2672693,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_93_07_2672693.jpg
石碶-雅渡,94,1637,81.8,840.643,13005.481,13214.078,1.604,3,0,72694,07/2672694,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_94_07_2672694.jpg
石碶-雅渡,95,1681,84.0,841.139,12971.292,13193.345,1.712,3,1,72695,07/2672695,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_95_07_2672695.jpg
石碶-雅渡,96,1654,82.65,840.251,11978.498,12024.788,0.386,3,0,72796,07/2772796,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_96_07_2772796.jpg
石碶-雅渡,97,1687,84.3,840.775,13161.686,13360.596,1.511,4,0,72797,07/2772797,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_97_07_2772797.jpg
石碶-雅渡,98,1679,83.9,840.404,12907.898,13147.961,1.86,3,0,72798,07/2772798,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_98_07_2772798.jpg
石碶-雅渡,99,1650,82.45,841.045,11599.989,11785.693,1.601,3,0,72799,07/2772799,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_99_07_2772799.jpg
石碶-雅渡,100,1636,81.75,840.037,12754.562,13029.382,2.155,3,0,72800,07/2772800,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_100_07_2772800.jpg
石碶-雅渡,101,1643,82.1,840.198,12926.755,13071.347,1.119,3,0,72801,07/2772801,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_101_07_2772801.jpg
石碶-雅渡,102,1638,81.85,840.029,12962.087,13111.936,1.156,3,0,72802,07/2772802,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_102_07_2772802.jpg
石碶-雅渡,103,1497,74.8,839.793,12484.617,11737.399,-5.985,1,1,72803,07/2772803,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_103_07_2772803.jpg
石碶-雅渡,104,1684,84.15,840.775,13150.942,13331.092,1.37,4,0,72904,07/2872904,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_104_07_2872904.jpg
石碶-雅渡,105,1660,82.95,839.925,13288.289,13460.774,1.298,3,0,72905,07/2872905,results_石碶-雅渡.xlsx,D:\energy_conservation\output\models\nn_results_mlp_legacy_compare\石碶-雅渡\triple_axis_mlp\seg_105_07_2872905.jpg
