run_id,travel_time_raw_real_s,travel_time_generated_s,rmse_speed_mps,mae_speed_mps,corr_speed_shape,peak_speed_real_mps,peak_speed_generated_mps,peak_speed_gap_mps
07/0850704|50704|5012|UP,91.9,93.0,1.190703,0.923675,0.984646,21.851626,20.75898,-1.092647
07/0850712|50712|5012|UP,91.45,93.0,1.044242,0.753743,0.991562,21.858333,20.75898,-1.099354
07/0850714|50714|5012|UP,91.8,93.0,1.072349,0.790228,0.988748,21.851907,20.75898,-1.092928
07/0951902|51902|5012|UP,91.8,93.0,1.034447,0.785078,0.987657,21.698439,20.75898,-0.939459
07/0951904|51904|5012|UP,91.9,93.0,1.129998,0.836082,0.985215,21.88966,20.75898,-1.13068
07/0951912|51912|5012|UP,92.1,93.0,1.24317,0.921358,0.982079,21.905556,20.75898,-1.146576
07/1050503|50503|5012|UP,92.05,93.0,1.183958,0.910587,0.985219,21.85,20.75898,-1.09102
07/1053002|53002|5012|UP,91.95,93.0,1.053925,0.78029,0.988484,21.697886,20.75898,-0.938906
07/1251004|51004|5012|UP,91.95,93.0,1.175209,0.892568,0.985678,21.883333,20.75898,-1.124354
07/1251012|51012|5012|UP,91.65,93.0,1.076672,0.784809,0.989776,21.905556,20.75898,-1.146576
