趟次,全局趟次ID,序号,区间,segment,来源run_id,绝对开始时间,绝对结束时间,趟次选择方式,数据读取来源,样本数,运行时间(s),区间里程(km),重量(t),历史真实能耗(kWh),Simu物理机械能耗(kWh),Simu-真实(kWh),相对差异(%)
1,UP001_20240701_055954_R1,19,院士路-盎孟港,0,19,2024-07-01 06:41:13,2024-07-01 06:42:44,traceability-cache,cache,1818,90.85,0.9948579166666662,216.34,19.915718209562502,20.00757958480193,0.0918613752394267,0.4612506276340041
1,UP001_20240701_055954_R1,20,盎孟港-三官堂,0,20,2024-07-01 06:43:14,2024-07-01 06:45:25,traceability-cache,cache,2614,130.65,1.878726388888889,216.24,19.44571478648611,17.991825234431467,-1.453889552054643,-7.4766578036258675
1,UP001_20240701_055954_R1,21,三官堂-兴庄路,0,21,2024-07-01 06:45:55,2024-07-01 06:47:36,traceability-cache,cache,2030,101.45,1.07980888888889,215.94,10.83936922661111,10.88907453413419,0.0497053075230796,0.4585627307634382
1,UP001_20240701_055954_R1,22,兴庄路-兴海南路,0,22,2024-07-01 06:48:07,2024-07-01 06:49:39,traceability-cache,cache,1828,91.35,0.9585144444444422,215.34,11.733555514479166,11.69410145092332,-0.039454063555846,-0.3362498562959866
1,UP001_20240701_055954_R1,23,兴海南路-梅堰,0,23,2024-07-01 06:50:08,2024-07-01 06:51:31,traceability-cache,cache,1647,82.3,0.8343668055555569,215.44,13.074035465909724,13.173277726686209,0.0992422607764838,0.7590790237280292
1,UP001_20240701_055954_R1,24,梅堰-永茂路,0,24,2024-07-01 06:52:06,2024-07-01 06:57:36,traceability-cache,cache,6593,329.6,3.674692638888882,215.34,26.228948425520837,25.33243736394364,-0.8965110615771918,-3.418021367203896
1,UP001_20240701_055954_R1,25,永茂路-镇海大道,0,25,2024-07-01 06:58:03,2024-07-01 07:00:26,traceability-cache,cache,2853,142.6,2.1319902777777737,215.34,17.480314477847223,17.05785506936632,-0.4224594084809032,-2.416772358508112
1,UP001_20240701_055954_R1,26,镇海大道-骆驼桥,0,26,2024-07-01 07:00:53,2024-07-01 07:02:50,traceability-cache,cache,2339,116.9,1.5963661111111151,215.34,20.094219568152777,18.43509580578324,-1.6591237623695378,-8.256721574790964
3,UP003_20240701_102344_R111,1,布政-张家潭,2,111,2024-07-01 10:23:44,2024-07-01 10:25:41,traceability-cache,cache,2350,117.45,1.428316250000002,215.24,13.422513381875,13.130699644212967,-0.2918137376620325,-2.174061812119936
3,UP003_20240701_102344_R111,2,张家潭-同德路,2,112,2024-07-01 10:26:10,2024-07-01 10:28:42,traceability-cache,cache,3036,151.75,2.020359305555549,215.24,17.522297562888888,16.785875983733103,-0.7364215791557872,-4.202768367063239
3,UP003_20240701_102344_R111,3,同德路-石碶,2,113,2024-07-01 10:29:11,2024-07-01 10:31:03,traceability-cache,cache,2242,112.05,1.3308441666666662,215.34,13.0714988545,13.07729606759569,0.0057972130956877,0.0443500256567135
3,UP003_20240701_102344_R111,4,石碶-雅渡,2,114,2024-07-01 10:31:38,2024-07-01 10:33:00,traceability-cache,cache,1638,81.85,0.8272251388888879,215.34,13.04145602486111,13.647408918582595,0.6059528937214854,4.646359214541298
3,UP003_20240701_102344_R111,5,雅渡-庙堰,2,115,2024-07-01 10:33:29,2024-07-01 10:35:41,traceability-cache,cache,2629,131.4,1.860185277777783,215.34,21.037346811840276,20.342039016911208,-0.6953077949290674,-3.30511162433151
3,UP003_20240701_102344_R111,6,庙堰-钟公庙,2,116,2024-07-01 10:36:10,2024-07-01 10:37:46,traceability-cache,cache,1916,95.75,1.087355694444446,215.54,13.754659988784724,13.8307925554671,0.076132566682374,0.5535038070330422
3,UP003_20240701_102344_R111,7,钟公庙-鄞州区政府,2,117,2024-07-01 10:38:16,2024-07-01 10:39:46,traceability-cache,cache,1807,90.3,0.984776527777776,215.64,10.268268005729167,11.011177366198702,0.7429093604695336,7.235001658069581
3,UP003_20240701_102344_R111,8,鄞州区政府-钱湖南路,2,118,2024-07-01 10:40:26,2024-07-01 10:42:39,traceability-cache,cache,2651,132.5,1.811702638888891,215.74,17.377923289743055,15.91120684642937,-1.466716443313686,-8.4401134638417
3,UP003_20240701_102344_R111,9,钱湖南路-南高教园区,2,119,2024-07-01 10:43:08,2024-07-01 10:44:49,traceability-cache,cache,2012,100.55,1.168985277777778,215.84,13.70601142298611,13.740859353309856,0.0348479303237454,0.2542528912919378
3,UP003_20240701_102344_R111,10,南高教园区-下应路,2,120,2024-07-01 10:45:24,2024-07-01 10:47:17,traceability-cache,cache,2267,113.3,1.451808194444441,216.24,18.30305503961805,17.24625491019297,-1.0568001294250862,-5.773900188452579
3,UP003_20240701_102344_R111,11,下应路-大洋江,2,121,2024-07-01 10:47:47,2024-07-01 10:49:34,traceability-cache,cache,2140,106.95,1.213455277777778,216.24,11.92454510754861,11.608505490836729,-0.3160396167118815,-2.6503284935525007
3,UP003_20240701_102344_R111,12,大洋江-泗港,2,122,2024-07-01 10:50:03,2024-07-01 10:51:35,traceability-cache,cache,1825,91.2,0.9583615277777788,216.14,11.631495811375,11.848971597274511,0.2174757858995108,1.8697146904083544
3,UP003_20240701_102344_R111,13,泗港-曹隘,2,123,2024-07-01 10:52:04,2024-07-01 10:54:19,traceability-cache,cache,2702,135.05,1.798152916666669,215.94,23.41963998710417,23.855678850915115,0.4360388638109471,1.861851266932576
3,UP003_20240701_102344_R111,14,曹隘-柳隘,2,124,2024-07-01 10:54:50,2024-07-01 10:56:36,traceability-cache,cache,2124,106.15,1.306780972222223,215.84,20.883833653263885,21.94649750417345,1.0626638509095647,5.088451998579693
3,UP003_20240701_102344_R111,15,柳隘-海晏北路,2,125,2024-07-01 10:57:05,2024-07-01 10:58:37,traceability-cache,cache,1834,91.65,0.98107625,215.84,12.154228787729169,12.290828523923686,0.1365997361945192,1.1238864972858618
3,UP003_20240701_102344_R111,16,海晏北路-民安东路,2,126,2024-07-01 10:59:22,2024-07-01 11:00:46,traceability-cache,cache,1680,83.95,0.865087222222222,216.94,15.644035592777778,16.028739296562595,0.3847037037848149,2.4591078274100653
3,UP003_20240701_102344_R111,17,民安东路-会展中心,2,127,2024-07-01 11:01:16,2024-07-01 11:02:32,traceability-cache,cache,1533,76.6,0.7256555555555537,216.94,12.320406560215275,12.75766129704987,0.4372547368345931,3.549028473188249
3,UP003_20240701_102344_R111,18,会展中心-院士路,2,128,2024-07-01 11:03:02,2024-07-01 11:04:56,traceability-cache,cache,2289,114.4,1.552478472222221,216.84,14.944442410055554,15.0206978061786,0.076255396123046,0.5102592256753361
3,UP003_20240701_102344_R111,19,院士路-盎孟港,2,129,2024-07-01 11:05:26,2024-07-01 11:06:57,traceability-cache,cache,1817,90.8,0.9953601388888892,216.04,19.846027585659723,19.982272782761875,0.1362451971021546,0.6865111746624913
3,UP003_20240701_102344_R111,20,盎孟港-三官堂,2,130,2024-07-01 11:07:26,2024-07-01 11:09:43,traceability-cache,cache,2751,137.5,1.878174305555561,215.84,16.75830206282639,15.841595829402891,-0.9167062334234998,-5.470161774067531
3,UP003_20240701_102344_R111,21,三官堂-兴庄路,2,131,2024-07-01 11:10:18,2024-07-01 11:12:02,traceability-cache,cache,2076,103.75,1.080530555555554,215.64,10.40400318413889,10.437997007342608,0.0339938232037184,0.3267379161854033
3,UP003_20240701_102344_R111,22,兴庄路-兴海南路,2,132,2024-07-01 11:12:33,2024-07-01 11:14:05,traceability-cache,cache,1845,92.2,0.9593143055555564,215.54,11.00242271470139,11.232359981048749,0.2299372663473568,2.089878495943586
3,UP003_20240701_102344_R111,23,兴海南路-梅堰,2,133,2024-07-01 11:14:36,2024-07-01 11:15:57,traceability-cache,cache,1618,80.85,0.833622083333333,215.34,12.168125562451388,13.158803612707793,0.9906780502564017,8.141583066117043
3,UP003_20240701_102344_R111,24,梅堰-永茂路,1,134,2024-07-01 11:16:33,2024-07-01 11:22:01,traceability-cache,cache,6560,327.95,3.675912777777819,215.24,25.988419417277782,25.57199137074907,-0.416428046528712,-1.602360035223457
3,UP003_20240701_102344_R111,25,永茂路-镇海大道,2,135,2024-07-01 11:22:29,2024-07-01 11:24:50,traceability-cache,cache,2833,141.6,2.132380972222225,215.34,17.812625131368055,17.414038216698454,-0.3985869146696023,-2.2376652050443155
3,UP003_20240701_102344_R111,26,镇海大道-骆驼桥,2,136,2024-07-01 11:25:18,2024-07-01 11:27:15,traceability-cache,cache,2339,116.9,1.5964000000000031,215.24,20.30483930567361,18.705283455269655,-1.5995558504039544,-7.877707507672834
4,UP004_20240701_123753_R165,1,布政-张家潭,3,165,2024-07-01 12:37:53,2024-07-01 12:39:50,traceability-cache,cache,2352,117.55,1.428844305555559,215.34,14.20810524457639,14.297971940496518,0.0898666959201291,0.6325030281883197
4,UP004_20240701_123753_R165,2,张家潭-同德路,3,166,2024-07-01 12:40:19,2024-07-01 12:42:50,traceability-cache,cache,3009,150.4,2.020853750000007,215.24,17.933609435388888,17.238617350317,-0.6949920850718881,-3.875360883573393
4,UP004_20240701_123753_R165,3,同德路-石碶,3,167,2024-07-01 12:43:19,2024-07-01 12:45:09,traceability-cache,cache,2208,110.35,1.330306666666664,215.24,12.148842407770832,11.817085667064305,-0.3317567407065308,-2.730768328135752
4,UP004_20240701_123753_R165,4,石碶-雅渡,3,168,2024-07-01 12:45:44,2024-07-01 12:47:08,traceability-cache,cache,1676,83.75,0.8273476388888887,215.34,13.098342913930557,13.280687062042333,0.182344148111777,1.3921161578221282
4,UP004_20240701_123753_R165,5,雅渡-庙堰,3,169,2024-07-01 12:47:37,2024-07-01 12:49:49,traceability-cache,cache,2642,132.05,1.86024777777778,215.44,20.638427340916667,20.08635777716694,-0.5520695637497302,-2.6749594561172105
4,UP004_20240701_123753_R165,6,庙堰-钟公庙,3,170,2024-07-01 12:50:19,2024-07-01 12:51:54,traceability-cache,cache,1910,95.45,1.08696486111111,215.64,12.912192101145836,12.95328082913238,0.0410887279865437,0.3182165171078697
4,UP004_20240701_123753_R165,7,钟公庙-鄞州区政府,3,171,2024-07-01 12:52:24,2024-07-01 12:53:55,traceability-cache,cache,1828,91.35,0.984652361111114,215.54,10.123191110152778,10.801601680630784,0.6784105704780049,6.701548583801915
4,UP004_20240701_123753_R165,8,鄞州区政府-钱湖南路,3,172,2024-07-01 12:54:35,2024-07-01 12:56:47,traceability-cache,cache,2640,131.95,1.811756805555548,215.74,16.37913986776389,15.14069209552571,-1.238447772238178,-7.561128253600128
4,UP004_20240701_123753_R165,9,钱湖南路-南高教园区,3,173,2024-07-01 12:57:16,2024-07-01 12:58:57,traceability-cache,cache,2009,100.4,1.1688149999999988,215.74,13.66139782951389,13.625758520008096,-0.0356393095057956,-0.2608760095456773
4,UP004_20240701_123753_R165,10,南高教园区-下应路,3,174,2024-07-01 12:59:31,2024-07-01 13:01:26,traceability-cache,cache,2301,115.0,1.452944166666663,215.84,18.71901139676389,17.732569641625318,-0.9864417551385704,-5.269732114747816
4,UP004_20240701_123753_R165,11,下应路-大洋江,3,175,2024-07-01 13:01:56,2024-07-01 13:03:41,traceability-cache,cache,2104,105.15,1.213735416666668,215.74,11.223551142013893,11.008064030657597,-0.2154871113562931,-1.9199548220495508
4,UP004_20240701_123753_R165,12,大洋江-泗港,3,176,2024-07-01 13:04:12,2024-07-01 13:05:43,traceability-cache,cache,1831,91.5,0.9580855555555572,215.54,10.679370751819446,10.837207772119775,0.1578370203003305,1.4779618010119169
4,UP004_20240701_123753_R165,13,泗港-曹隘,3,177,2024-07-01 13:06:13,2024-07-01 13:08:28,traceability-cache,cache,2691,134.5,1.799612500000007,215.54,23.30587243344445,23.729082049806728,0.4232096163622773,1.8158926149229329
4,UP004_20240701_123753_R165,14,曹隘-柳隘,3,178,2024-07-01 13:08:59,2024-07-01 13:10:45,traceability-cache,cache,2135,106.7,1.307810972222219,215.54,20.87103257795139,21.91701971855543,1.0459871406040435,5.011669339776928
4,UP004_20240701_123753_R165,15,柳隘-海晏北路,3,179,2024-07-01 13:11:15,2024-07-01 13:12:45,traceability-cache,cache,1804,90.15,0.9810762499999992,215.74,14.348066955208331,14.26402950384196,-0.0840374513663718,-0.5857057374259492
4,UP004_20240701_123753_R165,16,海晏北路-民安东路,3,180,2024-07-01 13:13:30,2024-07-01 13:14:53,traceability-cache,cache,1668,83.35,0.8656919444444441,217.44,15.734549987333333,16.091281851554605,0.3567318642212722,2.2671882227864755
4,UP004_20240701_123753_R165,17,民安东路-会展中心,3,181,2024-07-01 13:15:23,2024-07-01 13:16:40,traceability-cache,cache,1536,76.75,0.7259876388888875,217.34,12.259463741020836,12.777303555271189,0.517839814250352,4.224000536969914
4,UP004_20240701_123753_R165,18,会展中心-院士路,3,182,2024-07-01 13:17:10,2024-07-01 13:19:04,traceability-cache,cache,2293,114.6,1.552385972222226,216.84,14.9927108585,15.212298878490552,0.2195880199905532,1.4646318605288084
4,UP004_20240701_123753_R165,19,院士路-盎孟港,3,183,2024-07-01 13:19:34,2024-07-01 13:21:04,traceability-cache,cache,1796,89.75,0.9940613888888884,216.44,18.6769724741875,18.791079045570875,0.1141065713833741,0.6109479014389245
4,UP004_20240701_123753_R165,20,盎孟港-三官堂,3,184,2024-07-01 13:21:33,2024-07-01 13:23:52,traceability-cache,cache,2765,138.2,1.877915555555553,216.14,16.344687558743058,15.347755451123094,-0.9969321076199648,-6.099425908491524
4,UP004_20240701_123753_R165,21,三官堂-兴庄路,3,185,2024-07-01 13:24:26,2024-07-01 13:26:11,traceability-cache,cache,2095,104.7,1.080378472222221,216.24,10.456834729756944,10.410654703638722,-0.0461800261182233,-0.4416252844353482
4,UP004_20240701_123753_R165,22,兴庄路-兴海南路,3,186,2024-07-01 13:26:42,2024-07-01 13:28:13,traceability-cache,cache,1823,91.1,0.9587738888888868,216.04,12.283342190104166,12.101362068456911,-0.1819801216472551,-1.4815195964650718
4,UP004_20240701_123753_R165,23,兴海南路-梅堰,3,187,2024-07-01 13:28:43,2024-07-01 13:30:05,traceability-cache,cache,1629,81.4,0.8336791666666654,215.94,12.824431422791667,13.0186254539486,0.1941940311569342,1.5142506108443237
4,UP004_20240701_123753_R165,24,梅堰-永茂路,2,188,2024-07-01 13:30:41,2024-07-01 13:36:09,traceability-cache,cache,6568,328.35,3.675590000000009,216.14,26.160331478875,25.58396072399184,-0.5763707548831589,-2.2032242035946297
4,UP004_20240701_123753_R165,25,永茂路-镇海大道,3,189,2024-07-01 13:36:37,2024-07-01 13:38:59,traceability-cache,cache,2851,142.5,2.132875416666676,216.14,18.070620082347222,17.518997018688943,-0.5516230636582768,-3.052596209452408
4,UP004_20240701_123753_R165,26,镇海大道-骆驼桥,3,190,2024-07-01 13:39:27,2024-07-01 13:41:24,traceability-cache,cache,2329,116.4,1.596590138888891,215.74,20.19162445858333,18.56084679497108,-1.630777663612258,-8.076505518202746
5,UP005_20240701_145202_R220,1,布政-张家潭,4,220,2024-07-01 14:52:02,2024-07-01 14:53:58,traceability-cache,cache,2327,116.3,1.428645833333329,215.24,13.108531943083332,12.976196525566742,-0.1323354175165896,-1.0095365224052866
5,UP005_20240701_145202_R220,2,张家潭-同德路,4,221,2024-07-01 14:54:28,2024-07-01 14:56:58,traceability-cache,cache,3010,150.45,2.0211208333333293,215.24,17.458041243375003,16.843421717495257,-0.6146195258797452,-3.520552605596471
5,UP005_20240701_145202_R220,3,同德路-石碶,4,222,2024-07-01 14:57:28,2024-07-01 14:59:18,traceability-cache,cache,2211,110.5,1.330464166666665,215.24,11.767722841270835,11.482152542675877,-0.2855702985949592,-2.426725224980907
5,UP005_20240701_145202_R220,4,石碶-雅渡,4,223,2024-07-01 14:59:53,2024-07-01 15:01:17,traceability-cache,cache,1679,83.9,0.8278845833333334,215.54,13.065511340590277,13.266804867031208,0.2012935264409298,1.5406479026624584
5,UP005_20240701_145202_R220,5,雅渡-庙堰,4,224,2024-07-01 15:01:47,2024-07-01 15:03:57,traceability-cache,cache,2601,130.0,1.8604634722222149,215.64,21.102914640284723,20.43334296962139,-0.669571670663332,-3.172887167847153
5,UP005_20240701_145202_R220,6,庙堰-钟公庙,4,225,2024-07-01 15:04:26,2024-07-01 15:06:03,traceability-cache,cache,1929,96.4,1.0876188888888871,215.84,13.037616475666669,13.14908993556571,0.1114734598990435,0.8550141055851501
5,UP005_20240701_145202_R220,7,钟公庙-鄞州区政府,4,226,2024-07-01 15:06:33,2024-07-01 15:08:03,traceability-cache,cache,1802,90.05,0.985130555555554,215.64,10.306098725423611,10.99296282353506,0.6868640981114477,6.6646372833306575
5,UP005_20240701_145202_R220,8,鄞州区政府-钱湖南路,4,227,2024-07-01 15:08:43,2024-07-01 15:10:55,traceability-cache,cache,2655,132.7,1.811574583333338,215.64,17.209037391743056,15.908851629889014,-1.3001857618540416,-7.555249792634388
5,UP005_20240701_145202_R220,9,钱湖南路-南高教园区,4,228,2024-07-01 15:11:24,2024-07-01 15:13:05,traceability-cache,cache,2013,100.6,1.168927499999999,215.54,13.790074980854166,13.775565443530194,-0.014509537323971,-0.1052172475067448
5,UP005_20240701_145202_R220,10,南高教园区-下应路,4,229,2024-07-01 15:13:40,2024-07-01 15:15:36,traceability-cache,cache,2319,115.9,1.45299208333333,215.74,18.943014141881942,18.17171749383915,-0.7712966480427931,-4.0716680157963845
5,UP005_20240701_145202_R220,11,下应路-大洋江,4,230,2024-07-01 15:16:05,2024-07-01 15:17:50,traceability-cache,cache,2111,105.5,1.213937361111109,215.84,11.3941611934375,11.072595893485987,-0.3215652999515114,-2.8221937051120345
5,UP005_20240701_145202_R220,12,大洋江-泗港,4,231,2024-07-01 15:18:20,2024-07-01 15:19:52,traceability-cache,cache,1851,92.5,0.9583620833333364,215.74,10.679517606,10.847756322108932,0.16823871610893,1.5753400323476183
5,UP005_20240701_145202_R220,13,泗港-曹隘,4,232,2024-07-01 15:20:22,2024-07-01 15:22:36,traceability-cache,cache,2696,134.75,1.799510833333341,215.74,22.526526425388887,23.077167007078494,0.5506405816896041,2.4444096319661406
5,UP005_20240701_145202_R220,14,曹隘-柳隘,4,233,2024-07-01 15:23:08,2024-07-01 15:24:54,traceability-cache,cache,2135,106.7,1.307607361111109,215.64,20.827520372951383,21.867002083445517,1.0394817104941283,4.990904783096979
5,UP005_20240701_145202_R220,15,柳隘-海晏北路,4,234,2024-07-01 15:25:25,2024-07-01 15:26:53,traceability-cache,cache,1775,88.7,0.9810879166666672,215.84,13.379494168493055,14.095141421901616,0.7156472534085587,5.348836393933439
5,UP005_20240701_145202_R220,16,海晏北路-民安东路,4,235,2024-07-01 15:27:38,2024-07-01 15:29:02,traceability-cache,cache,1680,83.95,0.8655016666666664,216.04,15.568865650041666,15.958424947888435,0.3895592978467721,2.5021687938178694
5,UP005_20240701_145202_R220,17,民安东路-会展中心,4,236,2024-07-01 15:29:32,2024-07-01 15:30:48,traceability-cache,cache,1524,76.15,0.7264640277777774,216.14,12.272752666833332,12.774192948369272,0.5014402815359408,4.085801247270834
5,UP005_20240701_145202_R220,18,会展中心-院士路,4,237,2024-07-01 15:31:18,2024-07-01 15:33:13,traceability-cache,cache,2300,114.95,1.553420833333337,215.84,14.797939397020835,15.026009790062556,0.2280703930417203,1.5412307546524764
5,UP005_20240701_145202_R220,19,院士路-盎孟港,4,238,2024-07-01 15:33:43,2024-07-01 15:35:14,traceability-cache,cache,1814,90.65,0.99470291666667,215.64,19.729053286902776,19.871048236336016,0.1419949494332395,0.7197251047393314
5,UP005_20240701_145202_R220,20,盎孟港-三官堂,4,239,2024-07-01 15:35:44,2024-07-01 15:38:00,traceability-cache,cache,2732,136.55,1.878528749999997,215.74,17.019374215104165,16.022814675438102,-0.9965595396660628,-5.8554417281785085
5,UP005_20240701_145202_R220,21,三官堂-兴庄路,4,240,2024-07-01 15:38:34,2024-07-01 15:40:19,traceability-cache,cache,2100,104.95,1.080877222222221,215.84,10.566747129097225,10.570146135659249,0.0033990065620218,0.0321670095867269
5,UP005_20240701_145202_R220,22,兴庄路-兴海南路,4,241,2024-07-01 15:40:50,2024-07-01 15:42:22,traceability-cache,cache,1843,92.1,0.9587109722222206,215.64,11.051914118118054,11.233640299517267,0.1817261813992136,1.644295996666307
5,UP005_20240701_145202_R220,23,兴海南路-梅堰,4,242,2024-07-01 15:42:52,2024-07-01 15:44:13,traceability-cache,cache,1626,81.25,0.8337690277777792,215.64,12.047534933479165,13.085351906446082,1.037816972966917,8.614351223692278
5,UP005_20240701_145202_R220,24,梅堰-永茂路,3,243,2024-07-01 15:44:49,2024-07-01 15:50:18,traceability-cache,cache,6583,329.1,3.675895000000008,215.34,26.082744929229168,25.63613480322539,-0.4466101260037794,-1.7122819213068856
5,UP005_20240701_145202_R220,25,永茂路-镇海大道,4,244,2024-07-01 15:50:45,2024-07-01 15:53:08,traceability-cache,cache,2848,142.35,2.132205972222225,215.44,17.808470992479165,17.45860122685616,-0.3498697656230033,-1.964625518781256
5,UP005_20240701_145202_R220,26,镇海大道-骆驼桥,4,245,2024-07-01 15:53:36,2024-07-01 15:55:32,traceability-cache,cache,2333,116.6,1.59639680555556,215.24,19.865409671034723,18.38849779734001,-1.4769118736947129,-7.43459056798694
6,UP006_20240701_171011_R274,1,布政-张家潭,5,274,2024-07-01 17:10:11,2024-07-01 17:12:08,traceability-cache,cache,2347,117.3,1.428447361111113,215.24,13.15757374492361,13.066415620531574,-0.0911581243920354,-0.6928186469576554
6,UP006_20240701_171011_R274,2,张家潭-同德路,5,275,2024-07-01 17:12:38,2024-07-01 17:15:08,traceability-cache,cache,3014,150.65,2.020784861111111,215.24,17.544987480194447,16.821612492916724,-0.7233749872777225,-4.122972376550853
6,UP006_20240701_171011_R274,3,同德路-石碶,5,276,2024-07-01 17:15:38,2024-07-01 17:17:24,traceability-cache,cache,2106,105.25,1.331131944444442,215.24,15.22439238159722,14.517737696359491,-0.7066546852377287,-4.6415953262733245
6,UP006_20240701_171011_R274,4,石碶-雅渡,5,277,2024-07-01 17:17:58,2024-07-01 17:19:17,traceability-cache,cache,1576,78.75,0.8281427777777778,216.44,12.9399677644375,13.41231998062062,0.4723522161831224,3.650335339175056
6,UP006_20240701_171011_R274,5,雅渡-庙堰,5,278,2024-07-01 17:19:46,2024-07-01 17:22:00,traceability-cache,cache,2674,133.65,1.860465833333328,216.74,20.94058174471528,20.54592282777971,-0.394658916935572,-1.8846607116594127
6,UP006_20240701_171011_R274,6,庙堰-钟公庙,5,279,2024-07-01 17:22:30,2024-07-01 17:24:05,traceability-cache,cache,1891,94.5,1.087378472222224,216.74,15.968471399006946,15.825967669876729,-0.142503729130216,-0.8924068282395402
6,UP006_20240701_171011_R274,7,钟公庙-鄞州区政府,5,280,2024-07-01 17:24:34,2024-07-01 17:26:04,traceability-cache,cache,1783,89.1,0.984365972222224,217.14,13.551388090173608,13.962513522270196,0.4111254320965854,3.033825238867604
6,UP006_20240701_171011_R274,8,鄞州区政府-钱湖南路,5,281,2024-07-01 17:26:44,2024-07-01 17:28:50,traceability-cache,cache,2531,126.5,1.811707638888896,220.12,18.80325037281944,17.70117783339484,-1.1020725394246,-5.861074641742115
