趟次,全局趟次ID,序号,区间,segment,来源run_id,绝对开始时间,绝对结束时间,趟次选择方式,数据读取来源,样本数,运行时间(s),区间里程(km),重量(t),历史真实能耗(kWh),Simu物理机械能耗(kWh),Simu-真实(kWh),相对差异(%)
6,UP006_20240701_171011_R274,9,钱湖南路-南高教园区,5,282,2024-07-01 17:29:19,2024-07-01 17:30:56,traceability-cache,cache,1939,96.9,1.169257361111111,220.72,15.653368882743056,15.751942617870975,0.0985737351279203,0.629728564287476
6,UP006_20240701_171011_R274,10,南高教园区-下应路,5,283,2024-07-01 17:31:31,2024-07-01 17:33:21,traceability-cache,cache,2207,110.3,1.4515716666666632,220.9,20.574150922993056,19.194197612251443,-1.3799533107416138,-6.707218761574356
6,UP006_20240701_171011_R274,11,下应路-大洋江,5,284,2024-07-01 17:33:51,2024-07-01 17:35:33,traceability-cache,cache,2036,101.75,1.213797361111112,220.6,14.998700675194444,14.771166501086762,-0.2275341741076827,-1.517025901343504
6,UP006_20240701_171011_R274,12,大洋江-泗港,5,285,2024-07-01 17:36:02,2024-07-01 17:37:34,traceability-cache,cache,1826,91.25,0.9589997222222224,220.5,12.113815191611112,12.169604088605505,0.0557888969943924,0.460539442875326
6,UP006_20240701_171011_R274,13,泗港-曹隘,5,286,2024-07-01 17:38:03,2024-07-01 17:40:17,traceability-cache,cache,2680,133.95,1.798582500000004,222.4,23.56321350504167,23.871656427570382,0.3084429225287167,1.3090019426370736
6,UP006_20240701_171011_R274,14,曹隘-柳隘,5,287,2024-07-01 17:40:48,2024-07-01 17:42:34,traceability-cache,cache,2133,106.6,1.30672263888889,222.2,21.548440432513885,22.58407924895201,1.0356388164381245,4.806096384012439
6,UP006_20240701_171011_R274,15,柳隘-海晏北路,5,288,2024-07-01 17:43:04,2024-07-01 17:44:33,traceability-cache,cache,1780,88.95,0.9823129166666684,222.9,15.180261521090276,15.592637375961942,0.412375854871665,2.71652668367236
6,UP006_20240701_171011_R274,16,海晏北路-民安东路,5,289,2024-07-01 17:45:18,2024-07-01 17:46:42,traceability-cache,cache,1677,83.8,0.8649322222222211,225.2,16.392013358229168,16.699610012452116,0.3075966542229471,1.876503193968705
6,UP006_20240701_171011_R274,17,民安东路-会展中心,5,290,2024-07-01 17:47:12,2024-07-01 17:48:29,traceability-cache,cache,1535,76.7,0.7255569444444435,230.0,14.197151550631949,14.42667736279904,0.2295258121670922,1.61670326155584
6,UP006_20240701_171011_R274,18,会展中心-院士路,5,291,2024-07-01 17:48:59,2024-07-01 17:50:53,traceability-cache,cache,2288,114.35,1.551676666666666,230.7,15.905118916284724,16.058192585587715,0.1530736693029921,0.962417634905358
6,UP006_20240701_171011_R274,19,院士路-盎孟港,5,292,2024-07-01 17:51:22,2024-07-01 17:52:52,traceability-cache,cache,1801,90.0,0.9947756944444424,230.3,20.392669720534723,20.422636149951963,0.0299664294172398,0.1469470639592847
6,UP006_20240701_171011_R274,20,盎孟港-三官堂,5,293,2024-07-01 17:53:22,2024-07-01 17:55:33,traceability-cache,cache,2613,130.6,1.878439583333331,229.2,20.078491397118057,18.91237125329825,-1.1661201438198077,-5.807807572570843
6,UP006_20240701_171011_R274,21,三官堂-兴庄路,5,294,2024-07-01 17:56:03,2024-07-01 17:57:41,traceability-cache,cache,1963,98.1,1.080586805555553,223.7,11.60436600561111,11.792135013021484,0.1877690074103739,1.618089323618206
6,UP006_20240701_171011_R274,22,兴庄路-兴海南路,5,295,2024-07-01 17:58:11,2024-07-01 17:59:40,traceability-cache,cache,1769,88.4,0.959417083333333,218.2,14.994035663895833,15.121802769710357,0.1277671058145224,0.8521195272475782
6,UP006_20240701_171011_R274,23,兴海南路-梅堰,5,296,2024-07-01 18:00:07,2024-07-01 18:01:29,traceability-cache,cache,1628,81.35,0.834256805555555,216.72,13.391913918805557,13.976865649961102,0.5849517311555482,4.367947215775719
6,UP006_20240701_171011_R274,24,梅堰-永茂路,4,297,2024-07-01 18:01:58,2024-07-01 18:07:16,traceability-cache,cache,6366,318.25,3.6767472222222266,216.92,29.025224951236112,28.282917518956623,-0.7423074322794891,-2.5574562592593315
6,UP006_20240701_171011_R274,25,永茂路-镇海大道,5,298,2024-07-01 18:07:44,2024-07-01 18:10:06,traceability-cache,cache,2844,142.15,2.132081111111113,216.42,18.214623447381943,17.548876754612255,-0.6657466927696878,-3.6550121098736086
6,UP006_20240701_171011_R274,26,镇海大道-骆驼桥,5,299,2024-07-01 18:10:33,2024-07-01 18:12:30,traceability-cache,cache,2345,117.2,1.596918750000001,215.84,20.32970234268056,18.61487987897111,-1.7148224637094462,-8.435059376690017
8,UP008_20240701_214424_R382,1,布政-张家潭,7,382,2024-07-01 21:44:24,2024-07-01 21:46:21,traceability-cache,cache,2327,116.3,1.429831805555551,215.24,13.153353112375,12.953575897439414,-0.199777214935586,-1.5188310784999048
8,UP008_20240701_214424_R382,2,张家潭-同德路,7,383,2024-07-01 21:46:51,2024-07-01 21:49:21,traceability-cache,cache,3005,150.2,2.020616249999999,215.24,17.411959775701387,16.642814807290005,-0.7691449684113831,-4.4173371539987984
8,UP008_20240701_214424_R382,3,同德路-石碶,7,384,2024-07-01 21:49:50,2024-07-01 21:51:41,traceability-cache,cache,2227,111.3,1.33032652777778,215.34,11.880661081847222,11.442001044106854,-0.4386600377403665,-3.692219100590344
8,UP008_20240701_214424_R382,4,石碶-雅渡,7,385,2024-07-01 21:52:16,2024-07-01 21:53:39,traceability-cache,cache,1670,83.45,0.8272534722222235,216.44,13.1782893111875,13.375239788098304,0.1969504769108043,1.4945071568857298
8,UP008_20240701_214424_R382,5,雅渡-庙堰,7,386,2024-07-01 21:54:09,2024-07-01 21:56:20,traceability-cache,cache,2619,130.9,1.860997638888884,216.34,21.34476560611805,20.572650429292857,-0.7721151768251948,-3.617351396933979
8,UP008_20240701_214424_R382,6,庙堰-钟公庙,7,387,2024-07-01 21:56:50,2024-07-01 21:58:25,traceability-cache,cache,1907,95.3,1.087976250000003,216.32,13.772460030125,13.8315712654214,0.0591112352964009,0.4291988153685314
8,UP008_20240701_214424_R382,7,钟公庙-鄞州区政府,7,388,2024-07-01 21:58:56,2024-07-01 22:00:26,traceability-cache,cache,1807,90.3,0.984970000000001,216.14,10.293166852729168,10.845090764854536,0.5519239121253686,5.362041828545988
8,UP008_20240701_214424_R382,8,鄞州区政府-钱湖南路,7,389,2024-07-01 22:01:05,2024-07-01 22:03:18,traceability-cache,cache,2649,132.4,1.81168722222222,216.14,17.6122347175625,16.139248928623736,-1.472985788938764,-8.36342356640261
8,UP008_20240701_214424_R382,9,钱湖南路-南高教园区,7,390,2024-07-01 22:03:47,2024-07-01 22:05:27,traceability-cache,cache,2003,100.1,1.168931805555557,216.02,14.15221675951389,14.024498690483844,-0.1277180690300447,-0.9024598138958384
8,UP008_20240701_214424_R382,10,南高教园区-下应路,7,391,2024-07-01 22:06:02,2024-07-01 22:07:58,traceability-cache,cache,2304,115.15,1.452869166666662,216.14,18.94908316771528,18.023257503516884,-0.9258256641983936,-4.885859943745351
8,UP008_20240701_214424_R382,11,下应路-大洋江,7,392,2024-07-01 22:08:27,2024-07-01 22:10:12,traceability-cache,cache,2103,105.1,1.213911527777778,216.24,11.138455459423612,10.76406564840165,-0.3743898110219634,-3.361236325681165
8,UP008_20240701_214424_R382,12,大洋江-泗港,7,393,2024-07-01 22:10:42,2024-07-01 22:12:15,traceability-cache,cache,1855,92.7,0.9585373611111122,215.84,10.057239963583331,10.330927607433996,0.2736876438506642,2.721299728769234
8,UP008_20240701_214424_R382,13,泗港-曹隘,7,394,2024-07-01 22:12:44,2024-07-01 22:14:59,traceability-cache,cache,2689,134.4,1.799835972222225,215.94,22.707034350875,23.25427952680331,0.5472451759283103,2.4100248736674974
8,UP008_20240701_214424_R382,14,曹隘-柳隘,7,395,2024-07-01 22:15:29,2024-07-01 22:17:16,traceability-cache,cache,2130,106.45,1.307647083333334,215.54,20.76108199196528,21.795206809087883,1.0341248171226034,4.981073806860446
8,UP008_20240701_214424_R382,15,柳隘-海晏北路,7,396,2024-07-01 22:17:45,2024-07-01 22:19:17,traceability-cache,cache,1832,91.55,0.9812611111111128,215.54,12.09455289995139,12.37302250316468,0.2784696032132906,2.302438176233946
8,UP008_20240701_214424_R382,16,海晏北路-民安东路,7,397,2024-07-01 22:20:02,2024-07-01 22:21:26,traceability-cache,cache,1681,84.0,0.8657316666666676,216.04,15.539427342048612,15.99179511542878,0.4523677733801669,2.911096808285149
8,UP008_20240701_214424_R382,17,民安东路-会展中心,7,398,2024-07-01 22:21:56,2024-07-01 22:23:14,traceability-cache,cache,1547,77.3,0.7256841666666677,216.44,12.235744016986112,12.68082337896859,0.4450793619824763,3.637534107975784
8,UP008_20240701_214424_R382,18,会展中心-院士路,7,399,2024-07-01 22:23:44,2024-07-01 22:25:39,traceability-cache,cache,2300,114.95,1.552097499999999,216.24,14.95721046211111,15.150251384957416,0.1930409228463049,1.2906211578375997
8,UP008_20240701_214424_R382,19,院士路-盎孟港,7,400,2024-07-01 22:26:08,2024-07-01 22:27:38,traceability-cache,cache,1795,89.7,0.9940665277777768,215.94,18.64439940227083,18.78388295112964,0.1394835488588105,0.7481257285328369
8,UP008_20240701_214424_R382,20,盎孟港-三官堂,7,401,2024-07-01 22:28:08,2024-07-01 22:30:24,traceability-cache,cache,2737,136.8,1.876884166666665,215.94,18.658767837916667,17.755573237837766,-0.9031946000789032,-4.840590803876729
8,UP008_20240701_214424_R382,21,三官堂-兴庄路,7,402,2024-07-01 22:30:59,2024-07-01 22:32:42,traceability-cache,cache,2057,102.8,1.08017375,215.94,10.654178095888888,10.7450618005793,0.09088370469041,0.8530334660491471
8,UP008_20240701_214424_R382,22,兴庄路-兴海南路,7,403,2024-07-01 22:33:13,2024-07-01 22:34:44,traceability-cache,cache,1827,91.3,0.9588601388888888,215.54,11.805990319618056,11.768572969458637,-0.0374173501594214,-0.3169352942568897
8,UP008_20240701_214424_R382,23,兴海南路-梅堰,7,404,2024-07-01 22:35:13,2024-07-01 22:36:35,traceability-cache,cache,1643,82.1,0.8340549999999992,215.54,12.817896729930554,13.065257620743916,0.247360890813361,1.929808735591999
8,UP008_20240701_214424_R382,24,梅堰-永茂路,5,405,2024-07-01 22:37:04,2024-07-01 22:42:40,traceability-cache,cache,6606,330.25,3.6757548611111193,215.54,25.543008922166663,25.207206290012284,-0.3358026321543803,-1.31465573683046
8,UP008_20240701_214424_R382,25,永茂路-镇海大道,7,406,2024-07-01 22:43:07,2024-07-01 22:45:29,traceability-cache,cache,2850,142.45,2.132482777777779,215.44,18.0614065173125,17.488786659024477,-0.5726198582880206,-3.1704056809703287
8,UP008_20240701_214424_R382,26,镇海大道-骆驼桥,7,407,2024-07-01 22:45:59,2024-07-01 22:47:56,traceability-cache,cache,2340,116.95,1.596758194444454,215.34,20.53968068713194,18.88619565883091,-1.653485028301031,-8.050198313632672
10,UP010_20240702_094840_R494,1,布政-张家潭,9,494,2024-07-02 09:48:40,2024-07-02 09:50:37,traceability-cache,cache,2352,117.55,1.428409583333331,215.24,13.943571187291669,13.901451754551012,-0.0421194327406537,-0.3020706257737037
10,UP010_20240702_094840_R494,2,张家潭-同德路,9,495,2024-07-02 09:51:07,2024-07-02 09:53:37,traceability-cache,cache,3004,150.15,2.021235416666662,215.24,17.920704951868057,17.222258141346483,-0.6984468105215746,-3.897429327682605
10,UP010_20240702_094840_R494,3,同德路-石碶,9,496,2024-07-02 09:54:07,2024-07-02 09:55:58,traceability-cache,cache,2216,110.75,1.330515555555555,215.24,12.94120388415278,12.701395481032549,-0.2398084031202324,-1.853061007823941
10,UP010_20240702_094840_R494,4,石碶-雅渡,9,497,2024-07-02 09:56:32,2024-07-02 09:57:56,traceability-cache,cache,1674,83.65,0.8274451388888868,215.24,13.296541783305557,13.295724642059255,-0.0008171412463016,-0.0061455170796934
10,UP010_20240702_094840_R494,5,雅渡-庙堰,9,498,2024-07-02 09:58:25,2024-07-02 10:00:35,traceability-cache,cache,2602,130.05,1.8612454166666657,215.34,21.36644474522222,20.70779360215137,-0.6586511430708524,-3.0826426713697157
10,UP010_20240702_094840_R494,6,庙堰-钟公庙,9,499,2024-07-02 10:01:06,2024-07-02 10:02:41,traceability-cache,cache,1900,94.95,1.087059166666666,215.44,12.998149440208332,12.967109332917472,-0.0310401072908589,-0.2388040500199191
10,UP010_20240702_094840_R494,7,钟公庙-鄞州区政府,9,500,2024-07-02 10:03:11,2024-07-02 10:04:42,traceability-cache,cache,1813,90.6,0.9846941666666668,215.34,10.119267913694449,10.760426782413097,0.6411588687186486,6.336020295015272
10,UP010_20240702_094840_R494,8,鄞州区政府-钱湖南路,9,501,2024-07-02 10:05:22,2024-07-02 10:07:33,traceability-cache,cache,2630,131.45,1.813324861111112,215.54,16.77685780288889,15.680218764350409,-1.096639038538484,-6.5366175920597485
10,UP010_20240702_094840_R494,9,钱湖南路-南高教园区,9,502,2024-07-02 10:08:03,2024-07-02 10:09:43,traceability-cache,cache,2003,100.1,1.169206249999997,215.54,13.82346180522222,13.894699582758475,0.0712377775362565,0.5153396344564309
10,UP010_20240702_094840_R494,10,南高教园区-下应路,9,503,2024-07-02 10:10:18,2024-07-02 10:12:13,traceability-cache,cache,2300,114.95,1.452629722222222,215.54,18.59399597928472,17.669113545330273,-0.924882433954448,-4.974091825043121
10,UP010_20240702_094840_R494,11,下应路-大洋江,9,504,2024-07-02 10:12:43,2024-07-02 10:14:28,traceability-cache,cache,2110,105.45,1.214513888888888,215.84,11.41275427204861,11.004366957359288,-0.408387314689322,-3.578341432352733
10,UP010_20240702_094840_R494,12,大洋江-泗港,9,505,2024-07-02 10:14:57,2024-07-02 10:16:31,traceability-cache,cache,1863,93.1,0.9582573611111096,215.94,10.707051230215278,10.90704191975482,0.1999906895395433,1.8678409698383625
10,UP010_20240702_094840_R494,13,泗港-曹隘,9,506,2024-07-02 10:17:01,2024-07-02 10:19:15,traceability-cache,cache,2682,134.05,1.798498472222222,215.84,22.613503511597223,22.9289519105682,0.3154483989709734,1.394955889118186
10,UP010_20240702_094840_R494,14,曹隘-柳隘,9,507,2024-07-02 10:19:46,2024-07-02 10:21:33,traceability-cache,cache,2140,106.95,1.307608055555553,215.94,20.94162342873611,21.77981081696493,0.8381873882288164,4.002494797412196
10,UP010_20240702_094840_R494,15,柳隘-海晏北路,9,508,2024-07-02 10:22:02,2024-07-02 10:23:31,traceability-cache,cache,1775,88.7,0.9807855555555548,216.04,14.562568801888888,14.727768775927272,0.1651999740383835,1.1344150629314498
10,UP010_20240702_094840_R494,16,海晏北路-民安东路,9,509,2024-07-02 10:24:16,2024-07-02 10:25:40,traceability-cache,cache,1678,83.85,0.864970833333333,216.64,15.744230358909723,16.085283874295126,0.3410535153854034,2.1662126862390574
10,UP010_20240702_094840_R494,17,民安东路-会展中心,9,510,2024-07-02 10:26:09,2024-07-02 10:27:27,traceability-cache,cache,1544,77.15,0.7261373611111115,216.94,12.445579185791669,12.828060642811462,0.3824814570197941,3.073231476896222
10,UP010_20240702_094840_R494,18,会展中心-院士路,9,511,2024-07-02 10:28:01,2024-07-02 10:29:56,traceability-cache,cache,2287,114.3,1.5520172222222228,216.84,14.91802210821528,15.035763247551204,0.1177411393359252,0.7892543561192727
10,UP010_20240702_094840_R494,19,院士路-盎孟港,9,512,2024-07-02 10:30:26,2024-07-02 10:31:55,traceability-cache,cache,1790,89.45,0.9943681944444448,216.24,18.266796161861112,18.45245974354324,0.1856635816821253,1.0163992636528607
10,UP010_20240702_094840_R494,20,盎孟港-三官堂,9,513,2024-07-02 10:32:25,2024-07-02 10:34:43,traceability-cache,cache,2775,138.7,1.878719305555556,215.94,16.54762425260417,15.52654068850038,-1.0210835641037883,-6.170574993223552
10,UP010_20240702_094840_R494,21,三官堂-兴庄路,9,514,2024-07-02 10:35:18,2024-07-02 10:37:03,traceability-cache,cache,2101,105.0,1.0808483333333312,215.54,10.594894881472223,10.516342108242403,-0.0785527732298196,-0.7414209778257307
10,UP010_20240702_094840_R494,22,兴庄路-兴海南路,9,515,2024-07-02 10:37:34,2024-07-02 10:39:05,traceability-cache,cache,1815,90.7,0.9588430555555556,215.24,12.343506360243056,12.184498094998675,-0.1590082652443779,-1.288193651007662
10,UP010_20240702_094840_R494,23,兴海南路-梅堰,9,516,2024-07-02 10:39:35,2024-07-02 10:40:57,traceability-cache,cache,1637,81.8,0.8340770833333336,215.24,13.19903853484028,13.270338195173244,0.0712996603329666,0.5401882882966323
10,UP010_20240702_094840_R494,24,梅堰-永茂路,6,517,2024-07-02 10:41:32,2024-07-02 10:47:01,traceability-cache,cache,6590,329.45,3.676424722222216,215.34,25.76190753693056,25.34629886516421,-0.4156086717663456,-1.6132682378840024
10,UP010_20240702_094840_R494,25,永茂路-镇海大道,9,518,2024-07-02 10:47:28,2024-07-02 10:49:50,traceability-cache,cache,2836,141.75,2.133605138888894,215.34,17.8062533659375,17.412211656336797,-0.394041709600704,-2.212940035743211
10,UP010_20240702_094840_R494,26,镇海大道-骆驼桥,9,519,2024-07-02 10:50:18,2024-07-02 10:52:14,traceability-cache,cache,2331,116.5,1.596666388888888,215.24,20.571822572451392,18.85885486465818,-1.7129677077932102,-8.326766876198507
12,UP012_20240702_141702_R603,1,布政-张家潭,11,603,2024-07-02 14:17:02,2024-07-02 14:18:58,traceability-cache,cache,2327,116.3,1.427978333333333,215.24,12.741006409708334,12.714196166839615,-0.0268102428687179,-0.2104248440554054
12,UP012_20240702_141702_R603,2,张家潭-同德路,11,604,2024-07-02 14:19:27,2024-07-02 14:21:59,traceability-cache,cache,3031,151.5,2.022117222222225,215.24,17.587783743173613,16.893080622627505,-0.6947031205461062,-3.949918481433131
12,UP012_20240702_141702_R603,3,同德路-石碶,11,605,2024-07-02 14:22:28,2024-07-02 14:24:18,traceability-cache,cache,2220,110.95,1.330442638888892,215.24,11.9599236949375,11.57226820863809,-0.3876554862994107,-3.2412872873386385
12,UP012_20240702_141702_R603,4,石碶-雅渡,11,606,2024-07-02 14:24:53,2024-07-02 14:26:15,traceability-cache,cache,1626,81.25,0.8269587500000016,215.34,11.84174399340278,12.624356049234995,0.7826120558322182,6.608925647001182
12,UP012_20240702_141702_R603,5,雅渡-庙堰,11,607,2024-07-02 14:26:45,2024-07-02 14:28:57,traceability-cache,cache,2656,132.75,1.861769027777785,215.54,20.25403367188889,19.85381391862776,-0.4002197532611317,-1.9760002365188485
12,UP012_20240702_141702_R603,6,庙堰-钟公庙,11,608,2024-07-02 14:29:26,2024-07-02 14:31:03,traceability-cache,cache,1935,96.7,1.087273055555554,215.54,13.4898288229375,13.760445436641904,0.270616613704402,2.006078929958381
12,UP012_20240702_141702_R603,7,钟公庙-鄞州区政府,11,609,2024-07-02 14:31:33,2024-07-02 14:33:04,traceability-cache,cache,1814,90.65,0.9846849999999993,215.54,10.015274168243057,10.78617646142459,0.7709022931815344,7.697265998228494
12,UP012_20240702_141702_R603,8,鄞州区政府-钱湖南路,11,610,2024-07-02 14:33:43,2024-07-02 14:35:55,traceability-cache,cache,2634,131.65,1.81316347222222,215.64,16.31998102188889,15.10194895594221,-1.218032065946678,-7.4634404556783105
12,UP012_20240702_141702_R603,9,钱湖南路-南高教园区,11,611,2024-07-02 14:36:25,2024-07-02 14:38:05,traceability-cache,cache,2000,99.95,1.168859583333335,215.54,13.76564112940278,13.81431642520584,0.0486752958030592,0.3535999184163755
12,UP012_20240702_141702_R603,10,南高教园区-下应路,11,612,2024-07-02 14:38:40,2024-07-02 14:40:34,traceability-cache,cache,2275,113.7,1.452115138888886,215.54,19.336954773097226,18.32591379097109,-1.0110409821261384,-5.228542932379206
12,UP012_20240702_141702_R603,11,下应路-大洋江,11,613,2024-07-02 14:41:04,2024-07-02 14:42:49,traceability-cache,cache,2107,105.3,1.214954166666671,215.74,11.500415851527778,11.166575212146586,-0.3338406393811911,-2.902857111352559
12,UP012_20240702_141702_R603,12,大洋江-泗港,11,614,2024-07-02 14:43:19,2024-07-02 14:44:51,traceability-cache,cache,1847,92.3,0.9581911111111108,215.54,10.86224764820139,10.9423276741909,0.0800800259895095,0.73723255612543
12,UP012_20240702_141702_R603,13,泗港-曹隘,11,615,2024-07-02 14:45:20,2024-07-02 14:47:35,traceability-cache,cache,2695,134.7,1.798849722222224,215.64,23.679392029319445,24.038403257212387,0.3590112278929409,1.516133638264103
12,UP012_20240702_141702_R603,14,曹隘-柳隘,11,616,2024-07-02 14:48:06,2024-07-02 14:49:53,traceability-cache,cache,2134,106.65,1.308985972222222,215.44,20.89321623939583,21.704718490822465,0.8115022514266348,3.884046583007562
12,UP012_20240702_141702_R603,15,柳隘-海晏北路,11,617,2024-07-02 14:50:22,2024-07-02 14:51:53,traceability-cache,cache,1807,90.3,0.981208055555556,215.34,14.56707159011111,14.576027954688696,0.0089563645775851,0.0614836312307632
12,UP012_20240702_141702_R603,16,海晏北路-民安东路,11,618,2024-07-02 14:52:37,2024-07-02 14:54:01,traceability-cache,cache,1677,83.8,0.8658069444444448,216.72,15.742859422798611,16.104659595113333,0.361800172314719,2.298185879693269
12,UP012_20240702_141702_R603,17,民安东路-会展中心,11,619,2024-07-02 14:54:31,2024-07-02 14:55:48,traceability-cache,cache,1534,76.65,0.7259416666666657,216.52,12.947319495534725,13.307366175471984,0.3600466799372607,2.780858849288718
12,UP012_20240702_141702_R603,18,会展中心-院士路,11,620,2024-07-02 14:56:18,2024-07-02 14:58:13,traceability-cache,cache,2288,114.35,1.551420972222231,216.32,14.921660502173614,15.090259676743765,0.1685991745701503,1.1298955270131683
12,UP012_20240702_141702_R603,19,院士路-盎孟港,11,621,2024-07-02 14:58:42,2024-07-02 15:00:13,traceability-cache,cache,1815,90.7,0.9948429166666674,216.44,19.839463445847223,19.92819125673533,0.0887278108881109,0.4472288836353756
12,UP012_20240702_141702_R603,20,盎孟港-三官堂,11,622,2024-07-02 15:00:43,2024-07-02 15:03:00,traceability-cache,cache,2751,137.5,1.878463333333334,216.44,16.559614065493054,15.51995675562622,-1.039657309866834,-6.278270168344524
12,UP012_20240702_141702_R603,21,三官堂-兴庄路,11,623,2024-07-02 15:03:35,2024-07-02 15:05:19,traceability-cache,cache,2082,104.05,1.079830000000001,216.14,10.432472098868054,10.407472382089436,-0.0249997167786186,-0.2396336797424188
12,UP012_20240702_141702_R603,22,兴庄路-兴海南路,11,624,2024-07-02 15:05:50,2024-07-02 15:07:21,traceability-cache,cache,1829,91.4,0.9588587500000002,215.54,12.23806045686111,12.119688987030942,-0.1183714698301682,-0.9672404401614544
12,UP012_20240702_141702_R603,23,兴海南路-梅堰,11,625,2024-07-02 15:07:51,2024-07-02 15:09:13,traceability-cache,cache,1641,82.0,0.8339552777777773,215.54,13.140805651881944,13.13491073351133,-0.0058949183706154,-0.0448596419944098
12,UP012_20240702_141702_R603,24,梅堰-永茂路,7,626,2024-07-02 15:09:48,2024-07-02 15:15:18,traceability-cache,cache,6586,329.25,3.675095694444435,215.54,26.13913722615278,25.63750949911512,-0.5016277270376595,-1.919067652071431
12,UP012_20240702_141702_R603,25,永茂路-镇海大道,11,627,2024-07-02 15:15:45,2024-07-02 15:18:07,traceability-cache,cache,2848,142.35,2.133948888888889,215.44,17.949127081597222,17.42676908067269,-0.5223580009245343,-2.91021395385904
12,UP012_20240702_141702_R603,26,镇海大道-骆驼桥,11,628,2024-07-02 15:18:35,2024-07-02 15:20:31,traceability-cache,cache,2330,116.45,1.5966106944444491,215.34,20.16548098632639,18.69299938837712,-1.4724815979492705,-7.30199095646524
14,UP014_20240702_184325_R710,1,布政-张家潭,13,710,2024-07-02 18:43:25,2024-07-02 18:45:19,traceability-cache,cache,2279,113.9,1.428138055555559,215.24,15.98679831553472,16.1627103287657,0.1759120132309799,1.1003579938832555
14,UP014_20240702_184325_R710,2,张家潭-同德路,13,711,2024-07-02 18:45:49,2024-07-02 18:48:15,traceability-cache,cache,2925,146.2,2.020087638888894,215.24,18.02394214705556,17.02187750285903,-1.0020646441965255,-5.559630828931759
14,UP014_20240702_184325_R710,3,同德路-石碶,13,712,2024-07-02 18:48:45,2024-07-02 18:50:30,traceability-cache,cache,2112,105.55,1.3312744444444429,215.24,16.24500534888889,15.837793635842656,-0.407211713046232,-2.506688697853117
14,UP014_20240702_184325_R710,4,石碶-雅渡,13,713,2024-07-02 18:51:06,2024-07-02 18:52:28,traceability-cache,cache,1637,81.8,0.8273525000000003,215.54,12.887156786506946,13.587875766525748,0.7007189800188025,5.437343485666801
14,UP014_20240702_184325_R710,5,雅渡-庙堰,13,714,2024-07-02 18:52:58,2024-07-02 18:55:07,traceability-cache,cache,2581,129.0,1.859977500000002,215.54,21.647251246958334,20.94640814701096,-0.7008430999473748,-3.2375616282730157
14,UP014_20240702_184325_R710,6,庙堰-钟公庙,13,715,2024-07-02 18:55:36,2024-07-02 18:57:11,traceability-cache,cache,1892,94.55,1.087106805555555,215.74,15.638986507618055,15.788917362996614,0.1499308553785558,0.9586993076918482
14,UP014_20240702_184325_R710,7,钟公庙-鄞州区政府,13,716,2024-07-02 18:57:41,2024-07-02 18:59:09,traceability-cache,cache,1763,88.1,0.98464986111111,215.54,13.438897798680555,13.876356787920876,0.4374589892403183,3.255170147088018
14,UP014_20240702_184325_R710,8,鄞州区政府-钱湖南路,13,717,2024-07-02 18:59:50,2024-07-02 19:01:57,traceability-cache,cache,2527,126.3,1.811989583333335,216.62,19.54679330188889,18.08262695758628,-1.4641663443026118,-7.490570559014011
14,UP014_20240702_184325_R710,9,钱湖南路-南高教园区,13,718,2024-07-02 19:02:27,2024-07-02 19:04:04,traceability-cache,cache,1935,96.7,1.169119861111113,216.82,16.056799769770834,16.0917207587656,0.0349209889947669,0.2174841157358802
14,UP014_20240702_184325_R710,10,南高教园区-下应路,13,719,2024-07-02 19:04:39,2024-07-02 19:06:29,traceability-cache,cache,2214,110.65,1.452085694444444,217.02,21.32037907136806,19.956160712452345,-1.364218358915714,-6.398659021723373
14,UP014_20240702_184325_R710,11,下应路-大洋江,13,720,2024-07-02 19:06:58,2024-07-02 19:08:40,traceability-cache,cache,2030,101.45,1.2139445833333309,216.74,13.59501688235417,13.379280965171391,-0.2157359171827775,-1.58687494873798
14,UP014_20240702_184325_R710,12,大洋江-泗港,13,721,2024-07-02 19:09:10,2024-07-02 19:10:39,traceability-cache,cache,1783,89.1,0.9586281944444458,216.94,12.736976253756945,12.695309357101207,-0.0416668966557354,-0.3271333464521863
14,UP014_20240702_184325_R710,13,泗港-曹隘,13,722,2024-07-02 19:11:09,2024-07-02 19:13:23,traceability-cache,cache,2670,133.45,1.798845277777778,216.92,22.93229794234028,23.29915497501627,0.3668570326759873,1.5997395184660197
14,UP014_20240702_184325_R710,14,曹隘-柳隘,13,723,2024-07-02 19:13:54,2024-07-02 19:15:41,traceability-cache,cache,2142,107.05,1.306476666666666,216.82,21.076775137,21.92367877893089,0.8469036419308941,4.018184169190884
14,UP014_20240702_184325_R710,15,柳隘-海晏北路,13,724,2024-07-02 19:16:10,2024-07-02 19:17:39,traceability-cache,cache,1776,88.75,0.9808087500000008,216.94,14.640517916868056,15.021900048662223,0.3813821317941656,2.6049770504003598
14,UP014_20240702_184325_R710,16,海晏北路-民安东路,13,725,2024-07-02 19:18:25,2024-07-02 19:19:48,traceability-cache,cache,1669,83.4,0.865189305555554,218.22,15.844905582118056,16.194197922125895,0.3492923400078398,2.2044457014754166
14,UP014_20240702_184325_R710,17,民安东路-会展中心,13,726,2024-07-02 19:20:18,2024-07-02 19:21:35,traceability-cache,cache,1543,77.1,0.7257420833333331,218.42,12.579560042444442,12.960547914928988,0.3809878724845457,3.0286263684823806
