trip_no,section_index,站间区间,区间载重(t),全局趟次ID,历史segment,历史来源run_id,OT 历史区间里程(km),OT 历史机械能(kWh),OT 标准 DP区间里程(km),OT 标准 DP机械能(kWh),OT 停站宽松 5% DP区间里程(km),OT 停站宽松 5% DP机械能(kWh),OT Energy First DP区间里程(km),OT Energy First DP机械能(kWh),真实历史区间里程(km),真实历史能耗(kWh),标准 DP vs OpenTrack 历史图像路径,停站宽松 5% DP vs OpenTrack 历史图像路径,Energy First DP vs OpenTrack 历史图像路径,四源总览图像路径,OpenTrack历史 vs 真实历史图像路径
62,1,布政-张家潭,215.34,UP062_20240715_081635_R3332,61.0,3332.0,1.428,13.97380556,1.428,13.42766667,1.428,13.42766667,1.428,13.42766667,1.428296,15.91707808,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\01_standard_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\02_dwell5_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\03_energy_first_vs_ot_history\01_布政-张家潭_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\04_ot_history_vs_real_history\01_布政-张家潭_energy_distance.png
62,2,张家潭-同德路,215.64,UP062_20240715_081635_R3332,61.0,3333.0,2.017,16.53180556,2.017,16.61519444,2.017,16.61519444,2.017,18.08505556,2.021051,18.1268647,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\01_standard_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\02_dwell5_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\03_energy_first_vs_ot_history\02_张家潭-同德路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\04_ot_history_vs_real_history\02_张家潭-同德路_energy_distance.png
62,3,同德路-石碶,217.72,UP062_20240715_081635_R3332,61.0,3334.0,1.331,14.49463889,1.331,12.98697222,1.331,12.98697222,1.331,12.98694444,1.332353,15.32415455,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\01_standard_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\02_dwell5_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\03_energy_first_vs_ot_history\03_同德路-石碶_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\04_ot_history_vs_real_history\03_同德路-石碶_energy_distance.png
62,4,石碶-雅渡,224.8,UP062_20240715_081635_R3332,61.0,3335.0,0.827,12.23275,0.827,10.40377778,0.827,10.40377778,0.827,10.40377778,0.827438,12.35020924,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\01_standard_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\02_dwell5_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\03_energy_first_vs_ot_history\04_石碶-雅渡_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\04_ot_history_vs_real_history\04_石碶-雅渡_energy_distance.png
62,5,雅渡-庙堰,227.9,UP062_20240715_081635_R3332,61.0,3336.0,1.86,21.67758333,1.86,22.46877778,1.86,22.46877778,1.86,21.61761111,1.861056,22.87339989,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\01_standard_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\02_dwell5_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\03_energy_first_vs_ot_history\05_雅渡-庙堰_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\04_ot_history_vs_real_history\05_雅渡-庙堰_energy_distance.png
62,6,庙堰-钟公庙,229.5,UP062_20240715_081635_R3332,61.0,3337.0,1.086,14.80677778,1.086,13.45327778,1.086,13.45327778,1.086,13.45327778,1.087497,16.64160338,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\01_standard_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\02_dwell5_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\03_energy_first_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\04_ot_history_vs_real_history\06_庙堰-钟公庙_energy_distance.png
62,7,钟公庙-鄞州区政府,231.1,UP062_20240715_081635_R3332,61.0,3338.0,0.984,13.13011111,0.984,11.65127778,0.984,8.89702778,0.984,11.65127778,0.98469,14.39438234,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\01_standard_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\02_dwell5_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\03_energy_first_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\04_ot_history_vs_real_history\07_钟公庙-鄞州区政府_energy_distance.png
62,8,鄞州区政府-钱湖南路,224.5,UP062_20240715_081635_R3332,61.0,3339.0,1.811,18.07591667,1.811,18.25538889,1.811,16.57766667,1.811,18.25538889,1.812449,19.91334618,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\01_standard_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\02_dwell5_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\03_energy_first_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\04_ot_history_vs_real_history\08_鄞州区政府-钱湖南路_energy_distance.png
62,9,钱湖南路-南高教园区,223.6,UP062_20240715_081635_R3332,61.0,3340.0,1.155,15.63269444,1.155,14.18561111,1.155,14.18558333,1.155,14.18561111,1.169472,16.42566361,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\01_standard_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\02_dwell5_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\03_energy_first_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\04_ot_history_vs_real_history\09_钱湖南路-南高教园区_energy_distance.png
62,10,南高教园区-下应路,225.1,UP062_20240715_081635_R3332,61.0,3341.0,1.452,19.37958333,1.452,19.94533333,1.452,17.92294444,1.452,19.94530556,1.452519,21.64283796,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\01_standard_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\02_dwell5_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\03_energy_first_vs_ot_history\10_南高教园区-下应路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip062\section_energy_distance\04_ot_history_vs_real_history\10_南高教园区-下应路_energy_distance.png
