trip_no,section_index,站间区间,区间载重(t),全局趟次ID,历史segment,历史来源run_id,OT 历史区间里程(km),OT 历史机械能(kWh),OT 标准 DP区间里程(km),OT 标准 DP机械能(kWh),OT 停站宽松 5% DP区间里程(km),OT 停站宽松 5% DP机械能(kWh),OT Energy First DP区间里程(km),OT Energy First DP机械能(kWh),真实历史区间里程(km),真实历史能耗(kWh),标准 DP vs OpenTrack 历史图像路径,停站宽松 5% DP vs OpenTrack 历史图像路径,Energy First DP vs OpenTrack 历史图像路径,四源总览图像路径,OpenTrack历史 vs 真实历史图像路径
3,1,布政-张家潭,215.24,UP003_20240701_102344_R111,2.0,111.0,1.428,12.65486111,1.428,13.42766667,1.428,13.42766667,1.428,13.42766667,1.428316,13.42168005,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\01_standard_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\02_dwell5_dp_vs_ot_history\01_布政-张家潭_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\03_energy_first_vs_ot_history\01_布政-张家潭_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\04_ot_history_vs_real_history\01_布政-张家潭_energy_distance.png
3,2,张家潭-同德路,215.24,UP003_20240701_102344_R111,2.0,112.0,2.017,16.29402778,2.017,16.61519444,2.017,16.61519444,2.017,18.08505556,2.020359,17.5222559,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\01_standard_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\02_dwell5_dp_vs_ot_history\02_张家潭-同德路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\03_energy_first_vs_ot_history\02_张家潭-同德路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\04_ot_history_vs_real_history\02_张家潭-同德路_energy_distance.png
3,3,同德路-石碶,215.34,UP003_20240701_102344_R111,2.0,113.0,1.331,12.35683333,1.331,12.97044444,1.331,12.97044444,1.331,12.97044444,1.330844,13.07145719,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\01_standard_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\02_dwell5_dp_vs_ot_history\03_同德路-石碶_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\03_energy_first_vs_ot_history\03_同德路-石碶_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\04_ot_history_vs_real_history\03_同德路-石碶_energy_distance.png
3,4,石碶-雅渡,215.34,UP003_20240701_102344_R111,2.0,114.0,0.827,12.11291667,0.827,10.30183333,0.827,10.30183333,0.827,10.30180556,0.827225,13.04128936,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\01_standard_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\02_dwell5_dp_vs_ot_history\04_石碶-雅渡_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\03_energy_first_vs_ot_history\04_石碶-雅渡_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\04_ot_history_vs_real_history\04_石碶-雅渡_energy_distance.png
3,5,雅渡-庙堰,215.34,UP003_20240701_102344_R111,2.0,115.0,1.86,20.79275,1.86,18.71738889,1.86,18.71738889,1.86,21.60519444,1.860185,21.03724265,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\01_standard_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\02_dwell5_dp_vs_ot_history\05_雅渡-庙堰_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\03_energy_first_vs_ot_history\05_雅渡-庙堰_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\04_ot_history_vs_real_history\05_雅渡-庙堰_energy_distance.png
3,6,庙堰-钟公庙,215.54,UP003_20240701_102344_R111,2.0,116.0,1.086,13.31577778,1.086,12.76416667,1.086,12.76416667,1.086,11.3985,1.087356,13.75429133,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\01_standard_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\02_dwell5_dp_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\03_energy_first_vs_ot_history\06_庙堰-钟公庙_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\04_ot_history_vs_real_history\06_庙堰-钟公庙_energy_distance.png
3,7,钟公庙-鄞州区政府,215.64,UP003_20240701_102344_R111,2.0,117.0,0.984,10.33166667,0.984,8.39022222,0.984,8.39022222,0.984,6.50430556,0.984777,10.26808051,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\01_standard_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\02_dwell5_dp_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\03_energy_first_vs_ot_history\07_钟公庙-鄞州区政府_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\04_ot_history_vs_real_history\07_钟公庙-鄞州区政府_energy_distance.png
3,8,鄞州区政府-钱湖南路,215.74,UP003_20240701_102344_R111,2.0,118.0,1.811,15.50269444,1.811,15.57713889,1.811,15.57713889,1.811,15.57711111,1.811703,17.37708996,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\01_standard_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\02_dwell5_dp_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\03_energy_first_vs_ot_history\08_鄞州区政府-钱湖南路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\04_ot_history_vs_real_history\08_鄞州区政府-钱湖南路_energy_distance.png
3,9,钱湖南路-南高教园区,215.84,UP003_20240701_102344_R111,2.0,119.0,1.155,13.54738889,1.155,13.67630556,1.155,13.67630556,1.155,12.38511111,1.168985,13.70571976,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\01_standard_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\02_dwell5_dp_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\03_energy_first_vs_ot_history\09_钱湖南路-南高教园区_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\04_ot_history_vs_real_history\09_钱湖南路-南高教园区_energy_distance.png
3,10,南高教园区-下应路,216.24,UP003_20240701_102344_R111,2.0,120.0,1.4519,16.79055556,1.452,17.35530556,1.452,17.35530556,1.452,17.35527778,1.451808,18.30288837,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\01_standard_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\02_dwell5_dp_vs_ot_history\10_南高教园区-下应路_energy_distance.png,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\03_energy_first_vs_ot_history\10_南高教园区-下应路_energy_distance.png,,D:\energy_conservation\output\opentrack_four_source_compare_complete10\trip003\section_energy_distance\04_ot_history_vs_real_history\10_南高教园区-下应路_energy_distance.png
