time,velocity,cumulative_energy
0.0,0.0,0.0
0.05,0.03,0.0091460079052558
0.1,0.06,0.025533970954406633
0.15000000000000002,0.09000000000000001,0.05984324585346799
0.2,0.12,0.11776905888854788
0.25,0.15,0.20447452357713386
0.30000000000000004,0.18000000000000002,0.32463435101255067
0.35000000000000003,0.21000000000000002,0.4824752094566142
0.4,0.24,0.681812979213548
0.45,0.27,0.9260871312771888
0.5,0.3,1.2183924419265668
0.55,0.33,1.5615082402680671
0.6000000000000001,0.36000000000000004,1.9579253716071983
0.65,0.39,2.4098710464065025
0.7000000000000001,0.42000000000000004,2.919331732380241
0.75,0.44999999999999996,3.488074235927739
0.8,0.48,4.117665108556547
0.8500000000000001,0.51,4.809488504138754
0.9,0.54,5.564762603727473
0.9500000000000001,0.5700000000000001,6.3845547161879885
1.0,0.6,7.269795155024464
1.05,0.63,8.221289984467235
1.1,0.66,9.239732721088522
1.1500000000000001,0.6900000000000001,10.325715070900078
1.2000000000000002,0.7200000000000001,11.479736776021088
1.25,0.75,12.702214639557358
1.3,0.78,13.993490792274244
1.35,0.81,15.353840259948814
1.4000000000000001,0.8400000000000001,16.78347788592607
1.4500000000000002,0.8700000000000001,18.59302585267928
1.5,0.8999999999999999,20.472890447479095
1.55,0.9299999999999999,22.423103939684523
1.6,0.96,24.443123575424345
1.6500000000000001,0.99,26.53269686181649
1.7000000000000002,1.02,28.691793824151375
1.75,1.05,30.920340716102054
1.8,1.08,33.21800745905321
1.85,1.11,35.58450087918998
1.9000000000000001,1.1400000000000001,38.01957311169039
1.9500000000000002,1.1700000000000002,40.522858622709485
2.0,1.2,43.094006545002486
2.0500000000000003,1.2300000000000002,45.73266023911057
2.1,1.26,48.438384770479935
2.15,1.2899999999999998,51.21078610223128
2.2,1.32,54.049447910445465
2.25,1.3499999999999999,56.95394635946493
2.3000000000000003,1.3800000000000001,59.92372290916994
2.35,1.41,62.958169992745944
2.4000000000000004,1.4400000000000002,66.0567138072389
2.45,1.47,69.2188389438179
2.5,1.5,72.44406830800278
2.5500000000000003,1.53,75.73196444006273
2.6,1.56,79.08215063421666
2.6500000000000004,1.59,82.49468353399267
2.7,1.62,85.96926292465805
2.75,1.65,89.50567391173216
2.8000000000000003,1.6800000000000002,93.1036743353707
2.85,1.71,96.76306422862393
2.9000000000000004,1.7400000000000002,100.48365989450205
2.95,1.77,104.26528218934028
3.0,1.7999999999999998,108.10778130858482
3.0500000000000003,1.83,112.01102530137287
3.1,1.8599999999999999,115.9748953517911
3.1500000000000004,1.8900000000000001,119.99928464100658
3.2,1.92,124.08409471337279
3.25,1.95,128.22924559130843
3.3000000000000003,1.98,132.43465034821423
3.35,2.01,136.70021359716034
3.4000000000000004,2.04,141.0258343469299
3.45,2.07,145.41142741305785
3.5,2.1,149.85691191682739
3.5500000000000003,2.13,154.36220177216893
3.6,2.16,158.92722575870195
3.6500000000000004,2.19,163.5519033617325
3.7,2.22,168.23615857506346
3.75,2.25,172.97992183808125
3.8000000000000003,2.2800000000000002,177.783143085562
3.85,2.31,182.6457626244079
3.9000000000000004,2.3400000000000003,187.56769729687656
3.95,2.37,192.5488783791543
4.0,2.4,197.5892346725155
4.05,2.4299999999999997,202.68871695964617
4.1000000000000005,2.4600000000000004,207.8472731678954
4.15,2.49,213.064828956896
4.2,2.52,218.34130764592973
4.25,2.55,223.67664364535477
4.3,2.5799999999999996,229.07075523143638
4.3500000000000005,2.6100000000000003,234.52355162508945
4.4,2.64,240.034934961149
4.45,2.67,245.6048242535392
4.5,2.6999999999999997,251.23312238777086
4.55,2.73,256.9197339731308
4.6000000000000005,2.7600000000000002,262.66456761037495
4.65,2.79,268.4675327226879
4.7,2.82,274.3285348540679
4.75,2.85,280.2474809984781
4.800000000000001,2.8800000000000003,286.22427312959
4.8500000000000005,2.91,292.2588143839399
4.9,2.94,298.3511899625318
4.95,2.97,304.5013280438465
5.0,3.0,310.7091416713958
5.050000000000001,3.0300000000000002,316.9745405042797
5.1000000000000005,3.06,323.29742327300914
5.15,3.0900000000000003,329.6776995705022
5.2,3.12,336.1152682605509
5.25,3.15,342.6100326347134
5.300000000000001,3.18,349.1618917592697
5.3500000000000005,3.2100000000000004,355.77074495962364
5.4,3.24,362.4364860174778
5.45,3.27,369.1590145733737
5.5,3.3,375.9382254699862
5.550000000000001,3.3300000000000005,382.77402942698
5.6000000000000005,3.3600000000000003,389.66631795008817
5.65,3.39,396.61497596292327
5.7,3.42,403.61988715010517
5.75,3.4499999999999997,410.68093199675104
5.800000000000001,3.4800000000000004,417.79799816772925
5.8500000000000005,3.5100000000000002,424.9709669497468
5.9,3.54,432.19969810423487
5.95,3.57,439.48406106056416
6.0,3.5999999999999996,446.82393094018846
6.050000000000001,3.6300000000000003,454.21917345468864
6.1000000000000005,3.66,461.6696504581193
6.15,3.69,469.1750726891929
6.2,3.7199999999999998,476.73524862105364
6.25,3.75,484.35002195616494
6.300000000000001,3.7800000000000002,492.0192316826622
6.3500000000000005,3.81,499.74283728133753
6.4,3.84,507.5212446671876
6.45,3.87,515.3543050494258
6.5,3.9,523.2418550195356
6.550000000000001,3.93,531.1837331922344
6.6000000000000005,3.96,539.1797700699124
6.65,3.99,547.2303411345388
6.7,4.02,555.3355197303961
6.75,4.05,563.4983567943613
6.800000000000001,4.08,571.7187805294584
6.8500000000000005,4.11,579.996706948774
6.9,4.14,588.3320475959431
6.95,4.17,596.7247747996526
7.0,4.2,605.174873635221
7.050000000000001,4.23,613.682439277387
7.1000000000000005,4.26,622.2475386917847
7.15,4.29,630.8700984486838
7.2,4.32,639.5500288696478
7.25,4.35,648.2872552808345
7.300000000000001,4.38,657.0817067090383
7.3500000000000005,4.41,665.9333096743662
7.4,4.44,674.8420047821083
7.45,4.47,683.807698137325
7.5,4.5,692.830274897656
7.550000000000001,4.53,701.9096017996307
7.6000000000000005,4.5600000000000005,711.0457271853127
7.65,4.59,720.2400938313958
7.7,4.62,729.4926364653205
7.75,4.6499999999999995,738.8032910386789
7.800000000000001,4.680000000000001,748.1719926357284
7.8500000000000005,4.71,757.5987308112482
7.9,4.74,767.0834282604858
7.95,4.77,776.6260148435695
